0,1,2,3,4,5,6,7,8
,,,,,,FY 2017 FULL YEAR,,
Department/Category,FY 14 Year End,FY 15 Year End,FY 16 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Sustainability,,,,,,,,
Full-Time Positions,0,0,8,8,8,7,1,1
Class 100 Total Oblig./Approp.,0,0,"488,757","537,979","546,234","546,234","(8,255)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Parks and Recreation,,,,,,,,
Full-Time Positions,600,598,593,720,645,611,109,34
Class 100 Total Oblig./Approp.,"41,007,643","42,597,872","42,943,935","45,386,251","44,960,006","44,960,006","426,245",0
Class 100 Overtime Oblig./Approp.,"3,459,286","3,047,922","3,538,293","2,221,185","3,421,185","3,530,000","(1,308,815)","(108,815)"
Police,,,,,,,,
Full-Time Positions,"7,095","7,061","6,942","7,371","7,371","7,007",364,364
Class 100 Total Oblig./Approp.,"572,218,053","598,373,325","626,772,728","629,443,111","629,787,182","629,787,182","(344,071)",0
Class 100 Overtime Oblig./Approp.*,"48,719,045","53,258,363","63,967,116","53,657,408","66,157,408","66,385,000","(12,727,592)","(227,592)"
*Police OT is abated as reimbursements occur Prisons,,,,,,,,
Full-Time Positions,"2,268","2,286","2,289","2,325","2,325","2,256",69,69
Class 100 Total Oblig./Approp.,"133,217,293","137,498,897","141,068,023","147,301,168","148,977,693","148,977,693","(1,676,525)",0
Class 100 Overtime Oblig./Approp.,"31,203,650","30,387,059","29,578,749","31,100,000","31,100,000","31,200,000","(100,000)","(100,000)"
Procurement,,,,,,,,
Full-Time Positions,47,44,42,51,51,47,4,4
Class 100 Total Oblig./Approp.,"2,167,029","2,333,610","2,278,649","2,504,399","2,545,007","2,545,007","(40,608)",0
Class 100 Overtime Oblig./Approp.,"2,211","9,253","28,309","5,000","28,000","29,000","(24,000)","(1,000)"
Public Health,,,,,,,,
Full-Time Positions,659,653,653,773,738,695,78,43
Class 100 Total Oblig./Approp.,"43,438,285","48,078,457","49,832,624","50,960,468","50,453,821","50,453,821","506,647",0
Class 100 Overtime Oblig./Approp.,"2,723,685","2,210,849","2,443,424","1,696,929","2,196,929","2,266,000","(569,071)","(69,071)"
Ambulatory Health Services,,,,,,,,
Full-Time Positions,354,356,345,412,392,372,40,20
Class 100 Total Oblig./Approp.,"24,692,650","28,166,115","28,983,608","28,996,266","28,489,619","28,489,619","506,647",0
Class 100 Overtime Oblig./Approp.,"1,143,754","1,024,061","976,288","897,500","997,500","1,066,571","(169,071)","(69,071)"
"Early Childhood, Youth & Women's Hlth.",,,,,,,,
Full-Time Positions,14,12,6,20,10,10,10,0
Class 100 Total Oblig./Approp.,"788,324","1,209,955","254,034","177,038","177,038","177,038",0,0
Class 100 Overtime Oblig./Approp.,"83,768","51,512","11,593","2,700","2,700","2,700",0,0
Phila. Nursing Home,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"223,977","225,311","235,150","234,592","234,592","234,592",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
