0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2008,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/Category,FY 05 Year End Actual,FY 06 Year End Actual,FY 07 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Mural Arts Program,,,,,,,,,,,
Full-Time Positions,16,14,14,16,12,4,16,12,12,4,0
Class 100 Total Oblig./Approp.,"481,214","456,037","453,526","554,383","554,383",0,"594,383","554,383","554,383","40,000",0
Class 100 Overtime Oblig./Approp.,598,497,"1,218","1,000","1,462",(462),"1,000","1,000","1,462",(462),(462)
Office of Behavioral Health/Mental Retardation Services,,,,,,,,,,,
Full-Time Positions,43,36,35,31,28,3,34,32,28,6,4
Class 100 Total Oblig./Approp.,"2,553,233","2,316,329","2,222,971","2,144,414","2,033,214","111,200","2,258,245","2,144,414","2,144,414","113,831",0
Class 100 Overtime Oblig./Approp.,"20,632","26,717","32,541","20,600","17,521","3,079","20,725","20,600","17,521","3,204","3,079"
Office of Supportive Housing,,,,,,,,,,,
Full-Time Positions,133,131,132,149,126,23,145,149,126,19,23
Class 100 Total Oblig./Approp.,"7,272,056","6,591,611","6,828,986","6,707,435","6,202,876","504,559","6,995,905","6,707,435","6,202,876","793,029","504,559"
Class 100 Overtime Oblig./Approp.,"591,584","849,945","743,878","547,229","678,809","(131,580)","558,380","547,229","678,809","(120,429)","(131,580)"
Office of Housing & Community Dev.,,,,,,,,,,,
Full-Time Positions,5,3,0,0,o,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"244,615","233,987","46,341",0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Personnel,,,,,,,,,,,
Full-Time Positions,76,70,70,79,68,11,79,79,68,11,11
Class 100 Total Oblig./Approp.,"3,908,410","3,871,897","3,956,530","4,098,488","4,098,488",0,"4,098,488","4,098,488","4,098,488",0,0
Class 100 Overtime Oblig./Approp.,"19,747","43,161","104,259","40,000","139,657","(99,657)","34,070","40,000","139,657","(105,587)","(99,657)"
Police,,,,,,,,,,,
Full-Time Positions,"7,368","7,287","7,424","7,508","7,367",141,"7,508","7,508","7,367",141,141
Class 100 Total Oblig./Approp.,"450,697,679","457,990,628","478,231,611","498,734,514","496,310,396","2,424,118","498.865,287","498,734,514","498,734,514","130,773",0
Class 100 Overtime Oblig./Approp.,"40,923,327","48,658,490","59,231,067","55,939,359","66,839,689","(10,900,330)","43,012,449","55,939,359","66,839,689","(23,827,240)","(10,900,330)"
Prisons,,,,,,,,,,,
Full-Time Positions,"2,152","2,225","2,176","2,247","2,131",116,"2,400","2,223","2,131",269,92
Class 100 Total Oblig./Approp.,"102,686,806","106,084,275","115,246,659","122,006,997","122,006,997",0,"117,006,997","122,006,997","122,006,997","(5,000,000)",0
Class 100 Overtime Oblig./Approp.,"18,573,164","19,244,373","24,600,109","22,733,094","30,596,866","(7,863,772)","17,582,279","22,733,094","30,596,866","(13,014,587)","(7,863,772)"
