0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department/ Category,FY 17 Year End,FY 18 Year End,FY 19 Year End,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Finance Reg #32 Disability,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"1,987,825","2,556,892","2,413,758","736,193","736,193",0,"2,650,000","2,650,000","2,650,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Fire,,,,,,,,,,,
Full-Time Positions,"2,281","2,511","2,530","2,629","2,629",0,"2,704","2,704","2,704",0,0
Class 100 Total Oblig./Approp.,"214,434,520","244,026,657","283,319,650","211,153,236","211,153,236",0,"273,966,292","287,757,292","288,953,567","(14,987,275)","(1,196,275)"
Class 100 Overtime Oblig./Approp.,"25,016,458","36,673,566","50,943,620","46,765,819","44,181,282","2,584,537","37,823,353","62,354,426","66,854,426","(29,031,073)","(4,500,000)"
First Judicial District,,,,,,,,,,,
Full-Time Positions,"1,856","1,867","1,842","1,850","1,851",(1),"1,850","1,850","1,850",0,0
Class 100 Total Oblig./Approp.,"94,649,818","98,343,914","100,719,400","72,294,169","72,294,169",0,"104,792,068","105,279,568","105,610,726","(818,658)","(331,158)"
Class 100 Overtime Oblig./Approp.,"7,095","25,034","24,242","71,130","42,895","28,235","94,840","94,840","54,840","40,000","40,000"
Fleet Management,,,,,,,,,,,
Full-Time Positions,270,281,286,285,285,0,310,310,310,0,0
Class 100 Total Oblig./Approp.,"16,491,089","17,532,835","18,501,080","13,117,274","13,117,274",0,"19,416,871","19,416,871","19,436,197","(19,326)","(19,326)"
Class 100 Overtime Oblig./Approp.,"2,126,729","2,249,940","2,406,919","1,736,910","1,449,181","287,729","2,315,880","2,315,880","2,315,880",0,0
Free Library,,,,,,,,,,,
Full-Time Positions,643,649,651,677,677,0,737,737,737,0,0
Class 100 Total Oblig./Approp.,"35,905,717","36,929,841","38,004,616","29,617,683","29,617,683",0,"40,633,647","40,633,647","40,855,038","(221,391)","(221,391)"
Class 100 Overtime Oblig./Approp.,"1,762,275","1,576,070","1,667,956","998,369","1,567,003","(568,634)","1,331,159","1,331,159","2,031,159","(700,000)","(700,000)"
Historical Commission,,,,,,,,,,,
Full-Time Positions,6,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"400,662",0,0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
