0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End,FY 20 Year End,FY 21,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Sheriff,,,,,,,,,,,
Full-Time Positions,355,385,367,343,343,0,428,428,428,0,0
Class 100 Total Oblig./Approp.,"27,638,571","28,049,726","26,258,562","18,329,824","18,329,824",0,"25,192,450","25,386,735","26,432,510","(1,240,060)","(1,045,775)"
Class 100 Overtime Oblig./Approp.,"6,163,832","4,797,577","2,799,955","2,351,282","2,628,690","(277,408)","2,685,042","3,135,042","3,335,042","(650,000)","(200,000)"
Streets,,,,,,,,,,,
Full-Time Positions,"1,736","1,925","1,941","2,078","2,078",0,"2,045","2,134","2,134",(89),0
Class 100 Total Oblig./Approp.,"83,603,511","90,344,142","88,868,951","73,445,962","73,445,962",0,"90,986,330","99,375,076","99,375,076","(8,388,746)",0
Class 100 Overtime Oblig./Approp.,"15,557,607","15,039,549","16,469,836","10,614,382","13,618,636","(3,004,254)","11,752,509","14,152,509","15,652,509","(3,900,000)","(1,500,000)"
,,,,,,,,,,,
TOTAL GENERAL FUND,,,,,,,,,,,
Full-Time Positions,"22,210","22,422","21,630","21,208","21,198",10,"24,438","24,046","24,046",392,0
Class 100 Total Oblig./Approp.,"1,749,789,358","1,874,182,010","1,811,423,186","1,330,911,295","1,330,911,295",0,"1,888,766,172","1,960,169,471","1,951,862,244","(63,096,072)","8,307,227"
Class 100 Overtime Oblig./Approp.,"176,564,791","208,034,045","185,591,876","149,112,302","152,735,512","(3,623,210)","185,786,679","198,816,396","199,838,896","(14,052,217)","(1,022,500)"
