0,1,2,3,4,5,6,7,8
,,,,,,,,
,,,,,,FULL YEAR,,
Department / Category,FY 11 Year End,FY 12 Year End,FY 13 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Zoning Code Commission,,,,,,,,
Full-Time Positions,2,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"150,000","119,408",0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
,,,,,,,,
TOTAL GENERAL FUND,,,,,,,,
Full-Time Positions,"22,020","21,175","20,925","22,289","22,200","20,991","1,259","1,170"
Class 100 Total Oblig./Approp.,"1,360,361,310","1,318,984,279","1,362,359,729","1,401,329,716","1,458,963,604","1,458,663,604","(58,142,323)","(900,000)"
Class 100 Overtime Oblig./Approp.,"121,265,534","125,081,005","139,971,176","118,124,012","136,275,440","153,702,933","(35,578,921)","(17,427,493)"
