0,1,2,3,4,5,6,7,8
,,,,,,FY 2019 FULL YEAR,,
Department/ Category,FY 16 Year End,FY 17 Year End,FY 18 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Homeless Services,,,,,,,,
Full-Time Positions,146,146,150,157,157,151,6,6
Class 100 Total Oblig./Approp.,"8,241,791","8,491,983","8,685,048","8,830,135","9,120,404","9,120,404","(290,269)",0
Class 100 Overtime Oblig./Approp.,"302,491","201,512","145,390","282,550","182,550","202,000","80,550","(19,450)"
Office of Human Resources,,,,,,,,
Full-Time Positions,84,85,78,85,85,77,8,8
Class 100 Total Oblig./Approp.,"5,313,085","5,327,367","4,766,878","5,035,367","5,226,848","5,226,848","(191,481)",0
Class 100 Overtime Oblig./Approp.,"58,916","48,476","44,902","45,000","52,000","45,000",0,"7,000"
Office of Innovation and Technology,,,,,,,,
Full-Time Positions,271,274,284,293,293,277,16,16
Class 100 Total Oblig./Approp.,"19,807,002","19,875,293","20,852,810","20,817,723","21,522,025","21,522,025","(704,302)",0
Class 100 Overtime Oblig./Approp.,"706,984","664,825","561,869","779,300","513,300","489,000","290,300","24,300"
OIT-Base,,,,,,,,
Full-Time Positions,268,272,282,281,281,263,18,18
Class 100 Total Oblig./Approp.,"19,517,549","19,568,493","19,828,255","19,856,817","20,561,119","20,561,119","(704,302)",0
Class 100 Overtime Oblig./Approp.,"706,984","664,825","485,509","690,986","470,986","454,000","236,986","16,986"
OIT-911,,,,,,,,
Full-Time Positions,3,2,2,12,12,14,(2),(2)
Class 100 Total Oblig./Approp.,"289,453","306,800","1,024,555","960,906","960,906","960,906",0,0
Class 100 Overtime Oblig./Approp.,0,0,"76,360","88,314","42,314","35,000","53,314","7,314"
Office of the Inspector General,,,,,,,,
Full-Time Positions,19,18,19,21,21,18,3,3
Class 100 Total Oblig./Approp.,"1,373,644","1,355,599","1,409,169","1,533,111","1,577,241","1,577,241","(44,130)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Planning and Development,,,,,,,,
Full-Time Positions,0,4,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,0,"450,687",0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Property Assessment,,,,,,,,
Full-Time Positions,200,199,193,225,225,196,29,29
Class 100 Total Oblig./Approp.,"10,675,256","11,324,075","11,852,174","11,890,699","12,388,764","12,388,764","(498,065)",0
Class 100 Overtime Oblig./Approp.,"29,129","59,841","29,688","50,000","110,000","95,000","(45,000)","15,000"
Office of Sustainability,,,,,,,,
Full-Time Positions,8,7,9,8,9,9,(1),0
Class 100 Total Oblig./Approp.,"488,757","513,653","498,576","537,979","551,910","551,910","(13,931)",0
Class 100 Overtime Oblig./Approp.,0,0,495,248,248,140,108,108
