0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End,FY 20 Year End,FY 21,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
L&I-Board of Building Standards,,,,,,,,,,,
Full-Time Positions,1,1,1,2,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"83,562","79,592","85,061","53,936","53,936",0,"82,018","82,151","82,151",(133),0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
L&I-Board of L & I Review,,,,,,,,,,,
Full-Time Positions,2,2,1,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"129,561","126,329","118,576","90,757","90,757",0,"165,635","171,162","171,162","(5,527)",0
Class 100 Overtime Oblig./Approp.,"1,164",35,0,"1,725","2,491",(766),0,"2,300","3,300","(3,300)","(1,000)"
Managing Director,,,,,,,,,,,
Full-Time Positions,307,287,290,305,305,0,456,450,450,6,0
Class 100 Total Oblig./Approp.,"20,519,487","40,052,290","28,719,552","20,329,713","20,329,713",0,"43,754,013","44,046,920","35,139,821","8,614,192","8,907,099"
Class 100 Overtime Oblig./Approp.,"501,777","1,088,557","824,568","520,988","413,938","107,050","864,650","694,650","544,650","320,000","150,000"
Mayor's Office,,,,,,,,,,,
Full-Time Positions,51,61,61,59,59,0,62,62,62,0,0
Class 100 Total Oblig./Approp.,"4,779,593","5,526,098","5,574,446","4,027,982","4,027,982",0,"5,892,600","5,970,633","5,920,633","(28,033)","50,000"
Class 100 Overtime Oblig./Approp.,0,88,0,0,0,0,0,0,0,0,0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"90,000","90,000","45,000",0,0,0,"45,000","45,000","45,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Mural Arts Program,,,,,,,,,,,
Full-Time Positions,11,10,8,8,8,0,10,10,10,0,0
Class 100 Total Oblig./Approp.,"587,931","598,178","577,153","292,527","292,527",0,"586,569","593,403","593,403","(6,834)",0
Class 100 Overtime Oblig./Approp.,"16,444","11,874","2,317","12,750","3,386","9,364","17,000","17,000","17,000",0,0
Office of Arts and Culture,,,,,,,,,,,
Full-Time Positions,7,2,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"453,399","544,982",0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,40,150,0,0,0,0,0,0,0,0,0
