0,1,2,3,4,5,6,7,8
,,,,,,FY 2020 FULL YEAR,,
Department/Category,FY 17 Year End,FY 18 Year End,FY 19 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Historical Commission,,,,,,,,
Full-Time Positions,6,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"400,662",0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Human Relations Commission,,,,,,,,
Full-Time Positions,31,32,32,35,35,34,1,1
Class 100 Total Oblig./Approp.,"1,949,691","2,033,062","2,071,428","2,323,714","2,357,738","2,360,050","(36,336)","(2,312)"
Class 100 Overtime Oblig./Approp.,0,0,0,0,"2,000","5,000","(5,000)","(3,000)"
Human Services,,,,,,,,
Full-Time Positions,385,517,396,437,437,437,0,0
Class 100 Total Oblig./Approp. *,"26,260,507","30,712,077","22,738,842","27,646,449","28,313,180","28,714,875","(1,068,426)","(401,695)"
Class 100 Overtime Oblig./Approp. *,"5,627,058","3,968,761","2,644,765","3,232,445","3,232,445","3,232,445",0,0
*DHS expenses are transferred from the Grants Fd.,,,,,,,,
Labor,,,,,,,,
Full-Time Positions,16,20,22,30,30,27,3,3
Class 100 Total Oblig./Approp.,"919,175","1,425,750","1,586,766","2,065,091","2,121,104","2,121,104","(56,013)",0
Class 100 Overtime Oblig./Approp.,0,71,274,0,"1,200","1,000","(1,000)",200
Law,,,,,,,,
Full-Time Positions,119,121,128,133,133,130,3,3
Class 100 Total Oblig./Approp.,"8,085,037","7,978,352","8,802,032","9,427,335","9,702,333","9,715,678","(288,343)","(13,345)"
Class 100 Overtime Oblig./Approp.,0,"1,254",72,0,100,100,(100),0
Licenses & Inspections,,,,,,,,
Full-Time Positions,348,396,372,466,481,394,72,87
Class 100 Total Oblig./Approp.,"19,578,047","22,292,655","23,626,633","25,967,209","26,654,803","26,811,159","(843,950)","(156,356)"
Class 100 Overtime Oblig./Approp.,"1,563,457","1,306,891","1,432,352","1,165,385","1,565,385","1,415,000","(249,615)","150,385"
L&I-Board of Building Standards,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"69,683","67,339","83,562","80,366","80,602","80,602",(236),0
Class 100 Overtime Oblig./Approp.,117,0,0,0,0,0,0,0
L&I-Board of L & I Review,,,,,,,,
Full-Time Positions,2,2,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,"148,864","143,207","129,561","163,434","164,293","165,175","(1,741)",(882)
Class 100 Overtime Oblig./Approp.,"1,132","1,372","1,164",0,50,50,(50),0
L&I-Zoning Board of Adjustment,,,,,,,,
Full-Time Positions,5,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"320,504",0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,402,0,0,0,0,0,0,0
