0,1,2,3,4,5,6,7,8
,,,,,,FY 2018 FULL YEAR,,
Department/Category,FY 15 Year End,FY 16 Year End,FY 17 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Commerce,,,,,,,,
Full-Time Positions,21,34,28,33,33,31,2,2
Class 100 Total Oblig./Approp.,"1,925,310","2,351,610","2,393,155","2,340,461","2,122,660","2,122,660","217,801",0
Class 100 Overtime Oblig./Approp.,"2,628","1,717",914,0,"2,000","2,000","(2,000)",0
District Attorney,,,,,,,,
Full-Time Positions,476,478,492,525,505,455,70,50
Class 100 Total Oblig./Approp.,"32,780,607","32,810,833","32,689,069","34,686,670","33,275,547","33,275,547","1,411,123",0
Class 100 Overtime Oblig./Approp.,"211,533","156,060","54,772","73,819","73,819","73,819",0,0
Finance,,,,,,,,
Full-Time Positions,160,165,111,118,118,115,3,3
Class 100 Total Oblig./Approp.,"8,509,691","8,230,613","6,669,543","7,328,177","7,024,765","7,024,765","303,412",0
Class 100 Overtime Oblig./Approp.,"35,786","28,879","18,058","34,475","34,475","34,475",0,0
Finance Reg #32 Disability,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"2,006,770","2,588,806","1,987,825",0,"2,650,000","2,650,000","(2,650,000)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Fire,,,,,,,,
Full-Time Positions,"2,150","2,316","2,281","2,606","2,576","2,511",95,65
Class 100 Total Oblig./Approp.,"208,073,020","219,101,252","214,434,520","225,242,832","247,196,130","247,196,130","(21,953,298)",0
Class 100 Overtime Oblig./Approp.,"36,119,936","37,417,517","25,016,458","20,418,337","32,118,337","32,118,337","(11,700,000)",0
First Judicial District,,,,,,,,
Full-Time Positions,"1,842","1,839","1,856","1,877","1,877","1,867",10,10
Class 100 Total Oblig./Approp.,"98,382,318","97,017,514","94,649,818","99,505,601","97,561,721","97,561,721","1,943,880",0
Class 100 Overtime Oblig./Approp.,"104,588","426,210","7,095","94,840","44,840","44,840","50,000",0
Fleet Management,,,,,,,,
Full-Time Positions,261,263,270,316,316,281,35,35
Class 100 Total Oblig./Approp.,"17,168,958","17,275,918","16,491,089","18,009,259","17,993,069","17,993,069","16,190",0
Class 100 Overtime Oblig./Approp.,"3,027,989","3,253,678","2,126,729","1,768,574","1,918,574","1,918,574","(150,000)",0
Free Library,,,,,,,,
Full-Time Positions,642,636,643,692,672,649,43,23
Class 100 Total Oblig./Approp.,"35,306,130","34,808,182","35,905,717","36,310,826","36,645,294","36,645,294","(334,468)",0
Class 100 Overtime Oblig./Approp.,"1,502,862","1,672,235","1,762,275","877,404","1,677,404","1,677,404","(800,000)",0
Historical Commission,,,,,,,,
Full-Time Positions,6,5,6,0,0,0,0,0
Class 100 Total Oblig./Approp.,"383,402","341,606","400,662",0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Human Relations Commission,,,,,,,,
Full-Time Positions,30,32,31,34,34,32,2,2
Class 100 Total Oblig./Approp.,"1,779,986","1,837,948","1,949,691","2,141,591","2,107,182","2,107,182","34,409",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
