0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2009,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department / Category,FY 06 Year End Actual,FY 07 Year End Actual,FY 08 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
"Capital Program Office, Mayor -",,,,,,,,,,,
Full-Time Positions,14,14,21,39,24,15,39,39,24,15,15
Class 100 Total Oblig./Approp.,"713,697","753,799","1,358,012","2,075,265","2,075,265",0,"2,533,997","2,075,265","2,075,265","458,732",0
Class 100 Overtime Oblig./Approp.,"14,344","12,131","23,425","50,000","4,575","45,425","50,000","50,000","4,575","45,425","45,425"
City Commissioners,,,,,,,,,,,
Full-Time Positions,93,90,91,88,100,(12),88,88,100,(12),(12)
Class 100 Total Oblig./Approp.,"4,503,445","4,858,835","5,656,970","5,858,250","5,858,250",0,"5,345,789","5,858,250","5,858,250","(512,461)",0
Class 100 Overtime Oblig./Approp.,"934,049","1,062,483","1,119,682","890,423","1,118,209","(227,786)","890,423","890,423","1,118,209","(227,786)","(227,786)"
City Council,,,,,,,,,,,
Full-Time Positions,180,187,192,195,185,10,195,195,185,10,10
Class 100 Total Oblig ./Approp.,"10,676,871","10,591,117","11,747,063","13,033,838","13,033,838",0,"13,283,838","13,033,838","13,033,838","250,000",0
Class 100 Overtime Oblig./Approp.,"32,732",o,o,o,195,(195),"24,000",o,195,"23,805",(195)
City Planning Commission,,,,,,,,,,,
Full-Time Positions,45,44,44,49,42,7,49,49,42,7,7
Class 100 Total Oblig./Approp.,"2,970,994","3,042,704","2,990,671","3,192,103","3,192,103",0,"3,152,503","3,192,103","3,192,103","(39,600)",o
Class 100 Overtime Oblig./Approp.,12,85,0,0,168,(168),0,0,168,(168),(168)
City Representative,,,,,,,,,,,
Full-Time Positions,0,0,0,0,6,(6),13,0,6,7,(6)
Class 100 Total Oblig./Approp.,0,0,o,"623,408","623,408",o,"689,008","623,408","623,408","65,600",0
Class 100 Overtime Oblig./Approp.,0,0,0,"10,000","11,393","(1,393)","10,000","10,000","11,393","(1,393)","(1,393)"
City Treasurer,,,,,,,,,,,
Full-Time Positions,11,11,11,13,11,2,13,13,11,2,2
Class 100 Total blig./Approp.,"603,563","555,419","637,361","679,592","679,592",o,"672,992","679,592","679,592","(6,600)",o
Class 100 Overtime Oblig./Approp.,0,22,"8,625",0,"9,987","(9,987)",o,o,"9,987","(9,987)","(9,987)"
Civil Service Commission,,,,,,,,,,,
Full-Time Positions,2,2,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"128,924","119,559","122,147","143,747","143,747",0,"142,647","143,747","143,747","(1,100)",0
Class 100 Overtime Oblig./Approp.,"1,105",345,0,0,o,0,0,0,0,0,0
