0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department/ Category,FY 17 Year End,FY 18 Year End,FY 19 Year End,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Innovation and Technology,,,,,,,,,,,
Full-Time Positions,274,284,277,299,299,0,316,316,316,0,0
Class 100 Total Oblig./Approp.,"19,875,293","20,852,810","20,875,286","16,372,547","16,372,547",0,"23,878,695","24,237,914","24,287,517","(408,822)","(49,603)"
Class 100 Overtime Oblig./Approp.,"664,825","561,859","489,644","477,290","387,808","89,482","636,386","636,386","596,386","40,000","40,000"
OIT-Base,,,,,,,,,,,
Full-Time Positions,272,282,265,283,283,0,300,300,300,0,0
Class 100 Total Oblig./Approp.,"19,568,493","19,828,255","19,846,610","15,413,917","15,413,917",0,"22,462,148","22,821,367","22,870,970","(408,822)","(49,603)"
Class 100 Overtime Oblig./Approp.,"664,825","485,509","454,207","411,054","356,556","54,498","548,072","548,072","548,072",0,0
OIT-911,,,,,,,,,,,
Full-Time Positions,2,2,12,16,16,0,16,16,16,0,0
Class 100 Total Oblig./Approp.,"306,800","1,024,555","1,028,676","958,630","958,630",0,"1,416,547","1,416,547","1,416,547",0,0
Class 100 Overtime Oblig./Approp.,0,"76,350","35,437","66,236","31,252","34,984","88,314","88,314","48,314","40,000","40,000"
Office of the Inspector General,,,,,,,,,,,
Full-Time Positions,18,19,18,17,17,0,21,21,21,0,0
Class 100 Total Oblig./Approp.,"1,355,599","1,409,169","1,415,627","947,056","947,056",0,"1,577,241","1,639,223","1,639,223","(61,982)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Planning and Development,,,,,,,,,,,
Full-Time Positions,4,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"450,687",0,0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Property Assessment,,,,,,,,,,,
Full-Time Positions,199,193,196,194,194,0,251,251,251,0,0
Class 100 Total Oblig./Approp.,"11,324,075","11,852,174","12,500,926","8,820,085","8,820,085",0,"14,127,682","14,127,682","14,240,098","(112,416)","(112,416)"
Class 100 Overtime Oblig./Approp.,"59,841","29,688","94,062","60,000","51,907","8,093","20,000","80,000","90,000","(70,000)","(10,000)"
