0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department/Category,FY 17 Year End,FY 18 Year End,FY 19 Year End,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
L&I-Board of L & I Review,,,,,,,,,,,
Full-Time Positions,2,2,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"148,864","143,207","129,561","88,145","88,145",0,"163,434","163,434","164,293",(859),(859)
Class 100 Overtime Oblig./Approp.,"1,132","1,372","1,164",0,35,(35),0,0,50,(50),(50)
L&I-Zoning Board of Adjustment,,,,,,,,,,,
Full-Time Positions,5,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"320,504",0,0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,402,0,0,0,0,0,0,0,0,0,0
Managing Director,,,,,,,,,,,
Full-Time Positions,296,307,307,342,342,0,344,365,365,(21),0
Class 100 Total Oblig./Approp.,"18,885,758","20,292,249","20,519,487","14,897,749","14,897,749",0,"23,170,579","24,888,827","50,110,339","(26,939,760)","(25,221,512)"
Class 100 Overtime Oblig./Approp.,"444,040","471,245","501,777","363,750","499,752","(136,002)","485,000","485,000","785,000","(300,000)","(300,000)"
Mayor's Office,,,,,,,,,,,
Full-Time Positions,42,41,51,60,64,(4),60,60,64,(4),(4)
Class 100 Total Oblig./Approp.,"3,647,357","3,487,719","4,779,593","3,649,236","3,649,236",0,"5,393,827","5,578,480","5,578,480","(184,653)",0
Class 100 Overtime Oblig./Approp.,0,0,0,75,88,(13),0,100,100,(100),0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,,,,
Full-Time Positions,0,2,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"90,000","233,263","90,000","90,000","90,000",0,"90,000","90,000","90,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Mural Arts Program,,,,,,,,,,,
Full-Time Positions,10,11,11,10,10,0,12,12,12,0,0
Class 100 Total Oblig./Approp.,"528,228","545,525","587,931","426,719","426,719",0,"638,987","617,069","649,569","(10,582)","(32,500)"
Class 100 Overtime Oblig./Approp.,"14,905","28,588","16,444","10,207","10,894",(687),"13,609","13,609","20,609","(7,000)","(7,000)"
