0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2013,
,,,,,,FULL YEAR,,
Department/Category,FY 10 Year End,FY 11 Year End,FY 12 Year End,Adopted,Current Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Administration and Support Svcs.,,,,,,,,
Full-Time Positions,98,87,91,101,101,90,11,11
Class 100 Total Oblig./Approp.,"5,871,568","4,984,511","5,114,547","5,603,112","5,684,812","5,684,812","(81,700)",o
Class 100 Overtime Oblig./Approp.,"459,508","492,932","502,956","428,351","428,351","563,067","(134,716)","(134,716)"
Medical Examiner's Office,,,,,,,,
Full-Time Positions,47,48,47,52,52,46,6,6
Class 100 Total Oblig./Approp.,"3,101,393","3,060,172","2,942,317","3,194,123","3,222,571","3,222,571","(28,448)",o
Class 100 Overtime Oblig./Approp.,"272,704","226,662","316,299","225,607","225,607","308,978","(83,371)","(83,371)"
Infectious Disease Control,,,,,,,,
Full-Time Positions,46,46,50,53,53,48,5,5
Class 100 Total Oblig./Approp.,"2,391,827","2,346,778","609,363","472,795","660,795","660,795","(188,000)",o
Class 100 Overtime Oblig./Approp.,"104,366","127,849","137,450","139,952","139,952","155,400","(15,448)","(15,448)"
Chronic Disease Control,,,,,,,,
Full-Time Positions,0,0,12,18,18,13,5,5
Class 100 Total Oblig./Approp.,o,o,"197,106","1,013,794","1,016,384","1,016,384","(2,590)",o
Class 100 Overtime Oblig./Approp.,o,o,o,o,0,o,o,o
Public Property,,,,,,,,
Full-Time Positions,123,126,122,144,142,123,21,19
Class 100 Total Oblig./Approp.,"6,646,774","6,379,553","6,496,367","7,307,104","7,068,981","7,068,981","238,123",0
Class 100 Overtime Oblig./Approp.,"442,869","435,089","517,356","372,327","590,193","647,430","(275,103)","(57,237)"
