0,1,2,3,4,5,6,7,8
,,,,,,FY 2018 FULL YEAR,,
Department/Category,FY 15 Year End,FY 16 Year End,FY 17 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Human Services,,,,,,,,
Full-Time Positions,395,449,385,517,517,517,0,0
Class 100 Total Oblig./Approp. *,"17,570,666","21,714,429","26,260,507","30,720,570","30,720,570","30,720,570",0,0
Class 100 Overtime Oblig./Approp.,"4,532,830","1,523,769","5,627,057","3,733,806","3,733,806","3,733,806",0,0
*DHS expenses are transferred from the,Grants Fd. To the,General Fd by,fiscal year-end.,,,,,
Labor,,,,,,,,
Full-Time Positions,7,7,16,23,23,20,3,3
Class 100 Total Oblig./Approp.,"657,403","496,053","919,175","1,588,459","1,529,661","1,529,661","58,798",0
Class 100 Overtime Oblig./Approp.,"3,289",0,0,0,100,100,(100),0
Law,,,,,,,,
Full-Time Positions,152,126,119,155,155,121,34,34
Class 100 Total Oblig./Approp.,"6,952,307","7,405,269","8,085,037","8,484,481","8,411,840","8,411,840","72,641",0
Class 100 Overtime Oblig./Approp.,70,99,0,100,"2,000","2,000","(1,900)",0
Licenses & Inspections,,,,,,,,
Full-Time Positions,335,335,348,429,429,396,33,33
Class 100 Total Oblig./Approp.,"17,339,944","18,606,512","19,578,047","23,019,730","22,472,640","22,472,640","547,090",0
Class 100 Overtime Oblig./Approp.,"1,510,382","1,812,827","1,563,457","1,220,825","1,220,825","1,220,825",0,0
L&I-Board of Building Standards,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"63,025","67,890","69,683","75,419","73,911","73,911","1,508",0
Class 100 Overtime Oblig./Approp.,417,220,117,0,250,250,(250),0
L&I-Board of L & Review,,,,,,,,
Full-Time Positions,2,2,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,"127,421","139,762","148,864","161,349","157,913","157,913","3,436",0
Class 100 Overtime Oblig./Approp.,"2,364","1,788","1,132",0,"3,000","3,000","(3,000)",0
L&I-Zoning Board of Adjustment,,,,,,,,
Full-Time Positions,5,5,5,0,0,0,0,0
Class 100 Total Oblig./Approp.,"339,261","326,821","320,504",0,0,0,0,0
Class 100 Overtime Oblig./Approp.,984,"2,131",402,0,0,0,0,0
Managing Director,,,,,,,,
Full-Time Positions,257,258,296,302,302,307,(5),(5)
Class 100 Total Oblig./Approp.,"16,162,124","17,601,829","18,885,758","20,231,006","19,705,935","19,705,935","525,071",0
Class 100 Overtime Oblig./Approp.,"502,416","537,197","444,040","397,676","472,676","472,676","(75,000)",0
Mayor's Office,,,,,,,,
Full-Time Positions,51,48,42,47,47,41,6,6
Class 100 Total Oblig./Approp.,"4,099,398","3,960,415","3,647,357","3,835,550","3,677,406","3,677,406","158,144",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
