0,1,2,3,4,5,6,7,8
,,,,,,FY 2016 FULL YEAR,,
Department/ Category,FY 13 Year End,FY 14 Year End,FY 15 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Ambulatory Health Services,,,,,,,,
Full-Time Positions,364,362,319,418,418,333,85,85
Class 100 Total Oblig./Approp.,"22,313,842","24,692,650","28,166,115","28,460,330","28,460,330","28,460,330",0,0
Class 100 Overtime Oblig./Approp.,"1,132,784","1,143,754","1,024,061","897,500","979,200","976,288","(78,788)","2,912"
"Early Childhood, Youth & Women's Hlth.",,,,,,,,
Full-Time Positions,14,12,20,20,20,10,10,10
Class 100 Total Oblig./Approp.,"899,276","788,324","1,209,955","252,038","252,038","252,038",0,0
Class 100 Overtime Oblig./Approp.,"53,473","83,768","51,512","2,700","15,000","11,593","(8,893)","3,407"
Phila. Nursing Home,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"166,930","223,977","225,311","262,592","262,592","262,592",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Environmental Protection Services,,,,,,,,
Full-Time Positions,97,96,104,114,114,102,12,12
Class 100 Total Oblig./Approp.,"5,287,031","5,309,816","5,405,202","7,469,565","7,469,565","7,469,565",0,0
Class 100 Overtime Oblig./Approp.,"345,548","418,679","299,649","200,000","310,000","506,343","(306,343)","(196,343)"
Administration and Support Svcs.,,,,,,,,
Full-Time Positions,90,80,100,105,105,100,5,5
Class 100 Total Oblig./Approp.,"5,174,462","4,990,238","5,425,714","5,742,178","5,742,178","5,742,178",0,0
Class 100 Overtime Oblig./Approp.,"563,066","594,753","432,089","263,700","418,700","467,327","(203,627)","(48,627)"
Medical Examiner's Office,,,,,,,,
Full-Time Positions,46,46,48,52,52,46,6,6
Class 100 Total Oblig./Approp.,"3,204,028","3,113,662","3,101,117","3,403,973","3,403,973","3,403,973",0,0
Class 100 Overtime Oblig./Approp.,"308,981","298,924","243,154","185,000","235,000","290,877","(105,877)","(55,877)"
Infectious Disease Control,,,,,,,,
Full-Time Positions,48,48,46,53,53,48,5,5
Class 100 Total Oblig./Approp.,"2,718,681","3,387,685","3,517,368","3,567,373","3,567,373","3,567,373",0,0
Class 100 Overtime Oblig./Approp.,"155,399","183,180","159,501","120,000","165,000","190,967","(70,967)","(25,967)"
Chronic Disease Control,,,,,,,,
Full-Time Positions,13,14,15,18,18,13,5,5
Class 100 Total Oblig./Approp.,"767,690","931,933","1,027,675","1,140,205","1,140,205","1,140,205",0,0
Class 100 Overtime Oblig./Approp.,0,627,883,0,"1,000",29,(29),971
Public Property,,,,,,,,
Full-Time Positions,123,133,137,159,159,135,24,24
Class 100 Total Oblig./Approp.,"6,833,756","7,603,734","8,217,003","8,400,083","8,519,841","8,519,841","(119,758)",0
Class 100 Overtime Oblig ./Approp.,"647,430","914,498","790,708","535,200","962,823","914,639","(379,439)","48,184"
