0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department / Category,FY 20 Year End,FY 21 Year End,FY 22,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Civil Service Commission,,,,,,,,,,,
Full-Time Positions,2,1,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"160,826","140,533","141,474","109,412","109,412",0,"180,988","180,988","180,988",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Commerce,,,,,,,,,,,
Full-Time Positions,44,37,35,52,52,0,82,74,74,8,0
Class 100 Total Oblig./Approp.,"3,453,180","2,499,341","2,601,371","2,344,627","2,344,627",0,"5,380,613","5,308,213","5,336,080","44,533","(27,867)"
Class 100 Overtime Oblig./Approp.,"6,816",0,0,"7,500",0,"7,500","10,000","10,000","10,000",0,0
District Attorney,,,,,,,,,,,
Full-Time Positions,545,521,503,570,570,0,583,583,583,0,0
Class 100 Total Oblig./Approp.,"38,029,618","38,421,902","39,764,411","31,142,237","31,142,237",0,"40,467,055","43,531,655","43,830,991","(3,363,936)","(299,336)"
Class 100 Overtime Oblig./Approp.,"135,138","141,860","169,371","157,866","353,304","(195,438)","210,488","210,488","210,488",0,0
Finance,,,,,,,,,,,
Full-Time Positions,119,119,122,122,122,0,134,134,134,0,0
Class 100 Total Oblig./Approp.,"9,222,201","9,293,924","9,986,109","7,508,170","7,508,170",0,"10,863,735","10,863,735","10,901,967","(38,232)","(38,232)"
Class 100 Overtime Oblig./Approp.,"74,119","128,747","125,778","86,372","89,678","(3,306)","136,163","115,163","115,163","21,000",0
Finance Reg #32 Disability,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"1,092,451","2,167,137","2,497,028","2,822,460","2,822,460",0,"2,800,000","2,800,000","3,500,000","(700,000)","(700,000)"
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Fire,,,,,,,,,,,
Full-Time Positions,"2,628","2,678","2,667","2,740","2,740",0,"3,376","2,901","2,901",475,0
Class 100 Total Oblig./Approp.,"303,857,650","318,512,653","341,171,247","257,154,505","257,154,505",0,"354,321,176","355,071,176","355,085,385","(764,209)","(14,209)"
Class 100 Overtime Oblig./Approp.,"63,932,091","62,597,682","68,452,340","54,673,318","51,511,294","3,162,024","70,697,756","72,897,756","72,897,756","(2,200,000)",0
First Judicial District,,,,,,,,,,,
Full-Time Positions,"1,825","1,773","1,686","1,688","1,688",0,"1,719","1,719","1,719",0,0
Class 100 Total Oblig./Approp.,"103,276,427","102,667,998","101,924,504","74,265,249","74,265,249",0,"111,144,985","112,430,762","112,841,137","(1,696,152)","(410,375)"
Class 100 Overtime Oblig./Approp.,"47,641","12,832","14,688","72,405","46,769","25,636","96,540","96,540","96,540",0,0
