0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2013,
,,,,,,FULL YEAR,,
Department/Category,FY 10 Year End,FY 11 Year End,FY 12 Year End,Adopted,Current Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
"Labor Relations, Mayor's Office of",,,,,,,,
Full-Time Positions,7,6,8,8,8,7,1,1
Class 100 Total Oblig./Approp.,"509,093","448,006","508,600","529,931","538,995","538,995","(9,064)",0
Class 100 Overtime Oblig./Approp.,"2,897","7,167","5,068","15,488","6,000","3,732","11,756","2,268"
Law,,,,,,,,
Full-Time Positions,176,160,105,140,138,138,2,0
Class 100 Total Oblig./Approp.,"10,065,455","9,232,600","6,370,891","6,511,834","6,518,691","6,518,691","(6,857)",0
Class 100 Overtime Oblig./Approp.,"1,606","1,670",286,"5,000","5,000",43,"4,957","4,957"
Licenses & Inspections,,,,,,,,
Full-Time Positions,305,290,298,306,306,292,14,14
Class 100 Total Oblig./Approp.,"14,202,452","13,663,965","13,919,022","14,244,790","14,354,433","14,354,433","(109,643)",0
Class 100 Overtime Oblig./Approp.,"439,024","514,771","531,314","591,089","577,023","569,964","21,125","7,059"
Managing Director,,,,,,,,
Full-Time Positions,112,153,145,156,156,156,0,0
Class 100 Total Oblig./Approp.,"12,308,160","12,027,922","13,338,302","15,206,524","15,189,493","15,189,493","17,031",0
Class 100 Overtime Oblig./Approp.,"797,420","496,628","1,088,415","422,148","488,330","406,365","15,783","81,965"
Mayor,,,,,,,,
Full-Time Positions,38,33,33,36,36,36,0,0
Class 100 Total Oblig./Approp.,"3,146,395","2,952,968","2,965,371","3,090,676","3,083,628","3,083,628","7,048",0
Class 100 Overtime Oblig./Approp.,0,0,0,o,0,o,0,o
