0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2009,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/Category,FY 06 Year End Actual,FY 07 Year End Actual,FY 08 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Traffic Court,,,,,,,,,,,
Full-Time Positions,102,120,129,130,121,9,130,130,121,9,9
Class 100 Total Oblig./Approp.,"4,015,574","4,265,777","4,631,005","4,542,389","4,542,389",(0),"4,781,462","4,542,389","4,542,389","239,073",o
Class 100 Overtime Oblig./Approp.,"1,729",442,513,"1,000","4,194","(3,194)","1,000","1,000","4,194","(3,194)","(3,194)"
Municipal Court,,,,,,,,,,,
Full-Time Positions,184,178,188,186,186,o,186,186,186,o,o
Class 100 Total Oblig ./Approp.,"7,362,389","7,510,649","7,923,810","7,451,894","7,451,894",o,"7,844,099","7,451,894","7,451,894","392,205",o
Class 100 Overtime Oblig./Approp.,"4,625","4,731","1,213","1,000","2,057","(1,057)","1,000","1,000","2,057","(1,057)","(1,057)"
Common Pleas Court,,,,,,,,,,,
Full-Time Positions,"1,397","1,384","1,412","1,397","1,353",44,"1,397","1,397","1,353",44,44
Class 100 Total Oblig./Approp.,"63,116,916","64,197,873","66,241,505","59,830,350","59,830,350",o,"62,979,316","59,830,350","59,830,350","3,148,966",o
Class 100 Overtime Oblig./Approp.,"311,628","357,860","183,853","81,000","107,358","(26,358)","81,000","81,000","107,358","(26,358)","(26,358)"
Court Administrator,,,,,,,,,,,
Full-Time Positions,253,246,241,252,238,14,252,252,238,14,14
Class 100 Total Oblig./Approp.,"12,655,082","12,852,171","13,154,123","12,550,209","12,550,209",(0),"13,210,746","12,550,209","12,550,209","660,537",o
Class 100 Overtime Oblig./Approp.,"26,202","29,158","16,235","13,000","12,501",499,"13,000","13,000","12,501",499,499
Fleet Management,,,,,,,,,,,
Full-Time Positions,313,300,307,306,302,4,329,306,302,27,4
Class 100 Total Oblig./Approp.,"16,060,639","17,158,282","17,745,176","17,302,592","17,302,592",0,"18,687,192","17,302,592","17,302,592","1,384,600",0
Class 100 Overtime Oblig./Approp.,"2,500,861","2,593,241","3,203,337","3,073,098","2,179,011","894,087","3,127,502","3,073,098","2,179,011","948,491","894,087"
Free Library,,,,,,,,,,,
Full-Time Positions,732,724,713,619,629,(10),730,619,629,101,(10)
Class 100 Total Oblig./Approp.,"31,984,257","33,995,130","34,683,010","32,404,855","32,404,855",0,"34,682,920","32,404,855","32,404,855","2,278,065",o
Class 100 Overtime Oblig./Approp.,"896,586","1,037,731","1,083,881","862,014","680,909","181,105","1,093,916","862,014","680,909","413,007","181,105"
Historical Commission,,,,,,,,,,,
Full-Time Positions,5,6,6,6,6,o,6,6,6,0,o
Class 100 Total Oblig./Approp.,"251,717","290,833","336,836","335,995","335,995",0,"330,495","335,995","335,995","(5,500)",0
Class 100 Overtime Oblig./Approp.,"1,598",853,182,0,82,(82),384,0,82,302,(82)
