0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department /Category,FY 17 Year End,FY 18 Year End,FY 19 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Public Health,,,,,,,,,,,
Full-Time Positions,687,711,752,749,749,0,839,839,839,0,0
Class 100 Total Oblig./Approp.,"51,023,872","54,999,157","57,173,653","13,597,791","13,597,791",0,"58,328,165","58,328,165","58,328,165",0,0
Class 100 Overtime Oblig./Approp.,"2,266,394","2,300,499","2,346,586","467,925","602,165","(134,240)","1,871,700","1,871,700","1,871,700",0,0
Public Property,,,,,,,,,,,
Full-Time Positions,146,135,135,132,132,0,149,149,149,0,0
Class 100 Total Oblig./Approp.,"8,654,937","8,797,024","8,875,590","1,948,755","1,948,755",0,"9,395,654","9,406,621","9,406,621","(10,967)",0
Class 100 Overtime Oblig./Approp.,"636,933","855,977","839,027","210,787","252,033","(41,246)","843,148","843,148","843,148",0,0
Records,,,,,,,,,,,
Full-Time Positions,57,57,55,55,55,0,59,59,59,0,0
Class 100 Total Oblig./Approp.,"2,822,489","3,004,442","2,983,490","665,784","665,784",0,"3,226,285","3,258,159","3,258,159","(31,874)",0
Class 100 Overtime Oblig./Approp.,"106,687","80,622","63,145","9,127","11,257","(2,130)","36,508","36,508","36,508",0,0
Register of Wills,,,,,,,,,,,
Full-Time Positions,72,71,70,70,71,(1),70,70,70,0,0
Class 100 Total Oblig j./Approp.,"3,842,824","4,021,761","4,262,942","1,066,086","1,066,086",0,"4,286,409","4,286,409","4,286,409",0,0
Class 100 Overtime Oblig./Approp.,0,0,"1,488",250,315,(65),0,"1,000","1,000","(1,000)",0
Revenue,,,,,,,,,,,
Full-Time Positions,402,414,405,406,406,0,458,458,458,0,0
Class 100 Total Oblig./Approp.,"20,417,912","21,536,327","22,700,386","5,321,764","5,321,764",0,"23,934,508","23,978,133","23,978,133","(43,625)",0
Class 100 Overtime Oblig./Approp.,"597,862","414,990","367,414","119,500","68,044","51,456","478,000","478,000","478,000",0,0
Sheriff,,,,,,,,,,,
Full-Time Positions,348,364,355,360,360,0,428,428,428,0,0
Class 100 Total Oblig./Approp.,"25,144,829","27,179,518","27,638,571","6,469,822","6,469,822",0,"25,443,537","25,443,537","25,443,537",0,0
Class 100 Overtime Oblig./Approp.,"5,748,984","5,934,927","6,163,832","1,206,232","1,370,473","(164,241)","4,824,927","4,824,927","4,824,927",0,0
