0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department / Category,FY 20 Year End,FY 21 Year End,FY 22 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Auditing,,,,,,,,,,,
Full-Time Positions,121,118,109,111,111,0,135,135,135,0,0
Class 100 Total Oblig./Approp.,"9,466,389","9,311,029","9,523,506","4,393,321","4,393,321",0,"10,285,869","10,285,869","10,285,869",0,0
Class 100 Overtime Oblig./Approp.,"60,388","39,619","58,666","40,000","6,910","33,090","80,000","80,000","80,000",0,0
Board of Ethics,,,,,,,,,,,
Full-Time Positions,7,9,9,9,9,0,12,12,12,0,0
Class 100 Total Oblig./Approp.,"922,164","801,988","848,155","462,255","462,255",0,"1,121,902","1,121,902","1,121,902",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Board of Revision of Taxes,,,,,,,,,,,
Full-Time Positions,14,15,14,15,15,0,16,16,16,0,0
Class 100 Total Oblig./Approp.,"1,044,789","1,002,561","988,226","456,650","456,650",0,"1,057,610","1,057,610","1,057,610",0,0
Class 100 Overtime Oblig./Approp.,"1,967",45,"1,801",100,55,45,0,200,200,(200),0
City Commissioners,,,,,,,,,,,
Full-Time Positions,98,137,134,138,138,0,187,187,187,0,0
Class 100 Total Oblig./Approp.,"7,075,077","8,293,480","7,768,164","4,403,217","4,403,217",0,"10,927,174","12,898,896","12,898,896","(1,971,722)",0
Class 100 Overtime Oblig./Approp.,"1,592,963","1,531,588","1,230,728","740,277","783,914","(43,637)","1,480,553","1,480,553","1,480,553",0,0
City Council,,,,,,,,,,,
Full-Time Positions,180,182,175,183,183,0,185,185,185,0,0
Class 100 Total Oblig./Approp.,"14,433,197","14,051,449","14,383,873","6,795,505","6,795,505",0,"16,325,560","16,325,560","16,325,560",0,0
Class 100 Overtime Oblig./Approp.,0,245,0,0,0,0,0,0,0,0,0
City Representative,,,,,,,,,,,
Full-Time Positions,5,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"683,372",0,0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
City Treasurer,,,,,,,,,,,
Full-Time Positions,16,16,17,19,19,0,19,20,20,(1),0
Class 100 Total Oblig./Approp.,"1,268,936","1,230,203","1,396,762","737,571","737,571",0,"1,579,598","1,579,598","1,579,598",0,0
Class 100 Overtime Oblig./Approp.,"8,586","56,626","66,607","25,000","33,315","(8,315)","50,000","50,000","60,000","(10,000)","(10,000)"
