0,1,2,3,4,5,6,7,8
,,,,,,FULL YEAR,,
Department/ Category,FY 12 Year End,FY 13 Year End,FY 14 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Property Assessment,,,,,,,,
Full-Time Positions,157,173,179,217,217,186,31,31
Class 100 Total Oblig./Approp.,"7,014,594","8,140,264","9,313,967","10,717,187","10,364,758","10,364,758","352,429",0
Class 100 Overtime Oblig./Approp.,0,"5,084","12,496","10,000","10,000","43,298","(33,298)","(33,298)"
Office of Supportive Housing,,,,,,,,
Full-Time Positions,147,145,154,159,159,135,24,24
Class 100 Total Oblig./Approp.,"7,556,596","7,549,916","7,877,851","7,980,900","8,263,759","8,263,759","(282,859)",0
Class 100 Overtime Oblig./Approp.,"184,441","193,521","208,385","193,949","193,949","240,634","(46,685)","(46,685)"
Parks and Recreation,,,,,,,,
Full-Time Positions,574,568,600,701,701,598,103,103
Class 100 Total Oblig./Approp.,"35,492,911","37,509,725","41,007,643","41,280,955","42,617,565","42,617,565","(1,336,610)",0
Class 100 Overtime Oblig./Approp.,"2,502,103","3,179,165","3,459,286","2,307,776","2,517,622","3,047,922","(740,146)","(530,300)"
Police,,,,,,,,
Full-Time Positions,"7,225","7,193","7,095","7,371","7,371","7,061",310,310
Class 100 Total Oblig./Approp.,"536,548,353","555,247,244","572,218,053","576,129,350","596,340,763","598,340,763","(22,211,413)","(2,000,000)"
Class 100 Overtime Oblig./Approp.,"42,033,252","44,859,416","48,719,045","45,219,761","52,012,982","53,365,644","(8,145,883)","(1,352,662)"
Prisons,,,,,,,,
Full-Time Positions,"2,144","2,248","2,268","2,310","2,310","2,286",24,24
Class 100 Total Oblig./Approp.,"121,476,307","130,057,321","133,217,293","129,195,262","135,990,927","137,490,927","(8,295,665)","(1,500,000)"
Class 100 Overtime Oblig./Approp.,"29,249,429","33,979,816","31,203,650","26,096,577","29,297,142","30,387,059","(4,290,482)","(1,089,917)"
Procurement,,,,,,,,
Full-Time Positions,45,45,47,50,50,44,6,6
Class 100 Total Oblig./Approp.,"2,107,515","2,197,426","2,167,029","2,330,132","2,428,558","2,428,558","(98,426)",0
Class 100 Overtime Oblig./Approp.,"2,949","1,189","2,211","5,000","5,000","9,253","(4,253)","(4,253)"
Public Health,,,,,,,,
Full-Time Positions,669,673,659,762,762,653,109,109
Class 100 Total Oblig./Approp.,"39,076,424","40,531,940","43,438,285","48,493,089","50,107,392","48,107,392","385,697","2,000,000"
Class 100 Overtime Oblig./Approp.,"2,364,197","2,559,251","2,723,685","2,069,472","2,267,200","2,209,587","(140,115)","57,613"
Ambulatory Health Services,,,,,,,,
Full-Time Positions,356,364,362,405,405,319,86,86
Class 100 Total Oblig./Approp.,"21,753,051","22,313,842","24,692,650","27,453,488","28,267,791","28,267,791","(814,303)",0
Class 100 Overtime Oblig./Approp,"1,019,271","1,132,784","1,143,754","1,048,816","1,154,400","1,023,923","24,893","130,477"
"Early Childhood, Youth & Women's Hlth.",,,,,,,,
Full-Time Positions,11,14,12,20,20,20,0,0
Class 100 Total Oblig./Approp.,"1,070,527","899,276","788,324","1,288,280","1,488,280","1,088,280","200,000","400,000"
Class 100 Overtime Oblig./Approp.,"28,085","53,473","83,768","48,684","52,000","50,959","(2,275)","1,041"
