0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2010,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/ Category,FY 07 Year End Actual,FY 08 Year End Actual,FY 09 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Zoning Board of Adjustment,,,,,,,,,,,
Full-Time Positions,4,5,5,5,5,o,5,5,5,o,o
Class 100 Total Oblig./Approp.,"350,156","298,216","316,341","334,333","334,333",o,"334,333","334,333","334,333",o,o
Class 100 Overtime Oblig./Approp.,"1,344","1,577",o,0,0,o,0,0,0,0,0
Zoning Code Commission,,,,,,,,,,,
Full-Time Positions,0,o,1,2,2,o,2,2,2,o,0
Class 100 Total Oblig./Approp.,o,0,"43,424","130,000","130,000",o,"150,000","130,000","130,000","20,000",o
Class 100 Overtime Oblig./Approp.,o,o,0,0,o,0,o,o,o,o,o
,,,,,,,,.,,,
TOTAL GENERAL FUND Full-Time Positions,"23,050","23,111","22,717","23,260","22,297",963,"23,497","23,260","22,297","1,200",963
Class 100 Total Oblig./Approp.,"1,327,588,620","1,390,720,193","1,406,266,636","1,381,319,626","1,381,319,626",o,"1,358,422,613","1,381,319,626","1,381,319,626","(22,897,013)",o
Class 100 Overtime Oblig./Approp.,"149,371,996","167,173,893","132,909,687","119,691,934","122,242,961","(2,551,027)","121,440,865","119,691,934","122,242,961","(802,096)","(2,551,027)"
