0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2023 YEAR TO DATE,,,,FY 2023 FULL YEAR,,
Department/Category,FY 20 Year End,FY 21 Year End,FY 22 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Planning and Development,,,,,,,,,,,
Full-Time Positions,55,55,54,58,58,0,74,70,70,4,0
Class 100 Total Oblig./Approp.,"4,778,297","4,510,200","4,756,995","2,382,290","2,382,290",0,"5,783,913","5,986,313","5,986,313","(202,400)",0
Class 100 Overtime Oblig./Approp.,"13,575","9,507","22,401","4,000","9,147","(5,147)",0,"8,000","18,000","(18,000)","(10,000)"
Police,,,,,,,,,,,
Full-Time Positions,"7,175","6,869","6,651","6,933","6,495",438,"7,327","7,127","6,777",550,350
Class 100 Total Oblig./Approp.,"736,072,678","708,324,818","727,678,591","374,885,259","374,885,259",0,"753,577,996","754,284,855","764,470,055","(10,892,059)","(10,185,200)"
Class 100 Overtime Oblig./Approp.*,"78,667,457","64,896,010","76,002,003","45,253,190","58,629,074","(13,375,884)","77,706,379","90,506,379","100,806,379","(23,100,000)","(10,300,000)"
Prisons,,,,,,,,,,,
Full-Time Positions,"1,975","1,620","1,393","1,830","1,313",517,"2,186","2,186","1,830",356,356
Class 100 Total Oblig./Approp.,"137,253,128","118,472,913","118,473,913","59,824,737","59,824,737",0,"135,537,939","152,531,303","152,531,303","(16,993,364)",0
Class 100 Overtime Oblig./Approp.,"26,918,548","24,602,298","29,907,097","17,295,711","16,800,115","495,596","31,591,422","34,591,422","34,591,422","(3,000,000)",0
Procurement,,,,,,,,,,,
Full-Time Positions,42,35,35,30,30,0,51,54,54,(3),0
Class 100 Total Oblig./Approp.,"2,519,208","2,434,690","2,665,060","1,194,222","1,194,222",0,"3,404,302","3,404,302","3,404,302",0,0
Class 100 Overtime Oblig./Approp.,"5,390","11,124","1,962",100,311,(211),0,200,600,(600),(400)
Public Health,,,,,,,,,,,
Full-Time Positions,739,716,689,747,685,62,835,835,795,40,40
Class 100 Total Oblig./Approp.,"60,130,461","58,289,725","60,210,880","29,625,994","29,625,994",0,"62,755,979","62,755,979","62,755,979",0,0
Class 100 Overtime Oblig./Approp.,"2,602,722","2,319,808","2,434,412","1,198,500","1,300,272","(101,772)","2,397,000","2,397,000","2,397,000",0,0
Public Property,,,,,,,,,,,
Full-Time Positions,119,142,133,145,127,18,156,156,156,0,0
Class 100 Total Oblig./Approp.,"8,610,609","9,847,147","10,124,679","4,606,470","4,606,470",0,"12,050,817","12,050,817","12,050,817",0,0
Class 100 Overtime Oblig./Approp.,"800,350","195,014","228,450","130,548","174,515","(43,967)","261,096","261,096","351,096","(90,000)","(90,000)"
Records,,,,,,,,,,,
Full-Time Positions,51,51,54,59,52,7,60,60,60,0,0
Class 100 Total Oblig./Approp.,"2,995,101","2,823,021","3,202,359","1,578,135","1,578,135",0,"3,374,335","3,374,335","3,374,335",0,0
Class 100 Overtime Oblig./Approp.,"55,381","65,664","282,392","128,762","124,214","4,548","7,523","257,523","257,523","(250,000)",0
