0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2012,
,,,,,,FULL YEAR,,
Department/Category,FY 09 Year End,FY 10 Year End,FY 11 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
City Planning Commission,,,,,,,,
Full-Time Positions,42,40,33,38,36,34,4,2
Class 100 Total Oblig./Approp.,"2,885,063","2,745,493","2,129,152","2,136,956","2,091,813","2,091,813","45,143",0
Class 100 Overtime Oblig./Approp.,168,0,0,0,0,0,0,0
City Representative,,,,,,,,
Full-Time Positions,6,7,6,7,6,6,1,0
Class 100 Total Oblig./Approp.,"387,224","329,524","327,235","338,082","338,082","338,082",0,0
Class 100 Overtime Oblig./Approp.,"11,393",0,0,0,0,0,0,0
City Treasurer,,,,,,,,
Full-Time Positions,11,11,13,14,14,14,0,0
Class 100 Total Oblig./Approp.,"556,470","619,313","666,050","745,937","745,937","745,937",0,0
Class 100 Overtime Oblig./Approp.,"9,987",996,449,0,0,0,0,0
Civil Service Commission,,,,,,,,
Full-Time Positions,2,2,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,"139,532","128,307","137,932","139,309","136,309","136,309","3,000",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Clerk of Quarter Sessions (*),,,,,,,,
Full-Time Positions,110,106,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"4,881,702","4,445,754",0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"163,348","118,277",0,0,0,0,0,0
