0,1,2,3,4,5,6,7,8
,,,,,,FY 2017 FULL YEAR,,
Department/ Category,FY 14 Year End,FY 15 Year End,FY 16 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
L&I-Zoning Board of Adjustment,,,,,,,,
Full-Time Positions,5,5,5,5,5,5,0,0
Class 100 Total Oblig./Approp.,"322,552","339,261","326,821","337,749","344,132","344,132","(6,383)",0
Class 100 Overtime Oblig./Approp.,952,984,"2,131",0,250,405,(405),(155)
Managing Director,,,,,,,,
Full-Time Positions,279,257,258,279,296,300,(21),(4)
Class 100 Total Oblig./Approp.,"15,697,636","16,162,124","17,601,829","19,115,427","19,444,428","19,444,428","(329,001)",0
Class 100 Overtime Oblig./Approp.,"651,824","502,416","537,197","474,206","474,206","445,000","29,206","29,206"
Mayor's Office,,,,,,,,
Full-Time Positions,44,51,48,44,44,43,1,1
Class 100 Total Oblig./Approp.,"3,956,370","4,099,398","3,960,415","3,742,849","3,790,958","3,790,958","(48,109)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,
Full-Time Positions,0,0,0,1,1,0,1,1
Class 100 Total Oblig./Approp.,0,0,"90,000","90,000","90,000","90,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mayor's Office of Transportation and Utilities,,,,,,,,
Full-Time Positions,13,12,8,0,0,0,0,0
Class 100 Total Oblig./Approp.,"517,740","508,786","473,894",0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,113,131,0,0,0,0,0
Mural Arts Program,,,,,,,,
Full-Time Positions,11,10,11,11,11,11,0,0
Class 100 Total Oblig./Approp.,"446,350","456,445","495,213","533,401","539,895","539,895","(6,494)",0
Class 100 Overtime Oblig./Approp.,"8,218","10,642","13,832","6,798","18,798","15,000","(8,202)","3,798"
Office of Arts and Culture,,,,,,,,
Full-Time Positions,2,2,2,4,4,4,0,0
Class 100 Total Oblig./Approp.,"98,456","200,440","308,789","312,767","227,129","227,129","85,638",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Behavioral Health and Intellectual disAbility,,,,,,,,
Full-Time Positions,15,14,16,16,16,16,0,0
Class 100 Total Oblig./Approp.,"974,425","991,846","995,153","1,010,566","1,006,269","1,006,269","4,297",0
Class 100 Overtime Oblig./Approp.,596,"1,005","5,195","3,600","8,600","10,000","(6,400)","(1,400)"
Office of the Chief Administrative Officer,,,,,,,,
Full-Time Positions,0,0,0,62,62,68,(6),(6)
Class 100 Total Oblig./Approp.,0,0,0,"3,962,776","3,916,561","3,916,561","46,215",0
Class 100 Overtime Oblig./Approp.,0,0,0,"10,000","10,000","6,700","3,300","3,300"
