dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Atwater Kent Museum,General,0,0,2020,Actual,YTD,2020-03-31,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,126,0,2020,Actual,YTD,2020-03-31,126,61,City Controller's Office,
Board of Ethics,General,8,0,2020,Actual,YTD,2020-03-31,8,45,Board of Ethics,
Board of Pensions,General,0,0,2020,Actual,YTD,2020-03-31,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,14,0,2020,Actual,YTD,2020-03-31,14,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,131,0,2020,Actual,YTD,2020-03-31,131,73,City Commissioner's Office,City Commissioners
City Council,General,178,0,2020,Actual,YTD,2020-03-31,178,01,City Council,
City Representative,General,9,0,2020,Actual,YTD,2020-03-31,9,41,Office of the City Representative,City Rep
City Treasurer,General,16,0,2020,Actual,YTD,2020-03-31,16,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2020,Actual,YTD,2020-03-31,2,55,Civil Service Commission,
Commerce,General,50,0,2020,Actual,YTD,2020-03-31,50,42,Office of the Director of Commerce,Commerce
Finance,General,121,0,2020,Actual,YTD,2020-03-31,121,35,Office of the Director of Finance,Finance
First Judicial District,General,1851,0,2020,Actual,YTD,2020-03-31,1851,84,First Judicial District,FJD
Fleet Management,General,285,0,2020,Actual,YTD,2020-03-31,285,25,Office of Fleet Management,Fleet
Free Library,General,677,0,2020,Actual,YTD,2020-03-31,677,52,The Free Library of Philadelphia,Free Library
Human Relations Commission,General,34,0,2020,Actual,YTD,2020-03-31,34,54,Commission on Human Relations,Human Relations
Human Services (1),General,437,0,2020,Actual,YTD,2020-03-31,437,22,Department of Human Services,DHS
"Labor, Mayor's Office of",General,21,0,2020,Actual,YTD,2020-03-31,21,03,Labor,
Law,General,115,0,2020,Actual,YTD,2020-03-31,115,44,Law Department,Law
Licenses & Inspections,General,388,0,2020,Actual,YTD,2020-03-31,388,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2020,Actual,YTD,2020-03-31,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,General,2,0,2020,Actual,YTD,2020-03-31,2,27,L&I: Board of Review,
Managing Director's Office,General,342,0,2020,Actual,YTD,2020-03-31,342,10,Managing Director's Office,MDO
Mayor's Office,General,64,0,2020,Actual,YTD,2020-03-31,64,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2020,Actual,YTD,2020-03-31,0,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,General,10,0,2020,Actual,YTD,2020-03-31,10,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,General,8,0,2020,Actual,YTD,2020-03-31,8,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,21,0,2020,Actual,YTD,2020-03-31,21,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Chief Administrative Officer,General,58,0,2020,Actual,YTD,2020-03-31,58,63,Board of Revision of Taxes,BRT
Office of Education,General,40,0,2020,Actual,YTD,2020-03-31,40,66,Office of Children and Families,OCF
Office of Homeless Services,General,153,0,2020,Actual,YTD,2020-03-31,153,24,Office of Homeless Services,OHS
Office of Human Resources,General,80,0,2020,Actual,YTD,2020-03-31,80,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,299,0,2020,Actual,YTD,2020-03-31,299,04,Office of Innovation and Technology,OIT
Office of the Inspector General,General,17,0,2020,Actual,YTD,2020-03-31,17,48,Office of the Inspector General,OIG
Office of Property Assessment,General,194,0,2020,Actual,YTD,2020-03-31,194,59,Office of Property Assessment,OPA
Office of Sustainability,General,7,0,2020,Actual,YTD,2020-03-31,7,49,Office of Sustainability,Sustainability
Parks and Recreation,General,641,0,2020,Actual,YTD,2020-03-31,641,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,General,56,0,2020,Actual,YTD,2020-03-31,56,72,Department of Planning and Development,Planning & Development
Prisons,General,2032,0,2020,Actual,YTD,2020-03-31,2032,23,Philadelphia Prison System,Prisons
Procurement,General,43,0,2020,Actual,YTD,2020-03-31,43,38,Procurement Department,Procurement
Public Health,General,753,0,2020,Actual,YTD,2020-03-31,753,14,Department of Public Health,Public Health
Public Property,General,120,0,2020,Actual,YTD,2020-03-31,120,20,Department of Public Property,Public Property
Records,General,53,0,2020,Actual,YTD,2020-03-31,53,31,Department of Records,Records
Register of Wills,General,68,0,2020,Actual,YTD,2020-03-31,68,68,Register of Wills,
Revenue,General,409,0,2020,Actual,YTD,2020-03-31,409,36,Department of Revenue,Revenue
Sheriff,General,378,0,2020,Actual,YTD,2020-03-31,378,70,Office of the Sheriff,Sheriff
Streets,General,1929,0,2020,Actual,YTD,2020-03-31,1929,12,Streets Department,Streets
Water,General,0,0,2020,Actual,YTD,2020-03-31,0,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",General,0,0,2020,Actual,YTD,2020-03-31,0,67,"Water, Sewer, and Stormwater Rate Board",
Atwater Kent Museum,Other,0,0,2020,Actual,YTD,2020-03-31,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2020,Actual,YTD,2020-03-31,0,61,City Controller's Office,
Board of Ethics,Other,0,0,2020,Actual,YTD,2020-03-31,0,45,Board of Ethics,
Board of Pensions,Other,54,0,2020,Actual,YTD,2020-03-31,54,53,Board of Pensions,Pensions
Board of Revision of Taxes,Other,0,0,2020,Actual,YTD,2020-03-31,0,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Other,0,0,2020,Actual,YTD,2020-03-31,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2020,Actual,YTD,2020-03-31,0,01,City Council,
City Representative,Other,0,0,2020,Actual,YTD,2020-03-31,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2020,Actual,YTD,2020-03-31,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2020,Actual,YTD,2020-03-31,0,55,Civil Service Commission,
Commerce,Other,816,0,2020,Actual,YTD,2020-03-31,816,42,Office of the Director of Commerce,Commerce
Finance,Other,0,0,2020,Actual,YTD,2020-03-31,0,35,Office of the Director of Finance,Finance
First Judicial District,Other,468,0,2020,Actual,YTD,2020-03-31,468,84,First Judicial District,FJD
Fleet Management,Other,79,0,2020,Actual,YTD,2020-03-31,79,25,Office of Fleet Management,Fleet
Free Library,Other,10,0,2020,Actual,YTD,2020-03-31,10,52,The Free Library of Philadelphia,Free Library
