dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Atwater Kent Museum,General,4,0,2012,Actual,YTD,2012-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,111,0,2012,Actual,YTD,2012-06-30,111,61,City Controller's Office,
Board of Building Standards,General,1,0,2012,Actual,YTD,2012-06-30,1,29,L&I: Board of Building and Standards,
Board of Ethics,General,8,0,2012,Actual,YTD,2012-06-30,8,45,Board of Ethics,
Board of L & I Review,General,2,0,2012,Actual,YTD,2012-06-30,2,27,L&I: Board of Review,
Board of Pensions,General,0,0,2012,Actual,YTD,2012-06-30,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,8,0,2012,Actual,YTD,2012-06-30,8,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,91,0,2012,Actual,YTD,2012-06-30,91,73,City Commissioner's Office,City Commissioners
City Council,General,175,0,2012,Actual,YTD,2012-06-30,175,01,City Council,
City Planning Commission,General,34,0,2012,Actual,YTD,2012-06-30,34,51,City Planning Commission,
City Representative,General,6,0,2012,Actual,YTD,2012-06-30,6,41,Office of the City Representative,City Rep
City Treasurer,General,14,0,2012,Actual,YTD,2012-06-30,14,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2012,Actual,YTD,2012-06-30,2,55,Civil Service Commission,
Commerce,General,18,0,2012,Actual,YTD,2012-06-30,18,42,Office of the Director of Commerce,Commerce
Finance,General,156,0,2012,Actual,YTD,2012-06-30,156,35,Office of the Director of Finance,Finance
First Judicial District,General,1957,0,2012,Actual,YTD,2012-06-30,1957,84,First Judicial District,FJD
Fleet Management,General,268,0,2012,Actual,YTD,2012-06-30,268,25,Office of Fleet Management,Fleet
Free Library,General,608,0,2012,Actual,YTD,2012-06-30,608,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,4,0,2012,Actual,YTD,2012-06-30,4,32,Historical Commission,
Human Relations Commission,General,29,0,2012,Actual,YTD,2012-06-30,29,54,Commission on Human Relations,Human Relations
Human Services (1),General,804,0,2012,Actual,YTD,2012-06-30,804,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",General,8,0,2012,Actual,YTD,2012-06-30,8,03,Labor,
Law,General,105,0,2012,Actual,YTD,2012-06-30,105,44,Law Department,Law
Licenses & Inspections,General,298,0,2012,Actual,YTD,2012-06-30,298,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),General,145,0,2012,Actual,YTD,2012-06-30,145,10,Managing Director's Office,MDO
Mayor,General,33,0,2012,Actual,YTD,2012-06-30,33,05,Mayor's Office,Mayor
Mayor - Office of Arts and Culture,General,2,0,2012,Actual,YTD,2012-06-30,2,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Mayor - Office of the Inspector General,General,17,0,2012,Actual,YTD,2012-06-30,17,48,Office of the Inspector General,OIG
Mayor's Office of Comm. Svcs.,General,0,0,2012,Actual,YTD,2012-06-30,0,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation,General,8,0,2012,Actual,YTD,2012-06-30,8,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,General,11,0,2012,Actual,YTD,2012-06-30,11,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,General,19,0,2012,Actual,YTD,2012-06-30,19,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Human Resources,General,80,0,2012,Actual,YTD,2012-06-30,80,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,255,0,2012,Actual,YTD,2012-06-30,255,04,Office of Innovation and Technology,OIT
Office of Property Assessment (2),General,157,0,2012,Actual,YTD,2012-06-30,157,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Off.c of Supportive Housing,General,147,0,2012,Actual,YTD,2012-06-30,147,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,General,0,0,2012,Actual,YTD,2012-06-30,0,06,Office of Housing and Community Development,
Parks and Recreation,General,574,0,2012,Actual,YTD,2012-06-30,574,16,Department of Parks and Recreation,Parks & Recreation
Prisons,General,2144,0,2012,Actual,YTD,2012-06-30,2144,23,Philadelphia Prison System,Prisons
Procurement,General,45,0,2012,Actual,YTD,2012-06-30,45,38,Procurement Department,Procurement
Public Health,General,669,0,2012,Actual,YTD,2012-06-30,669,14,Department of Public Health,Public Health
Public Property,General,122,0,2012,Actual,YTD,2012-06-30,122,20,Department of Public Property,Public Property
Records,General,64,0,2012,Actual,YTD,2012-06-30,64,31,Department of Records,Records
Register of Wills,General,61,0,2012,Actual,YTD,2012-06-30,61,68,Register of Wills,
Revenue,General,286,0,2012,Actual,YTD,2012-06-30,286,36,Department of Revenue,Revenue
Sheriff,General,226,0,2012,Actual,YTD,2012-06-30,226,70,Office of the Sheriff,Sheriff
Streets,General,525,0,2012,Actual,YTD,2012-06-30,525,12,Streets Department,Streets
Streets Sanitation,General,1157,0,2012,Actual,YTD,2012-06-30,1157,12S,Streets: Sanitation,
Water,General,0,0,2012,Actual,YTD,2012-06-30,0,28,Water Department,Water
