dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Atwater Kent Museum,General,4,0,2008,Actual,YTD,2008-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,121,0,2008,Actual,YTD,2008-06-30,121,61,City Controller's Office,
Board of Building Standards,General,2,0,2008,Actual,YTD,2008-06-30,2,29,L&I: Board of Building and Standards,
Board of Ethics,General,6,0,2008,Actual,YTD,2008-06-30,6,45,Board of Ethics,
Board of L & I Review,General,3,0,2008,Actual,YTD,2008-06-30,3,27,L&I: Board of Review,
Bd. of Pensions,General,0,0,2008,Actual,YTD,2008-06-30,0,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,General,139,0,2008,Actual,YTD,2008-06-30,139,63,Board of Revision of Taxes,BRT
Camp William Penn,General,1,0,2008,Actual,YTD,2008-06-30,1,19,Camp William Penn,
"Capital Program Office, Mayor-",General,21,0,2008,Actual,YTD,2008-06-30,21,07,Capital Program Office,
City Commissioners (Election Board),General,91,0,2008,Actual,YTD,2008-06-30,91,73,City Commissioner's Office,City Commissioners
City Council,General,192,0,2008,Actual,YTD,2008-06-30,192,01,City Council,
City Planning Commission,General,44,0,2008,Actual,YTD,2008-06-30,44,51,City Planning Commission,
City Rep. / Commerce,General,13,0,2008,Actual,YTD,2008-06-30,13,41,Office of the City Representative,City Rep
City Treasurer,General,11,0,2008,Actual,YTD,2008-06-30,11,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2008,Actual,YTD,2008-06-30,2,55,Civil Service Commission,
Clerk of Quarter Sessions,General,117,0,2008,Actual,YTD,2008-06-30,117,64,Clerk of Quarter Sessions,
Fairmount Park,General,156,0,2008,Actual,YTD,2008-06-30,156,17,Fairmount Park Commission,
Finance,General,170,0,2008,Actual,YTD,2008-06-30,170,35,Office of the Director of Finance,Finance
First Judicial District,General,1970,0,2008,Actual,YTD,2008-06-30,1970,84,First Judicial District,FJD
Fleet Management,General,307,0,2008,Actual,YTD,2008-06-30,307,25,Office of Fleet Management,Fleet
Free Library,General,713,0,2008,Actual,YTD,2008-06-30,713,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,6,0,2008,Actual,YTD,2008-06-30,6,32,Historical Commission,
Human Relations Commission,General,34,0,2008,Actual,YTD,2008-06-30,34,54,Commission on Human Relations,Human Relations
Human Services,General,1784,0,2008,Actual,YTD,2008-06-30,1784,22,Department of Human Services,DHS
"Information Services, Mayor's Office of",General,141,0,2008,Actual,YTD,2008-06-30,141,04,Office of Innovation and Technology,OIT
"Labor Relations, Mayor's Office of",General,7,0,2008,Actual,YTD,2008-06-30,7,03,Labor,
Law,General,192,0,2008,Actual,YTD,2008-06-30,192,44,Law Department,Law
Licenses & Inspections,General,356,0,2008,Actual,YTD,2008-06-30,356,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),General,95,0,2008,Actual,YTD,2008-06-30,95,10,Managing Director's Office,MDO
Mayor,General,72,0,2008,Actual,YTD,2008-06-30,72,05,Mayor's Office,Mayor
Mayor's Office of Comm. Svcs.,General,22,0,2008,Actual,YTD,2008-06-30,22,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,General,12,0,2008,Actual,YTD,2008-06-30,12,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hlth/Mental Retard. Svcs.,General,28,0,2008,Actual,YTD,2008-06-30,28,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Off.of Supportive Housing,General,126,0,2008,Actual,YTD,2008-06-30,126,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,General,0,0,2008,Actual,YTD,2008-06-30,0,06,Office of Housing and Community Development,
Personnel,General,68,0,2008,Actual,YTD,2008-06-30,68,56,Office of Human Resources,OHR
Prisons,General,2131,0,2008,Actual,YTD,2008-06-30,2131,23,Philadelphia Prison System,Prisons
Procurement,General,58,0,2008,Actual,YTD,2008-06-30,58,38,Procurement Department,Procurement
Public Health,General,665,0,2008,Actual,YTD,2008-06-30,665,14,Department of Public Health,Public Health
