dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Atwater Kent Museum,General,3,0,2014,Actual,YTD,2014-06-30,3,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,111,0,2014,Actual,YTD,2014-06-30,111,61,City Controller's Office,
Board of Ethics,General,9,0,2014,Actual,YTD,2014-06-30,9,45,Board of Ethics,
Board of Pensions,General,0,0,2014,Actual,YTD,2014-06-30,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,11,0,2014,Actual,YTD,2014-06-30,11,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,84,0,2014,Actual,YTD,2014-06-30,84,73,City Commissioner's Office,City Commissioners
City Council,General,169,0,2014,Actual,YTD,2014-06-30,169,01,City Council,
City Planning Commission,General,30,0,2014,Actual,YTD,2014-06-30,30,51,City Planning Commission,
City Representative,General,7,0,2014,Actual,YTD,2014-06-30,7,41,Office of the City Representative,City Rep
City Treasurer,General,14,0,2014,Actual,YTD,2014-06-30,14,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2014,Actual,YTD,2014-06-30,2,55,Civil Service Commission,
Commerce,General,27,0,2014,Actual,YTD,2014-06-30,27,42,Office of the Director of Commerce,Commerce
Finance,General,170,0,2014,Actual,YTD,2014-06-30,170,35,Office of the Director of Finance,Finance
First Judicial District,General,1866,0,2014,Actual,YTD,2014-06-30,1866,84,First Judicial District,FJD
Fleet Management,General,264,0,2014,Actual,YTD,2014-06-30,264,25,Office of Fleet Management,Fleet
Free Library,General,609,0,2014,Actual,YTD,2014-06-30,609,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,6,0,2014,Actual,YTD,2014-06-30,6,32,Historical Commission,
Human Relations Commission,General,30,0,2014,Actual,YTD,2014-06-30,30,54,Commission on Human Relations,Human Relations
Human Services (1),General,382,0,2014,Actual,YTD,2014-06-30,382,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",General,7,0,2014,Actual,YTD,2014-06-30,7,03,Labor,
Law,General,146,0,2014,Actual,YTD,2014-06-30,146,44,Law Department,Law
Licenses & Inspections,General,296,0,2014,Actual,YTD,2014-06-30,296,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2014,Actual,YTD,2014-06-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,General,2,0,2014,Actual,YTD,2014-06-30,2,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,General,5,0,2014,Actual,YTD,2014-06-30,5,30,Zoning Board of Adjustments,ZBA
