dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Atwater Kent Museum,General,3,0,2011,Actual,YTD,2010-09-30,3,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,114,0,2011,Actual,YTD,2010-09-30,114,61,City Controller's Office,
Board of Building Standards,General,1,0,2011,Actual,YTD,2010-09-30,1,29,L&I: Board of Building and Standards,
Board of Ethics,General,7,0,2011,Actual,YTD,2010-09-30,7,45,Board of Ethics,
Board of L & I Review,General,2,0,2011,Actual,YTD,2010-09-30,2,27,L&I: Board of Review,
Bd. of Pensions,General,0,0,2011,Actual,YTD,2010-09-30,0,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,General,143,0,2011,Actual,YTD,2010-09-30,143,63,Board of Revision of Taxes,BRT
Camp William Penn,General,0,0,2011,Actual,YTD,2010-09-30,0,19,Camp William Penn,
City Commissioners (Election Board),General,101,0,2011,Actual,YTD,2010-09-30,101,73,City Commissioner's Office,City Commissioners
City Council,General,174,0,2011,Actual,YTD,2010-09-30,174,01,City Council,
City Planning Commission,General,29,0,2011,Actual,YTD,2010-09-30,29,51,City Planning Commission,
City Representative,General,7,0,2011,Actual,YTD,2010-09-30,7,41,Office of the City Representative,City Rep
City Treasurer,General,12,0,2011,Actual,YTD,2010-09-30,12,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2011,Actual,YTD,2010-09-30,2,55,Civil Service Commission,
Clerk of Quarter Sessions,General,90,0,2011,Actual,YTD,2010-09-30,90,64,Clerk of Quarter Sessions,
Commerce,General,24,0,2011,Actual,YTD,2010-09-30,24,42,Office of the Director of Commerce,Commerce
Division of Technology,General,262,0,2011,Actual,YTD,2010-09-30,262,04,Office of Innovation and Technology,OIT
Fairmount Park,General,0,0,2011,Actual,YTD,2010-09-30,0,17,Fairmount Park Commission,
Finance,General,137,0,2011,Actual,YTD,2010-09-30,137,35,Office of the Director of Finance,Finance
First Judicial District,General,1746,0,2011,Actual,YTD,2010-09-30,1746,84,First Judicial District,FJD
Fleet Management,General,278,0,2011,Actual,YTD,2010-09-30,278,25,Office of Fleet Management,Fleet
Free Library,General,600,0,2011,Actual,YTD,2010-09-30,600,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,6,0,2011,Actual,YTD,2010-09-30,6,32,Historical Commission,
Human Relations Commission,General,31,0,2011,Actual,YTD,2010-09-30,31,54,Commission on Human Relations,Human Relations
Human Services,General,1698,0,2011,Actual,YTD,2010-09-30,1698,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",General,6,0,2011,Actual,YTD,2010-09-30,6,03,Labor,
Law,General,174,0,2011,Actual,YTD,2010-09-30,174,44,Law Department,Law
Licenses & Inspections,General,287,0,2011,Actual,YTD,2010-09-30,287,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),General,116,0,2011,Actual,YTD,2010-09-30,116,10,Managing Director's Office,MDO
Mayor,General,37,0,2011,Actual,YTD,2010-09-30,37,05,Mayor's Office,Mayor
Mayor - Office of Arts and Culture,General,2,0,2011,Actual,YTD,2010-09-30,2,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Mayor - Office of the Inspector General,General,17,0,2011,Actual,YTD,2010-09-30,17,48,Office of the Inspector General,OIG
Mayor's Office of Comm. Svcs.,General,0,0,2011,Actual,YTD,2010-09-30,0,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation,General,8,0,2011,Actual,YTD,2010-09-30,8,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,General,11,0,2011,Actual,YTD,2010-09-30,11,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,General,22,0,2011,Actual,YTD,2010-09-30,22,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Human Resources,General,69,0,2011,Actual,YTD,2010-09-30,69,56,Office of Human Resources,OHR
Off.of Supportive Housing,General,122,0,2011,Actual,YTD,2010-09-30,122,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,General,0,0,2011,Actual,YTD,2010-09-30,0,06,Office of Housing and Community Development,
Parks and Recreation,General,593,0,2011,Actual,YTD,2010-09-30,593,16,Department of Parks and Recreation,Parks & Recreation
Prisons,General,2229,0,2011,Actual,YTD,2010-09-30,2229,23,Philadelphia Prison System,Prisons
Procurement,General,44,0,2011,Actual,YTD,2010-09-30,44,38,Procurement Department,Procurement
Public Health,General,654,0,2011,Actual,YTD,2010-09-30,654,14,Department of Public Health,Public Health
Public Property,General,119,0,2011,Actual,YTD,2010-09-30,119,20,Department of Public Property,Public Property
Records,General,58,0,2011,Actual,YTD,2010-09-30,58,31,Department of Records,Records
Register of Wills,General,63,0,2011,Actual,YTD,2010-09-30,63,68,Register of Wills,
Revenue,General,248,0,2011,Actual,YTD,2010-09-30,248,36,Department of Revenue,Revenue
Sheriff,General,227,0,2011,Actual,YTD,2010-09-30,227,70,Office of the Sheriff,Sheriff
Streets,General,514,0,2011,Actual,YTD,2010-09-30,514,12,Streets Department,Streets
Streets Sanitation,General,1170,0,2011,Actual,YTD,2010-09-30,1170,12S,Streets: Sanitation,
Water,General,0,0,2011,Actual,YTD,2010-09-30,0,28,Water Department,Water
Youth Commission,General,1,0,2011,Actual,YTD,2010-09-30,1,47,Youth Commission,
Zoning Board of Adjustment,General,5,0,2011,Actual,YTD,2010-09-30,5,30,Zoning Board of Adjustments,ZBA
Zoning Code Commission,General,2,0,2011,Actual,YTD,2010-09-30,2,57,Zoning Code Commission,
Atwater Kent Museum,Other,0,0,2011,Actual,YTD,2010-09-30,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2011,Actual,YTD,2010-09-30,0,61,City Controller's Office,
Board of Building Standards,Other,0,0,2011,Actual,YTD,2010-09-30,0,29,L&I: Board of Building and Standards,
Board of Ethics,Other,0,0,2011,Actual,YTD,2010-09-30,0,45,Board of Ethics,
Board of L & I Review,Other,0,0,2011,Actual,YTD,2010-09-30,0,27,L&I: Board of Review,
Bd. of Pensions,Other,66,0,2011,Actual,YTD,2010-09-30,66,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,Other,0,0,2011,Actual,YTD,2010-09-30,0,63,Board of Revision of Taxes,BRT
Camp William Penn,Other,0,0,2011,Actual,YTD,2010-09-30,0,19,Camp William Penn,
City Commissioners (Election Board),Other,0,0,2011,Actual,YTD,2010-09-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2011,Actual,YTD,2010-09-30,0,01,City Council,
City Planning Commission,Other,4,0,2011,Actual,YTD,2010-09-30,4,51,City Planning Commission,
City Representative,Other,0,0,2011,Actual,YTD,2010-09-30,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2011,Actual,YTD,2010-09-30,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2011,Actual,YTD,2010-09-30,0,55,Civil Service Commission,
