dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Atwater Kent Museum,General,4,0,2018,Actual,YTD,2018-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,116,0,2018,Actual,YTD,2018-06-30,116,61,City Controller's Office,
Board of Ethics,General,10,0,2018,Actual,YTD,2018-06-30,10,45,Board of Ethics,
Board of Pensions,General,0,0,2018,Actual,YTD,2018-06-30,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,11,0,2018,Actual,YTD,2018-06-30,11,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,100,0,2018,Actual,YTD,2018-06-30,100,73,City Commissioner's Office,City Commissioners
City Council,General,192,0,2018,Actual,YTD,2018-06-30,192,01,City Council,
City Planning Commission,General,0,0,2018,Actual,YTD,2018-06-30,0,51,City Planning Commission,
City Representative,General,9,0,2018,Actual,YTD,2018-06-30,9,41,Office of the City Representative,City Rep
City Treasurer,General,15,0,2018,Actual,YTD,2018-06-30,15,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2018,Actual,YTD,2018-06-30,2,55,Civil Service Commission,
Commerce,General,31,0,2018,Actual,YTD,2018-06-30,31,42,Office of the Director of Commerce,Commerce
Finance,General,115,0,2018,Actual,YTD,2018-06-30,115,35,Office of the Director of Finance,Finance
First Judicial District,General,1867,0,2018,Actual,YTD,2018-06-30,1867,84,First Judicial District,FJD
Fleet Management,General,281,0,2018,Actual,YTD,2018-06-30,281,25,Office of Fleet Management,Fleet
Free Library,General,649,0,2018,Actual,YTD,2018-06-30,649,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,0,0,2018,Actual,YTD,2018-06-30,0,32,Historical Commission,
Human Relations Commission,General,32,0,2018,Actual,YTD,2018-06-30,32,54,Commission on Human Relations,Human Relations
Human Services (1),General,517,0,2018,Actual,YTD,2018-06-30,517,22,Department of Human Services,DHS
"Labor, Mayor's Office of",General,20,0,2018,Actual,YTD,2018-06-30,20,03,Labor,
Law,General,121,0,2018,Actual,YTD,2018-06-30,121,44,Law Department,Law
Licenses & Inspections,General,396,0,2018,Actual,YTD,2018-06-30,396,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2018,Actual,YTD,2018-06-30,1,29,L&I: Board of Building and Standards,
