dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Atwater Kent Museum,General,4,0,2018,Actual,YTD,2017-09-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,127,0,2018,Actual,YTD,2017-09-30,127,61,City Controller's Office,
Board of Ethics,General,11,0,2018,Actual,YTD,2017-09-30,11,45,Board of Ethics,
Board of Pensions,General,0,0,2018,Actual,YTD,2017-09-30,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,11,0,2018,Actual,YTD,2017-09-30,11,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,95,0,2018,Actual,YTD,2017-09-30,95,73,City Commissioner's Office,City Commissioners
City Council,General,193,0,2018,Actual,YTD,2017-09-30,193,01,City Council,
City Planning Commission,General,0,0,2018,Actual,YTD,2017-09-30,0,51,City Planning Commission,
City Representative,General,5,0,2018,Actual,YTD,2017-09-30,5,41,Office of the City Representative,City Rep
City Treasurer,General,15,0,2018,Actual,YTD,2017-09-30,15,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2018,Actual,YTD,2017-09-30,2,55,Civil Service Commission,
Commerce,General,29,0,2018,Actual,YTD,2017-09-30,29,42,Office of the Director of Commerce,Commerce
Finance,General,108,0,2018,Actual,YTD,2017-09-30,108,35,Office of the Director of Finance,Finance
First Judicial District,General,1865,0,2018,Actual,YTD,2017-09-30,1865,84,First Judicial District,FJD
Fleet Management,General,282,0,2018,Actual,YTD,2017-09-30,282,25,Office of Fleet Management,Fleet
Free Library,General,651,0,2018,Actual,YTD,2017-09-30,651,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,0,0,2018,Actual,YTD,2017-09-30,0,32,Historical Commission,
Human Relations Commission,General,31,0,2018,Actual,YTD,2017-09-30,31,54,Commission on Human Relations,Human Relations
Human Services (1),General,385,0,2018,Actual,YTD,2017-09-30,385,22,Department of Human Services,DHS
"Labor, Mayor's Office of",General,23,0,2018,Actual,YTD,2017-09-30,23,03,Labor,
Law,General,115,0,2018,Actual,YTD,2017-09-30,115,44,Law Department,Law
Licenses & Inspections,General,364,0,2018,Actual,YTD,2017-09-30,364,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2018,Actual,YTD,2017-09-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,General,2,0,2018,Actual,YTD,2017-09-30,2,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,General,0,0,2018,Actual,YTD,2017-09-30,0,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,General,296,0,2018,Actual,YTD,2017-09-30,296,10,Managing Director's Office,MDO
Mayor's Office,General,40,0,2018,Actual,YTD,2017-09-30,40,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,2,0,2018,Actual,YTD,2017-09-30,2,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,General,0,0,2018,Actual,YTD,2017-09-30,0,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,General,10,0,2018,Actual,YTD,2017-09-30,10,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,General,4,0,2018,Actual,YTD,2017-09-30,4,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,15,0,2018,Actual,YTD,2017-09-30,15,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Chief Administrative Officer,General,58,0,2018,Actual,YTD,2017-09-30,58,63,Board of Revision of Taxes,BRT
Office of Community Schools and Pre-K,General,28,0,2018,Actual,YTD,2017-09-30,28,66,Office of Children and Families,OCF
Office of Homeless Services,General,148,0,2018,Actual,YTD,2017-09-30,148,24,Office of Homeless Services,OHS
Office of Housing & Comm. Development,General,0,0,2018,Actual,YTD,2017-09-30,0,06,Office of Housing and Community Development,
Office of Human Resources,General,72,0,2018,Actual,YTD,2017-09-30,72,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,281,0,2018,Actual,YTD,2017-09-30,281,04,Office of Innovation and Technology,OIT
Office of the Inspector General,General,18,0,2018,Actual,YTD,2017-09-30,18,48,Office of the Inspector General,OIG
Office of Planning and Development,General,0,0,2018,Actual,YTD,2017-09-30,0,62,Mayor's Office of Planning and Development,
Office of Property Assessment,General,192,0,2018,Actual,YTD,2017-09-30,192,59,Office of Property Assessment,OPA
Office of Sustainability,General,7,0,2018,Actual,YTD,2017-09-30,7,49,Office of Sustainability,Sustainability
Parks and Recreation,General,648,0,2018,Actual,YTD,2017-09-30,648,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,General,42,0,2018,Actual,YTD,2017-09-30,42,72,Department of Planning and Development,Planning & Development
Prisons,General,2199,0,2018,Actual,YTD,2017-09-30,2199,23,Philadelphia Prison System,Prisons
Procurement,General,45,0,2018,Actual,YTD,2017-09-30,45,38,Procurement Department,Procurement
