0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2010,,,,,FISCAL YEAR 2011,,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Atwater Kent Museum,4,0,4,4,0,4,4,0,4,0
Auditing (City Controller's Office),120,0,120,123,0,123,113,0,113,10
Board of Building Standards,1,0,1,1,0,1,1,0,1,0
Board of Ethics,7,o,7,9,0,9,8,0,8,1
Board of L & I Review,2,0,2,2,0,2,2,0,2,0
Board of Pensions,0,67,67,0,79,79,0,65,65,14
Board of Revision of Taxes,112,0,112,110,0,110,8,0,8,102
Camp William Penn,1,0,1,0,0,0,0,0,0,0
City Commissioners (Election Board),102,0,102,88,0,88,95,0,95,(7)
City Council,176,0,176,195,0,195,182,0,182,13
City Planning Commission,40,4,44,38,4,42,33,3,36,6
City Representative,7,0,7,7,0,7,6,0,6,1
City Treasurer,11,0,11,14,0,14,13,0,13,1
Civil Service Commission,2,o,2,2,0,2,2,0,2,o
Clerk of Quarter Sessions,106,0,106,115,0,115,0,0,0,115
Commerce,24,729,753,25,866,891,23,731,754,137
District Attorney - Total,410,108,518,421,127,548,410,110,520,28
Civilian,400,97,497,407,102,509,396,101,497,12
Uniform,10,11,21,14,25,39,14,9,23,16
Division of Technology,174,16,190,283,83,366,258,67,325,41
Fairmount Park,155,2,157,0,0,0,o,0,0,0
Finance,141,4,145,144,0,144,140,3,143,1
Fire Total,"2,187",69,"2,256","2,327",76,"2,403","2,146",72,"2,218",185
Uniform,"2,084",65,"2,149","2,217",72,"2,289","2,042",70,"2,112",177
Civilian,103,4,107,110,4,114,104,2,106,8
First Judicial District,"1,756",548,"2,304","1,776",613,"2,389","1,869",503,"2,372",17
Fleet Management,292,60,352,283,77,360,265,66,331,29
Free Library,602,76,678,636,90,726,619,63,682,44
Historical Commission,6,0,6,6,0,6,6,0,6,0
Human Relations Commission,33,0,33,33,0,33,30,0,30,3
Human Services,"1,751",52,"1,803","1,828",74,"1,902","1,668",48,"1,716",186
"Labor Relations, Mayor's Office of",7,0,7,7,0,7,6,0,6,1
Law,176,60,236,190,61,251,160,55,215,36
