0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2008,,,,,FISCAL YEAR 2009,,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Licenses & Inspections,356,18,374,374,17,391,353,17,370,21
Managing Director (MDO),95,9,104,163,3,166,131,4,135,31
Mayor,72,3,75,84,3,87,77,3,80,7
Mayor's Office of Comm. Svcs.,22,159,181,0,95,95,0,89,89,6
Mayor's Office of Transportation,0,0,o,6,0,6,8,0,8,(2)
Mural Arts Program,12,0,12,16,0,16,12,0,12,4
Off. of Behavioral Hith/Mental Retard. Svcs.,28,234,262,33,264,297,27,244,271,26
Off.of Supportive Housing,126,49,175,138,55,193,134,46,180,13
Office of Housing and Community Develop.,o,79,79,0,90,90,0,78,78,12
Personnel,68,0,68,78,0,78,65,0,65,13
Police Total,"7,367",164,"7,531","7,735",166,"7,901","7,526",164,"7,690",211
Civilian,837,9,846,911,11,922,833,11,844,78
Uniform,"6,530",155,"6,685","6,824",155,"6,979","6,693",153,"6,846",133
Prisons,"2,131",0,"2,131","2,400",0,"2,400","2,239",0,"2,239",161
Procurement,58,3,61,62,3,65,56,3,59,6
Public Health,665,215,880,757,251,"1,008",672,211,883,125
Public Property,165,0,165,178,0,178,146,0,146,32
Records,70,0,70,76,o,76,69,0,69,7
Recreation,464,21,485,517,25,542,453,20,473,69
Register of Wills,68,o,68,70,0,70,68,0,68,2
Revenue,252,222,474,271,260,531,249,223,472,59
Sheriff,238,0,238,263,0,263,237,0,237,26
Streets,591,1,592,625,0,625,586,0,586,39
Streets Sanitation,"1,248",0,"1,248","1,341",o,"1,341","1,213",0,"1,213",128
Water,0,"1,758","1,758",0,"1,988","1,988",0,"1,731","1,731",257
Youth Commission,0,0,0,1,0,1,1,0,1,0
Zoning Board of Adjustment,5,0,5,5,0,5,5,0,5,0
Zoning Code Commission,0,0,0,2,0,2,0,0,0,2
,,,,,,,,,,
TOTAL ALL FUNDS,"23,111","4,642","27,753","24,661","5,277","29,938","23,292","4,560","27,852","2,086"
