0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2013,,,,,FISCAL YEAR 2014,,,
,YEAR,END ACTUAL,,ADOPTED,BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Office of Housing & Comm. Development,0,58,58,0,58,58,0,56,56,2
Office of Human Resources,78,0,78,92,0,92,79,0,79,13
Office of Innovation and Technology,255,69,324,298,84,382,259,71,330,52
Office of the Inspector General,18,0,18,21,0,21,16,0,16,5
Office of Property Assessment,173,0,173,218,0,218,179,0,179,39
Office of Supportive Housing,145,9,154,157,10,167,154,9,163,4
Parks and Recreation,568,21,589,692,24,716,600,22,622,94
Police Total,"7,193",164,"7,357","7,371",166,"7,537","7,095",165,"7,260",277
Civilian,815,10,825,846,10,856,792,11,803,53
Uniform,"6,378",154,"6,532","6,525",156,"6,681","6,303",154,"6,457",224
Prisons,"2,248",0,"2,248","2,310",0,"2,310","2,268",0,"2,268",42
Procurement,45,2,47,49,2,51,47,2,49,2
Public Health,673,169,842,762,230,992,659,169,828,164
Public Property,123,0,123,161,0,161,133,0,133,28
Records,59,0,59,63,0,63,55,0,55,8
Register of Wills,64,0,64,63,0,63,62,0,62,1
Revenue,282,239,521,328,270,598,290,229,519,79
Sheriff,231,0,231,255,0,255,277,0,277,-22
Streets Sanitation,"1,165",0,"1,165","1,228",0,"1,228","1,153",0,"1,153",75
Streets - Transportation,525,0,525,561,0,561,531,0,531,30
Water,0,"1,698","1,698",0,"1,905","1,905",0,"1,744","1,744",161
Youth Commission,1,0,1,2,0,2,2,0,2,0
,,,,,,,,,,
TOTAL ALL FUNDS,"20,925","5,547","26,472","22,289","6,291","28,580","20,991","5,657","26,648","1,932"
