0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2019,,,,,FISCAL YEAR 2020,,,
,YEAR,END ACTUAL,,ADOPTED,BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Atwater Kent Museum,0,0,0,0,0,0,0,0,0,0
Auditing (City Controller's Office),124,0,124,135,0,135,121,0,121,14
Board of Ethics,10,0,10,12,0,12,7,0,7,5
Board of Pensions,0,56,56,0,73,73,0,54,54,19
Board of Revision of Taxes,11,0,11,15,0,15,14,0,14,1
City Commissioners (Election Board),94,0,94,105,0,105,98,0,98,7
City Council,197,0,197,208,0,208,180,0,180,28
City Representative,8,0,8,10,0,10,5,0,5,5
City Treasurer,16,0,16,18,0,18,16,0,16,2
Civil Service Commission,2,0,2,2,0,2,2,0,2,0
Commerce,48,788,836,55,918,973,44,810,854,119
District Attorney - Total,491,75,566,513,84,597,545,82,627,(30)
Civilian,455,65,520,470,71,541,516,74,590,(49)
Uniform,36,10,46,43,13,56,29,8,37,19
Finance,116,0,116,124,0,124,119,0,119,5
Fire Total,"2,530",207,"2,737","2,704",202,"2,906","2,628",196,"2,824",82
Civilian,116,3,119,170,3,173,126,3,129,44
Uniform,"2,414",204,"2,618","2,534",199,"2,733","2,502",193,"2,695",38
First Judicial District,"1,842",507,"2,349","1,850",510,"2,360","1,825",498,"2,323",37
Fleet Management,286,78,364,310,84,394,282,78,360,34
Free Library,651,10,661,737,17,754,677,10,687,67
Human Relations Commission,32,0,32,35,0,35,34,0,34,1
Human Services (1),396,"1,139","1,535",437,"1,343","1,780",437,"1,081","1,518",262
"Labor, Mayor's Office of",22,0,22,30,0,30,27,0,27,3
Law,128,52,180,133,55,188,130,51,181,7
Licenses & Inspections,372,8,380,466,8,474,394,8,402,72
L&I-Board of Building Standards,1,0,1,1,0,1,1,0,1,0
L&I-Board of L & I Review,2,0,2,2,0,2,2,0,2,0
Managing Director's Office,307,68,375,344,63,407,287,86,373,34
Mayor's Office,51,9,60,60,4,64,61,4,65,(1)
Mayor's Off. of Comm Empowerment/Oppor.,0,23,23,0,34,34,0,22,22,12
Mural Arts Program,11,0,11,12,0,12,10,0,10,2
Office of Arts and Culture,7,0,7,8,0,8,2,0,2,6
Office of Behavioral Hith/Intel. disAbility,16,246,262,23,268,291,24,230,254,37
