0,1,2,3,4,5,6,7,8,9,10
,,FISCAL YEAR 2013,,,,,FISCAL YEAR 2014,,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Atwater Kent Museum,4,0,4,4,0,4,4,0,4,0
Auditing (City Controller's Office),118,0,118,123,0,123,116,0,116,7
Board of Ethics,8,0,8,12,0,12,9,0,9,3
Board of Pensions,0,53,53,0,77,77,0,53,53,24
Board of Revision of Taxes,7,0,7,9,0,9,8,0,8,1
City Commissioners (Election Board),90,0,90,98,0,98,84,0,84,14
City Council,173,0,173,195,0,195,175,0,175,20
City Planning Commission,31,3,34,33,4,37,31,3,34,3
City Representative,8,0,8,7,0,7,7,0,7,0
City Treasurer,13,0,13,14,0,14,14,0,14,0
Civil Service Commission,2,0,2,2,0,2,2,0,2,0
Commerce,20,783,803,27,863,890,20,773,793,97
District Attorney - Total,419,105,524,419,140,559,424,98,522,37
Civilian,405,96,501,405,136,541,411,88,499,42
Uniform,14,9,23,14,4,18,13,10,23,-5
Finance,163,0,163,170,0,170,167,0,167,3
Fire Total,"2,125",77,"2,202","2,328",79,"2,407","2,139",69,"2,208",199
Civilian,97,3,100,112,4,116,101,3,104,12
Uniform,"2,028",74,"2,102","2,216",75,"2,291","2,038",66,"2,104",187
First Judicial District,"1,909",451,"2,360","1,953",472,"2,425","1,887",440,"2,327",98
Fleet Management,273,72,345,283,78,361,273,70,343,18
Free Library,609,22,631,654,26,680,606,22,628,52
Historical Commission,5,0,5,6,0,6,4,0,4,2
Human Relations Commission,29,0,29,34,0,34,30,0,30,4
Human Services (1),377,"1,172","1,549",442,"1,396","1,838",348,"1,229","1,577",261
"Labor Relations, Mayor's Office of",7,0,7,8,0,8,7,0,7,1
Law,138,54,192,147,57,204,142,52,194,10
Licenses & Inspections,292,8,300,320,9,329,298,7,305,24
L&I-Board of Building Standards,1,0,1,1,0,1,1,0,1,0
L&I-Board of L & I Review,1,0,1,2,0,2,2,0,2,0
L&I-Zoning Board of Adjustment,5,0,5,5,0,5,5,0,5,0
Managing Director's Office,156,22,178,269,21,290,269,25,294,-4
Mayor's Office,36,3,39,47,3,50,45,3,48,2
Mayor's Off. of Comm Empowerment/Oppor.,15,66,81,0,69,69,0,63,63,6
Mayor's Office of Transportation & Utilities,13,2,15,15,2,17,13,2,15,2
Mural Arts Program,11,0,11,11,0,11,11,0,11,0
Office of Arts and Culture,2,0,2,2,0,2,2,0,2,0
Office of Behavioral Hith/Intel. disAbility,19,225,244,18,246,264,16,228,244,20
