0,1,2,3,4,5,6,7,8,9,10
,,FISCAL YEAR 2010,,,,,FISCAL YEAR,2011,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Atwater Kent Museum,4,0,4,4,0,4,3,0,3,1
Auditing (City Controller's Office),120,0,120,123,0,123,114,0,114,9
Board of Building Standards,1,0,1,1,0,1,1,0,1,0
Board of Ethics,7,0,7,9,0,9,7,0,7,2
Board of L & I Review,2,0,2,2,0,2,2,0,2,0
Bd. of Pensions,0,67,67,0,79,79,0,66,66,13
Bd. of Revision of Taxes,112,0,112,110,0,110,143,0,143,(33)
Camp William Penn,1,0,1,0,0,0,0,0,0,0
City Commissioners (Election Board),102,0,102,88,0,88,101,0,101,(13)
City Council,176,0,176,195,0,195,174,0,174,21
City Planning Commission,40,4,44,38,4,42,29,4,33,9
City Representative,7,0,7,7,0,7,7,0,7,0
City Treasurer,11,0,11,14,0,14,12,0,12,2
Civil Service Commission,2,0,2,2,0,2,2,0,2,0
Clerk of Quarter Sessions,106,0,106,115,0,115,90,0,90,25
Commerce,24,729,753,25,866,891,24,739,763,128
District Attorney - Total,410,108,518,421,127,548,428,108,536,12
Civilian,400,97,497,407,102,509,417,97,514,(5)
Uniform,10,11,21,14,25,39,11,11,22,17
Division of Technology,174,16,190,283,83,366,262,64,326,40
Fairmount Park,155,2,157,0,0,0,0,0,0,0
Finance,141,4,145,144,0,144,137,3,140,4
Fire Total,"2,187",69,"2,256","2,327",76,"2,403","2,176",71,"2,247",156
Uniform,"2,084",65,"2,149","2,217",72,"2,289","2,073",67,"2,140",149
Civilian,103,4,107,110,4,114,103,4,107,7
First Judicial District,"1,756",548,"2,304","1,776",613,"2,389","1,746",551,"2,297",92
Fleet Management,292,60,352,283,77,360,278,62,340,20
Free Library,602,76,678,636,90,726,600,68,668,58
Historical Commission,6,0,6,6,0,6,6,0,6,0
Human Relations Commission,33,0,33,33,0,33,31,0,31,2
Human Services,"1,751",52,"1,803","1,828",74,"1,902","1,698",72,"1,770",132
"Labor Relations, Mayor's Office of",7,0,7,7,0,7,6,0,6,1
Law,176,60,236,190,61,251,174,58,232,19
