0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2020,,,,,FISCAL YEAR 2021,,,
,YEAR,END ACTUAL,,ADOPTED,BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Auditing (City Controller's Office),121,0,121,135,0,135,118,0,118,17
Board of Ethics,7,0,7,10,0,10,9,0,9,1
Board of Pensions,0,54,54,0,73,73,0,55,55,18
Board of Revision of Taxes,14,0,14,16,0,16,15,0,15,1
City Commissioners (Election Board),98,0,98,105,0,105,137,0,137,(32)
City Council,180,0,180,208,0,208,182,0,182,26
City Representative,5,0,5,0,0,0,0,0,0,0
City Treasurer,16,0,16,18,0,18,16,0,16,2
Civil Service Commission,2,0,2,2,0,2,1,0,1,1
Commerce,44,810,854,42,845,887,37,730,767,120
District Attorney - Total,545,82,627,513,89,602,521,98,619,(17)
Civilian,516,74,590,470,78,548,486,91,577,(29)
Uniform,29,8,37,43,11,54,35,7,42,12
Finance,119,0,119,131,0,131,119,0,119,12
Fire Total,"2,628",196,"2,824","3,368",80,"3,448","2,678",77,"2,755",693
Civilian,126,3,129,177,3,180,114,2,116,64
Uniform,"2,502",193,"2,695","3,191",77,"3,268","2,564",75,"2,639",629
First Judicial District,"1,825",498,"2,323","1,878",510,"2,388","1,773",452,"2,225",163
Fleet Management,282,78,360,312,84,396,268,67,335,61
Free Library,677,10,687,756,17,773,634,11,645,128
Human Relations Commission,34,0,34,37,0,37,32,0,32,5
Human Services (1),437,"1,081","1,518",492,"1,331","1,823",492,972,"1,464",359
Labor,27,0,27,35,0,35,26,0,26,9
Law,130,51,181,134,51,185,127,48,175,10
Licenses & Inspections,394,8,402,423,8,431,372,8,380,51
L&I-Board of Building Standards,1,0,1,1,0,1,1,0,1,0
L&I-Board of L & I Review,2,0,2,2,0,2,1,0,1,1
Managing Director's Office,287,86,373,317,92,409,290,125,415,(6)
Mayor's Office,61,4,65,65,3,68,61,3,64,4
Mayor's Office-Comm. Empowerment & Opp.,0,22,22,0,34,34,0,29,29,5
Mural Arts Program,10,0,10,10,0,10,8,0,8,2
Office of Arts and Culture,2,0,2,0,0,0,0,0,0,0
Office of Behavioral Hith & Intellectual disAbility,24,230,254,24,274,298,23,230,253,45
