0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2016,,,,,FISCAL YEAR 2017,,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Atwater Kent Museum,3,0,3,4,0,4,4,0,4,0
Auditing (City Controller's Office),137,0,137,140,0,140,133,0,133,7
Board of Ethics,10,0,10,12,0,12,11,0,11,1
Board of Pensions,0,42,42,0,73,73,0,42,42,31
Board of Revision of Taxes,14,0,14,15,0,15,14,0,14,1
City Commissioners (Election Board),92,0,92,104,0,104,95,0,95,9
City Council,187,0,187,195,0,195,189,0,189,6
City Planning Commission,31,5,36,32,5,37,29,5,34,3
City Representative,7,0,7,8,0,8,6,0,6,2
City Treasurer,15,0,15,16,0,16,14,0,14,2
Civil Service Commission,2,0,2,2,0,2,2,0,2,0
Commerce,34,768,802,28,810,838,27,747,774,64
District Attorney - Total,478,72,550,525,89,614,467,68,535,79
Civilian,452,64,516,489,66,555,453,60,513,42
Uniform,26,8,34,36,23,59,14,8,22,37
Finance,165,8,173,116,0,116,110,8,118,(2)
Fire Total,"2,316",218,"2,534","2,290",237,"2,527","2,310",203,"2,513",14
Civilian,107,3,110,123,3,126,110,3,113,13
Uniform,"2,209",215,"2,424","2,167",234,"2,401","2,200",200,"2,400",1
First Judicial District,"1,839",494,"2,333","1,908",504,"2,412","1,858",499,"2,357",55
Fleet Management,263,65,328,287,78,365,259,71,330,35
Free Library,636,15,651,692,15,707,636,14,650,57
Historical Commission,5,0,5,6,0,6,6,0,6,0
Human Relations Commission,32,0,32,34,0,34,33,0,33,1
Human Services (1),449,986,"1,435",410,"1,296","1,706",385,"1,069","1,454",252
"Labor, Mayor's Office of",7,0,7,16,0,16,13,0,13,3
Law,126,112,238,153,56,209,121,115,236,(27)
Licenses & Inspections,335,0,335,411,9,420,330,8,338,82
L&I-Board of Building Standards,1,0,1,1,0,1,1,0,1,0
L&I-Board of L & I Review,2,0,2,2,0,2,2,0,2,0
L&I-Zoning Board of Adjustment,5,0,5,5,0,5,5,0,5,0
Managing Director's Office,258,48,306,279,39,318,283,56,339,(21)
Mayor's Office,48,3,51,44,3,47,48,3,51,(4)
Mayor's Off. of Comm Empowerment/Oppor.,0,34,34,1,42,43,0,38,38,5
Mayor's Office of Transportation & Utilities,8,4,12,0,0,0,0,0,0,0
Mural Arts Program,11,1,12,11,0,11,10,1,11,0
Office of Arts and Culture,2,0,2,4,0,4,4,0,4,0
Office of Behavioral Hith/Intel. disAbility,16,219,235,16,246,262,17,226,243,19
