0,1,2,3,4,5,6,7,8,9,10
,,FISCAL YEAR 2009,,,,,FISCAL YEAR,2010,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Atwater Kent Museum,4,o,4,3,o,3,4,o,4,(1)
Auditing (City Controller's Office),124,0,124,123,0,123,122,o,122,1
Board of Building Standards,1,0,1,1,0,1,1,0,1,0
Board of Ethics,9,0,9,10,0,10,8,0,8,2
Board of L & 1 Review,2,0,2,2,o,2,2,0,2,o
Bd. of Pensions,0,67,67,0,74,74,o,69,69,5
Bd. of Revision of Taxes,133,0,133,125,o,125,120,0,120,5
Camp William Penn,1,0,1,o,0,0,1,0,1,(1)
"Capital Program Office, Mayor-",24,0,24,0,o,o,0,o,o,0
City Commissioners (Election Board),100,0,100,88,0,88,100,0,100,(12)
City Council,185,o,185,195,0,195,181,o,181,14
City Planning Commission,42,5,47,39,4,43,43,4,47,(4)
City Representative,6,0,6,7,0,7,7,0,7,0
City Treasurer,11,0,11,13,o,13,12,o,12,1
Civil Service Commission,2,o,2,2,0,2,2,0,2,0
Clerk of Quarter Sessions,110,0,110,115,o,115,108,0,108,7
Commerce,23,760,783,19,910,929,24,744,768,161
District Attorney - Total,441,113,554,449,121,570,423,99,522,48
Civilian,429,103,532,435,97,532,410,89,499,33
Uniform,12,10,22,14,24,38,13,10,23,15
Division of Technology,146,16,162,157,16,173,138,16,154,19
Fairmount Park,159,1,160,170,1,171,155,1,156,15
Finance,143,6,149,141,0,141,134,4,138,3
Fire Total,"2,259",68,"2,327","2,328",76,"2,404","2,222",69,"2,291",113
Uniform,"2,157",64,"2,221","2,217",72,"2,289","2,116",65,"2,181",108
Civilian,102,4,106,111,4,115,106,4,110,5
First Judicial District,"1,898",451,"2,349","1,965",531,"2,496","1,778",530,"2,308",188
Fleet Management,302,57,359,309,77,386,299,55,354,32
Free Library,629,87,716,628,90,718,615,77,692,26
Historical Commission,6,0,6,6,0,6,6,0,6,0
Human Relations Commission,34,0,34,33,0,33,33,o,33,0
Human Services,"1,741",66,"1,807","1,858",54,"1,912","1,801",51,"1,852",60
"Labor Relations, Mayor's Office of",7,0,7,7,0,7,7,o,7,0
Law,182,53,235,203,61,264,178,57,235,29
