0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2008,,,,,FISCAL YEAR 2009,,,
,YEAR,END ACTUAL,,ADOPTED,BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Licenses & Inspections,356,18,374,374,17,391,309,14,323,68
Managing Director (MDO),95,9,104,163,3,166,128,3,131,35
Mayor,72,3,75,84,3,87,71,3,74,13
Mayor's Office of Comm. Svcs.,22,159,181,0,95,95,87,84,171,(76)
Mayor's Office of Transportation,0,0,0,6,0,6,8,0,8,(2)
Mural Arts Program,12,0,12,16,0,16,12,0,12,4
Off. of Behavioral Hith/Mental Retard. Svcs.,28,234,262,33,264,297,26,244,270,27
Off. of Supportive Housing,126,49,175,138,55,193,126,45,171,22
Office of Housing and Community Develop.,0,79,79,0,90,90,0,75,75,15
Personnel,68,0,68,78,0,78,64,0,64,14
Police Total,"7,367",164,"7,531","7,735",166,"7,901","7,443",162,"7,605",296
Civilian,837,9,846,911,11,922,832,11,843,79
Uniform,"6,530",155,"6,685","6,824",155,"6,979","6,611",151,"6,762",217
Prisons,"2,131",0,"2,131","2,400",0,"2,400","2,067",0,"2,067",333
Procurement,58,3,61,62,3,65,50,2,52,13
Public Health,665,215,880,757,251,"1,008",675,215,890,118
Public Property,165,0,165,178,0,178,135,0,135,43
Records,70,0,70,76,0,76,64,0,64,12
Recreation,464,21,485,517,25,542,443,20,463,79
Register of Wills,68,0,68,70,0,70,65,0,65,5
Revenue,252,222,474,271,260,531,256,234,490,41
Sheriff,238,0,238,263,0,263,238,0,238,25
Streets,591,1,592,625,0,625,536,0,536,89
Streets Sanitation,"1,248",0,"1,248","1,341",0,"1,341","1,183",0,"1,183",158
Water,0,"1,758","1,758",0,"1,988","1,988",0,"1,719","1,719",269
Youth Commission,0,0,0,1,o,1,1,0,1,0
Zoning Board of Adjustment,5,0,5,5,0,5,5,0,5,0
Zoning Code Commission,0,0,0,2,0,2,1,0,1,1
,,,,,,,,,,
TOTAL ALL FUNDS,"23,111","4,642","27,753","24,661","5,277","29,938","22,717","4,570","27,287","2,651"
