dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Atwater Kent Museum,General,3,0,2015,Actual,YTD,2014-09-30,3,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),General,119,0,2015,Actual,YTD,2014-09-30,119,City Controller's Office,61,
Board of Ethics,General,10,0,2015,Actual,YTD,2014-09-30,10,Board of Ethics,45,
Board of Pensions,General,0,0,2015,Actual,YTD,2014-09-30,0,Board of Pensions,53,Pensions
Board of Revision of Taxes,General,11,0,2015,Actual,YTD,2014-09-30,11,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),General,85,0,2015,Actual,YTD,2014-09-30,85,City Commissioner's Office,73,City Commissioners
City Council,General,184,0,2015,Actual,YTD,2014-09-30,184,City Council,01,
City Planning Commission,General,28,0,2015,Actual,YTD,2014-09-30,28,City Planning Commission,51,
City Representative,General,7,0,2015,Actual,YTD,2014-09-30,7,Office of the City Representative,41,City Rep
City Treasurer,General,14,0,2015,Actual,YTD,2014-09-30,14,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2015,Actual,YTD,2014-09-30,2,Civil Service Commission,55,
Commerce,General,21,0,2015,Actual,YTD,2014-09-30,21,Office of the Director of Commerce,42,Commerce
Finance,General,159,0,2015,Actual,YTD,2014-09-30,159,Office of the Director of Finance,35,Finance
First Judicial District,General,1875,0,2015,Actual,YTD,2014-09-30,1875,First Judicial District,84,FJD
Fleet Management,General,268,0,2015,Actual,YTD,2014-09-30,268,Office of Fleet Management,25,Fleet
Free Library,General,610,0,2015,Actual,YTD,2014-09-30,610,The Free Library of Philadelphia,52,Free Library
Historical Commission,General,6,0,2015,Actual,YTD,2014-09-30,6,Historical Commission,32,
Human Relations Commission,General,28,0,2015,Actual,YTD,2014-09-30,28,Commission on Human Relations,54,Human Relations
Human Services (1),General,451,0,2015,Actual,YTD,2014-09-30,451,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",General,7,0,2015,Actual,YTD,2014-09-30,7,Labor,03,
Law,General,147,0,2015,Actual,YTD,2014-09-30,147,Law Department,44,Law
Licenses & Inspections,General,293,0,2015,Actual,YTD,2014-09-30,293,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,General,1,0,2015,Actual,YTD,2014-09-30,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,General,2,0,2015,Actual,YTD,2014-09-30,2,L&I: Board of Review,27,
L&I-Zoning Board of Adjustment,General,5,0,2015,Actual,YTD,2014-09-30,5,Zoning Board of Adjustments,30,ZBA
Managing Director's Office,General,299,0,2015,Actual,YTD,2014-09-30,299,Managing Director's Office,10,MDO
Mayor's Office,General,48,0,2015,Actual,YTD,2014-09-30,48,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2015,Actual,YTD,2014-09-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation & Utilities,General,12,0,2015,Actual,YTD,2014-09-30,12,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,General,11,0,2015,Actual,YTD,2014-09-30,11,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,General,2,0,2015,Actual,YTD,2014-09-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,15,0,2015,Actual,YTD,2014-09-30,15,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing & Comm. Development,General,0,0,2015,Actual,YTD,2014-09-30,0,Office of Housing and Community Development,06,
Office of Human Resources,General,84,0,2015,Actual,YTD,2014-09-30,84,Office of Human Resources,56,OHR
Office of Innovation and Technology,General,253,0,2015,Actual,YTD,2014-09-30,253,Office of Innovation and Technology,04,OIT
Office of the Inspector General,General,18,0,2015,Actual,YTD,2014-09-30,18,Office of the Inspector General,48,OIG
Office of Property Assessment,General,182,0,2015,Actual,YTD,2014-09-30,182,Office of Property Assessment,59,OPA
Office of Supportive Housing,General,142,0,2015,Actual,YTD,2014-09-30,142,Office of Homeless Services,24,OHS
Parks and Recreation,General,581,0,2015,Actual,YTD,2014-09-30,581,Department of Parks and Recreation,16,Parks & Recreation
Prisons,General,2290,0,2015,Actual,YTD,2014-09-30,2290,Philadelphia Prison System,23,Prisons
Procurement,General,45,0,2015,Actual,YTD,2014-09-30,45,Procurement Department,38,Procurement
Public Health,General,643,0,2015,Actual,YTD,2014-09-30,643,Department of Public Health,14,Public Health
Public Property,General,131,0,2015,Actual,YTD,2014-09-30,131,Department of Public Property,20,Public Property
Records,General,57,0,2015,Actual,YTD,2014-09-30,57,Department of Records,31,Records
Register of Wills,General,62,0,2015,Actual,YTD,2014-09-30,62,Register of Wills,68,
Revenue,General,294,0,2015,Actual,YTD,2014-09-30,294,Department of Revenue,36,Revenue
Sheriff,General,288,0,2015,Actual,YTD,2014-09-30,288,Office of the Sheriff,70,Sheriff
Streets Sanitation,General,1133,0,2015,Actual,YTD,2014-09-30,1133,Streets: Sanitation,12-S,
Streets - Transportation,General,527,0,2015,Actual,YTD,2014-09-30,527,Streets: Transportation,12-T,
