dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Auditing (City Controller's Office),General,107,0,2023,Actual,YTD,2022-09-30,107,City Controller's Office,61,
Board of Ethics,General,10,0,2023,Actual,YTD,2022-09-30,10,Board of Ethics,45,
Board of Pensions,General,0,0,2023,Actual,YTD,2022-09-30,0,Board of Pensions,53,Pensions
Board of Revision of Taxes,General,13,0,2023,Actual,YTD,2022-09-30,13,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),General,154,0,2023,Actual,YTD,2022-09-30,154,City Commissioner's Office,73,City Commissioners
City Council,General,169,0,2023,Actual,YTD,2022-09-30,169,City Council,01,
City Representative,General,0,0,2023,Actual,YTD,2022-09-30,0,Office of the City Representative,41,City Rep
City Treasurer,General,18,0,2023,Actual,YTD,2022-09-30,18,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2023,Actual,YTD,2022-09-30,2,Civil Service Commission,55,
Commerce,General,42,0,2023,Actual,YTD,2022-09-30,42,Office of the Director of Commerce,42,Commerce
Finance,General,118,0,2023,Actual,YTD,2022-09-30,118,Office of the Director of Finance,35,Finance
First Judicial District,General,1684,0,2023,Actual,YTD,2022-09-30,1684,First Judicial District,84,FJD
Fleet Services,General,260,0,2023,Actual,YTD,2022-09-30,260,Office of Fleet Management,25,Fleet
Free Library,General,622,0,2023,Actual,YTD,2022-09-30,622,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,General,31,0,2023,Actual,YTD,2022-09-30,31,Commission on Human Relations,54,Human Relations
Human Services (1),General,400,0,2023,Actual,YTD,2022-09-30,400,Department of Human Services,22,DHS
Labor,General,32,0,2023,Actual,YTD,2022-09-30,32,Labor,03,
Law,General,190,0,2023,Actual,YTD,2022-09-30,190,Law Department,44,Law
Licenses & Inspections,General,344,0,2023,Actual,YTD,2022-09-30,344,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,General,1,0,2023,Actual,YTD,2022-09-30,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,General,2,0,2023,Actual,YTD,2022-09-30,2,L&I: Board of Review,27,
Managing Director's Office,General,330,0,2023,Actual,YTD,2022-09-30,330,Managing Director's Office,10,MDO
Mayor's Office,General,60,0,2023,Actual,YTD,2022-09-30,60,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,General,0,0,2023,Actual,YTD,2022-09-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,General,9,0,2023,Actual,YTD,2022-09-30,9,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,General,0,0,2023,Actual,YTD,2022-09-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral HIth & Intellectual disAbility,General,26,0,2023,Actual,YTD,2022-09-30,26,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,General,76,0,2023,Actual,YTD,2022-09-30,76,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,General,3,0,2023,Actual,YTD,2022-09-30,3,Office of Children and Families,66,OCF
Office of Homeless Services,General,114,0,2023,Actual,YTD,2022-09-30,114,Office of Homeless Services,24,OHS
Office of Human Resources,General,72,0,2023,Actual,YTD,2022-09-30,72,Office of Human Resources,56,OHR
Office of Innovation and Technology,General,315,0,2023,Actual,YTD,2022-09-30,315,Office of Innovation and Technology,04,OIT
Office of the Inspector General,General,15,0,2023,Actual,YTD,2022-09-30,15,Office of the Inspector General,48,OIG
Office of Property Assessment,General,173,0,2023,Actual,YTD,2022-09-30,173,Office of Property Assessment,59,OPA
Office of Sustainability,General,11,0,2023,Actual,YTD,2022-09-30,11,Office of Sustainability,49,Sustainability
Parks and Recreation,General,623,0,2023,Actual,YTD,2022-09-30,623,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,General,53,0,2023,Actual,YTD,2022-09-30,53,Department of Planning and Development,72,Planning & Development
Prisons,General,1328,0,2023,Actual,YTD,2022-09-30,1328,Philadelphia Prison System,23,Prisons
Procurement,General,31,0,2023,Actual,YTD,2022-09-30,31,Procurement Department,38,Procurement
Public Health,General,691,0,2023,Actual,YTD,2022-09-30,691,Department of Public Health,14,Public Health
Public Property,General,129,0,2023,Actual,YTD,2022-09-30,129,Department of Public Property,20,Public Property
Records,General,52,0,2023,Actual,YTD,2022-09-30,52,Department of Records,31,Records
Register of Wills,General,66,0,2023,Actual,YTD,2022-09-30,66,Register of Wills,68,
Revenue,General,330,0,2023,Actual,YTD,2022-09-30,330,Department of Revenue,36,Revenue
Sheriff,General,343,0,2023,Actual,YTD,2022-09-30,343,Office of the Sheriff,70,Sheriff
Streets,General,2038,0,2023,Actual,YTD,2022-09-30,2038,Streets Department,12,Streets
Water,General,0,0,2023,Actual,YTD,2022-09-30,0,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",General,0,0,2023,Actual,YTD,2022-09-30,0,"Water, Sewer, and Stormwater Rate Board",67,
Auditing (City Controller's Office),Other,0,0,2023,Actual,YTD,2022-09-30,0,City Controller's Office,61,
Board of Ethics,Other,0,0,2023,Actual,YTD,2022-09-30,0,Board of Ethics,45,
Board of Pensions,Other,53,0,2023,Actual,YTD,2022-09-30,53,Board of Pensions,53,Pensions
Board of Revision of Taxes,Other,0,0,2023,Actual,YTD,2022-09-30,0,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Other,0,0,2023,Actual,YTD,2022-09-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2023,Actual,YTD,2022-09-30,0,City Council,01,
City Representative,Other,0,0,2023,Actual,YTD,2022-09-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2023,Actual,YTD,2022-09-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2023,Actual,YTD,2022-09-30,0,Civil Service Commission,55,
Commerce,Other,636,0,2023,Actual,YTD,2022-09-30,636,Office of the Director of Commerce,42,Commerce
Finance,Other,0,0,2023,Actual,YTD,2022-09-30,0,Office of the Director of Finance,35,Finance
First Judicial District,Other,410,0,2023,Actual,YTD,2022-09-30,410,First Judicial District,84,FJD
Fleet Services,Other,57,0,2023,Actual,YTD,2022-09-30,57,Office of Fleet Management,25,Fleet
Free Library,Other,10,0,2023,Actual,YTD,2022-09-30,10,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,Other,0,0,2023,Actual,YTD,2022-09-30,0,Commission on Human Relations,54,Human Relations
Human Services (1),Other,1057,0,2023,Actual,YTD,2022-09-30,1057,Department of Human Services,22,DHS
Labor,Other,0,0,2023,Actual,YTD,2022-09-30,0,Labor,03,
Law,Other,52,0,2023,Actual,YTD,2022-09-30,52,Law Department,44,Law
Licenses & Inspections,Other,8,0,2023,Actual,YTD,2022-09-30,8,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Other,0,0,2023,Actual,YTD,2022-09-30,0,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Other,0,0,2023,Actual,YTD,2022-09-30,0,L&I: Board of Review,27,
Managing Director's Office,Other,113,0,2023,Actual,YTD,2022-09-30,113,Managing Director's Office,10,MDO
Mayor's Office,Other,6,0,2023,Actual,YTD,2022-09-30,6,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Other,30,0,2023,Actual,YTD,2022-09-30,30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Other,0,0,2023,Actual,YTD,2022-09-30,0,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,Other,0,0,2023,Actual,YTD,2022-09-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral HIth & Intellectual disAbility,Other,239,0,2023,Actual,YTD,2022-09-30,239,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,Other,0,0,2023,Actual,YTD,2022-09-30,0,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,Other,0,0,2023,Actual,YTD,2022-09-30,0,Office of Children and Families,66,OCF
Office of Homeless Services,Other,22,0,2023,Actual,YTD,2022-09-30,22,Office of Homeless Services,24,OHS
