dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Atwater Kent Museum,General,4,0,2012,Actual,YTD,2011-09-30,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),General,113,0,2012,Actual,YTD,2011-09-30,113,City Controller's Office,61,
Board of Building Standards,General,1,0,2012,Actual,YTD,2011-09-30,1,L&I: Board of Building and Standards,29,
Board of Ethics,General,8,0,2012,Actual,YTD,2011-09-30,8,Board of Ethics,45,
Board of L & I Review,General,2,0,2012,Actual,YTD,2011-09-30,2,L&I: Board of Review,27,
Board of Pensions,General,0,0,2012,Actual,YTD,2011-09-30,0,Board of Pensions,53,Pensions
Board of Revision of Taxes,General,9,0,2012,Actual,YTD,2011-09-30,9,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),General,94,0,2012,Actual,YTD,2011-09-30,94,City Commissioner's Office,73,City Commissioners
City Council,General,182,0,2012,Actual,YTD,2011-09-30,182,City Council,01,
City Planning Commission,General,34,0,2012,Actual,YTD,2011-09-30,34,City Planning Commission,51,
City Representative,General,6,0,2012,Actual,YTD,2011-09-30,6,Office of the City Representative,41,City Rep
City Treasurer,General,14,0,2012,Actual,YTD,2011-09-30,14,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2012,Actual,YTD,2011-09-30,2,Civil Service Commission,55,
Commerce,General,23,0,2012,Actual,YTD,2011-09-30,23,Office of the Director of Commerce,42,Commerce
Finance,General,141,0,2012,Actual,YTD,2011-09-30,141,Office of the Director of Finance,35,Finance
First Judicial District,General,1911,0,2012,Actual,YTD,2011-09-30,1911,First Judicial District,84,FJD
Fleet Management,General,269,0,2012,Actual,YTD,2011-09-30,269,Office of Fleet Management,25,Fleet
Free Library,General,622,0,2012,Actual,YTD,2011-09-30,622,The Free Library of Philadelphia,52,Free Library
Historical Commission,General,6,0,2012,Actual,YTD,2011-09-30,6,Historical Commission,32,
Human Relations Commission,General,31,0,2012,Actual,YTD,2011-09-30,31,Commission on Human Relations,54,Human Relations
Human Services (1),General,0,0,2012,Actual,YTD,2011-09-30,0,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",General,8,0,2012,Actual,YTD,2011-09-30,8,Labor,03,
Law,General,130,0,2012,Actual,YTD,2011-09-30,130,Law Department,44,Law
Licenses & Inspections,General,290,0,2012,Actual,YTD,2011-09-30,290,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),General,122,0,2012,Actual,YTD,2011-09-30,122,Managing Director's Office,10,MDO
Mayor,General,35,0,2012,Actual,YTD,2011-09-30,35,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,General,2,0,2012,Actual,YTD,2011-09-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
