dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Atwater Kent Museum,General,0,0,2020,Actual,YTD,2019-12-31,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),General,127,0,2020,Actual,YTD,2019-12-31,127,City Controller's Office,61,
Board of Ethics,General,10,0,2020,Actual,YTD,2019-12-31,10,Board of Ethics,45,
Board of Pensions,General,0,0,2020,Actual,YTD,2019-12-31,0,Board of Pensions,53,Pensions
Board of Revision of Taxes,General,15,0,2020,Actual,YTD,2019-12-31,15,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),General,96,0,2020,Actual,YTD,2019-12-31,96,City Commissioner's Office,73,City Commissioners
City Council,General,195,0,2020,Actual,YTD,2019-12-31,195,City Council,01,
City Representative,General,9,0,2020,Actual,YTD,2019-12-31,9,Office of the City Representative,41,City Rep
City Treasurer,General,16,0,2020,Actual,YTD,2019-12-31,16,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2020,Actual,YTD,2019-12-31,2,Civil Service Commission,55,
Commerce,General,49,0,2020,Actual,YTD,2019-12-31,49,Office of the Director of Commerce,42,Commerce
Finance,General,120,0,2020,Actual,YTD,2019-12-31,120,Office of the Director of Finance,35,Finance
First Judicial District,General,1847,0,2020,Actual,YTD,2019-12-31,1847,First Judicial District,84,FJD
Fleet Management,General,283,0,2020,Actual,YTD,2019-12-31,283,Office of Fleet Management,25,Fleet
Free Library,General,695,0,2020,Actual,YTD,2019-12-31,695,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,General,33,0,2020,Actual,YTD,2019-12-31,33,Commission on Human Relations,54,Human Relations
Human Services (1),General,437,0,2020,Actual,YTD,2019-12-31,437,Department of Human Services,22,DHS
"Labor, Mayor's Office of",General,26,0,2020,Actual,YTD,2019-12-31,26,Labor,03,
Law,General,130,0,2020,Actual,YTD,2019-12-31,130,Law Department,44,Law
Licenses & Inspections,General,387,0,2020,Actual,YTD,2019-12-31,387,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,General,1,0,2020,Actual,YTD,2019-12-31,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,General,2,0,2020,Actual,YTD,2019-12-31,2,L&I: Board of Review,27,
Managing Director's Office,General,317,0,2020,Actual,YTD,2019-12-31,317,Managing Director's Office,10,MDO
Mayor's Office,General,60,0,2020,Actual,YTD,2019-12-31,60,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2020,Actual,YTD,2019-12-31,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,General,11,0,2020,Actual,YTD,2019-12-31,11,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,General,8,0,2020,Actual,YTD,2019-12-31,8,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hlth/Intel. disAbility,General,23,0,2020,Actual,YTD,2019-12-31,23,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Chief Administrative Officer,General,64,0,2020,Actual,YTD,2019-12-31,64,Board of Revision of Taxes,63,BRT
Office of Education,General,36,0,2020,Actual,YTD,2019-12-31,36,Office of Children and Families,66,OCF
Office of Homeless Services,General,152,0,2020,Actual,YTD,2019-12-31,152,Office of Homeless Services,24,OHS
Office of Human Resources,General,79,0,2020,Actual,YTD,2019-12-31,79,Office of Human Resources,56,OHR
Office of Innovation and Technology,General,311,0,2020,Actual,YTD,2019-12-31,311,Office of Innovation and Technology,04,OIT
Office of the Inspector General,General,18,0,2020,Actual,YTD,2019-12-31,18,Office of the Inspector General,48,OIG
Office of Property Assessment,General,194,0,2020,Actual,YTD,2019-12-31,194,Office of Property Assessment,59,OPA
Office of Sustainability,General,9,0,2020,Actual,YTD,2019-12-31,9,Office of Sustainability,49,Sustainability
Parks and Recreation,General,658,0,2020,Actual,YTD,2019-12-31,658,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,General,58,0,2020,Actual,YTD,2019-12-31,58,Department of Planning and Development,72,Planning & Development
Prisons,General,2051,0,2020,Actual,YTD,2019-12-31,2051,Philadelphia Prison System,23,Prisons
Procurement,General,41,0,2020,Actual,YTD,2019-12-31,41,Procurement Department,38,Procurement
Public Health,General,761,0,2020,Actual,YTD,2019-12-31,761,Department of Public Health,14,Public Health
Public Property,General,129,0,2020,Actual,YTD,2019-12-31,129,Department of Public Property,20,Public Property
Records,General,53,0,2020,Actual,YTD,2019-12-31,53,Department of Records,31,Records
Register of Wills,General,70,0,2020,Actual,YTD,2019-12-31,70,Register of Wills,68,
Revenue,General,408,0,2020,Actual,YTD,2019-12-31,408,Department of Revenue,36,Revenue
Sheriff,General,378,0,2020,Actual,YTD,2019-12-31,378,Office of the Sheriff,70,Sheriff
Streets,General,1861,0,2020,Actual,YTD,2019-12-31,1861,Streets Department,12,Streets
Water,General,0,0,2020,Actual,YTD,2019-12-31,0,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",General,0,0,2020,Actual,YTD,2019-12-31,0,"Water, Sewer, and Stormwater Rate Board",67,
Atwater Kent Museum,Other,0,0,2020,Actual,YTD,2019-12-31,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2020,Actual,YTD,2019-12-31,0,City Controller's Office,61,
Board of Ethics,Other,0,0,2020,Actual,YTD,2019-12-31,0,Board of Ethics,45,
Board of Pensions,Other,56,0,2020,Actual,YTD,2019-12-31,56,Board of Pensions,53,Pensions
Board of Revision of Taxes,Other,0,0,2020,Actual,YTD,2019-12-31,0,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Other,0,0,2020,Actual,YTD,2019-12-31,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2020,Actual,YTD,2019-12-31,0,City Council,01,
City Representative,Other,0,0,2020,Actual,YTD,2019-12-31,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2020,Actual,YTD,2019-12-31,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2020,Actual,YTD,2019-12-31,0,Civil Service Commission,55,
Commerce,Other,831,0,2020,Actual,YTD,2019-12-31,831,Office of the Director of Commerce,42,Commerce
Finance,Other,0,0,2020,Actual,YTD,2019-12-31,0,Office of the Director of Finance,35,Finance
First Judicial District,Other,487,0,2020,Actual,YTD,2019-12-31,487,First Judicial District,84,FJD
Fleet Management,Other,78,0,2020,Actual,YTD,2019-12-31,78,Office of Fleet Management,25,Fleet
Free Library,Other,10,0,2020,Actual,YTD,2019-12-31,10,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,Other,0,0,2020,Actual,YTD,2019-12-31,0,Commission on Human Relations,54,Human Relations
Human Services (1),Other,1060,0,2020,Actual,YTD,2019-12-31,1060,Department of Human Services,22,DHS
"Labor, Mayor's Office of",Other,0,0,2020,Actual,YTD,2019-12-31,0,Labor,03,
Law,Other,51,0,2020,Actual,YTD,2019-12-31,51,Law Department,44,Law
Licenses & Inspections,Other,8,0,2020,Actual,YTD,2019-12-31,8,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Other,0,0,2020,Actual,YTD,2019-12-31,0,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Other,0,0,2020,Actual,YTD,2019-12-31,0,L&I: Board of Review,27,
Managing Director's Office,Other,83,0,2020,Actual,YTD,2019-12-31,83,Managing Director's Office,10,MDO
Mayor's Office,Other,4,0,2020,Actual,YTD,2019-12-31,4,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,24,0,2020,Actual,YTD,2019-12-31,24,Mayor's Office of Community Empowerment and Opportunity,08,CEO
