0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES,,,,,,,,,,,,,,,,
Real Estate Tax,7.2,7.5,5.3,3.9,4.4,36.1,43.0,69.9,345.6,178.4,10.4,7.1,718.7,,,718.7
"Total Wage, Earnings, Net Profits",93.6,132.0,120.6,120.1,144.6,139.0,178.7,122.9,163.7,149.3,131.0,70.4,1566.1,7.2,,1573.3
Realty Transfer Tax,14.2,25.2,23.2,17.2,25.7,67.4,58.3,64.0,72.9,71.4,26.8,23.8,490.0,,,490.0
Sales Tax,31.5,34.5,16.3,15.3,17.2,15.8,14.7,18.4,15.3,26.9,27.0,31.3,264.1,4.3,,268.4
Business Income & Receipts Tax,9.7,7.9,32.0,21.1,17.3,66.5,27.0,13.3,47.4,377.2,10.6,8.3,638.2,(34.9),,603.2
Beverage Tax,7.1,6.8,6.6,8.2,4.8,7.1,6.3,6.0,5.2,5.8,6.9,6.2,76.9,,,76.9
Other Taxes,8.0,12.3,9.6,8.9,15.5,4.0,12.6,3.2,8.6,11.0,8.5,7.4,109.6,4.8,,114.4
Locally Generated Non-tax,34.1,33.2,25.7,24.6,23.9,53.1,27.7,38.2,29.5,31.8,29.4,22.1,373.2,,,373.2
Total Other Governments,10.4,52.9,85.3,14.6,43.2,0.6,20.8,0.6,33.9,6.1,15.2,46.4,330.2,52.5,,382.8
Total PICA Other Governments,19.5,43.7,54.7,21.9,0.0,33.9,111.1,7.1,94.6,59.6,25.2,38.7,509.8,,,509.8
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,25.5,275.5,,46.8,322.3
Total Current Revenue,235.1,356.0,379.3,255.6,296.5,423.5,500.2,343.7,1066.7,917.5,291.0,287.2,5352.3,34.0,46.8,5433.0
Collection of prior year(s) revenue,3.3,35.6,2.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,238.4,391.6,381.3,266.9,296.5,423.5,500.2,343.7,1066.7,917.5,291.0,287.2,5404.4,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Vouchers Payable,Encum- brances,Estimated Obligations
EXPENSES AND OBLIGATIONS,,,,,,,,,,,,,,,,
Payroll,110.4,135.5,149.7,153.6,149.7,147.1,187.4,155.4,136.2,148.7,175.3,217.8,1866.7,80.7,4.4,1951.9
Employee Benefits,55.1,55.4,48.0,53.4,71.9,52.6,62.1,37.9,52.3,55.9,64.1,60.9,669.7,31.8,0.5,702.0
Pension,3.5,(0.3),10.9,76.5,2.2,3.3,(0.4),(0.3),652.6,(0.3),(0.5),(4.6),742.5,60.4,,802.8
Purchase of Services,34.5,28.5,111.4,51.2,99.1,59.5,59.6,83.2,91.5,52.4,111.6,129.3,911.9,28.1,148.5,1088.6
"Materials, Equipment",1.8,5.7,3.5,6.0,4.0,6.0,3.7,7.7,5.8,5.0,12.7,16.7,78.5,3.0,62.1,143.6
"Contributions, Indemnities",6.7,15.6,65.9,12.2,73.1,13.0,5.1,9.4,78.2,3.9,"17,9",90.7,391.6,,,391.6
Debt Service-Short Term,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1.9,2.3,,,2.3
Debt Service-Long Term,110.5,10.3,0.0,3.0,0.0,3.7,41.8,0.0,0.0,18.9,0.2,2.0,190.4,,,190.4
Interfund Charges,0.4,0.0,0.0,"0,0",6.9,"0,0",0.0,0.0,1.6,1.1,"0,0",3.3,13.3,31.7,,45.0
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,0.0,"0,0",0.0,"0,0",0.0,0.0,0.0,0.0,"0,0",0.0,0.0,46.6,,46.6
Current Year Appropriation,322.8,250.6,389.5,355.9,406.9,285.3,359.3,293.3,1018.3,285.7,381.3,518.1,4866.8,282.3,215.6,5364.7
Prior Yr. Expenditures against Encumbrances,44.0,37.9,15.8,14.4,11.7,5.6,6.8,9.0,4.3,1.7,24.9,65.8,242.0,,,
Prior Yr. Salaries & Vouchers Payable,145.5,(22.8),16.4,60.2,(16.4),(8.7),0.9,1.4,(92.5),105.9,0.0,6.7,196.7,,,
TOTAL DISBURSEMENTS,512.3,265.7,421.7,430.5,"402,3",282.2,366.9,303.7,930.1,"393,3",406.2,590.6,5305.5,,,
Excess (Def) of Receipts over Disbursements,(273.9),125.9,(40.4),(163.6),(105.8),141.3,133.3,39.9,136.6,524.2,(115.2),(303.4),,,,
Opening Balance,981.3,707.4,833.3,792.9,629.4,523.6,664.9,798.2,838.2,974.8,1498.9,1383.7,,,,
TRAN,0.0,0.0,0.0,0.0,"0,0",0.0,0.0,"0,0",0.0,0.0,"0,0",0.0,,,,
CLOSING BALANCE,707.4,833.3,792.9,629.4,523.6,664.9,798.2,838.2,974.8,1498.9,1383.7,1080.3,,,,
