0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 29,March 31,April 30,May 31,June 30,Total,Accrued Not Accrued,Estimated Revenues,
REVENUES Real Estate Tax,8.6,9.3,6.9,7.0,5.2,31.9,64.8,422.6,110.4,15.7,7.9,10.5,700.8,(9.3),691.5,
"Total Wage, Earnings, Net Profits",159.2,114.7,127.8,156.6,121.8,126.1,188.7,123.3,146.6,163.1,104.4,104.1,1636.4,3.5,1639.9,
Realty Transfer Tax,31.2,30.0,21.2,38.7,27.6,30.1,22.1,20.5,47.4,14.4,15.0,13.1,311.3,2.1,313.5,
Sales Tax,28.0,34.8,13.9,13.8,15.5,14.4,12.3,13.2,17.8,13.4,17.7,18.5,213.4,(19.2),194.2,
Business Income & Receipts Tax,10.3,8.7,19.7,19.6,6.1,30.5,17.7,6.8,44.9,69.4,26.9,26.7,287.2,226.8,514.0,
Beverage Tax,6.8,6.7,6.8,7.7,5.1,7.0,6.4,5.4,5.6,6.3,4.6,5.1,73.4,(7.6),65.8,
Other Taxes,9.7,10.5,14.1,10.0,10.8,11.1,11.8,10.3,10.0,5.1,2.1,1.4,106.8,(2.9),103.9,
Locally Generated Non-tax,34.2,31.5,27.4,31.5,40.6,32.9,28.1,35.3,27.3,13.6,33.2,25.0,360.6,1.6,362.2,
Total Other Governments,9.9,54.7,90.8,52.5,15.4,7.3,5.4,15.1,8.1,8.2,7.8,136.3,411.4,(22.1),389.3,
Total PICA Other Governments,33.0,44.7,"32,7",45.8,21.1,57.5,40.9,48.7,10.6,77.1,50.8,23.0,486.0,11.7,497.7,
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,22.7,65.8,88.5,
Total Current Revenue,330.7,345.6,361.3,383.3,269.3,348.8,398.0,701.1,428.6,386.4,270.4,386.4,4609.9,184.7 65.8,4860.4,
Collection of prior year(s) revenue Other fund balance adjustments,10.9,2.5,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,,,
TOTAL CASH RECEIPTS,341.6,348.1,361.3,387.2,269.3,348.8,398.0,701.1,428.6,386.4,270.4,386.4,4627.2,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 29,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS Payroll,77.3,198.1,100.3,143.6,188.6,127.6,106.3,194.9,124.7,207.0,140.6,173.6,1782.6,97.4,4.4,1884.4
Employee Benefits,42.8,51.0,55.7,"48,9",45.8,61.5,44.2,57.2,43.0,43.3,54.8,50.1,598.3,20.1,2.0,620.3
Pension,3.5,(0.6),10.7,81.5,(0.6),3.2,(0.5),(0.3),635.3,(0.6),(0.5),(4.6),726.6,1.5,,728.1
Purchase of Services,51.3,50.3,77.0,78.8,57.7,77.5,69.9,68.4,80.3,80.2,88.5,70.4,850.1,36.4,145.5,1032.1
"Materials, Equipment",4.3,4.1,4.7,10.8,6.0,6.7,6.7,4.8,5.3,11.2,8.0,10.1,82.7,43.0,40.9,166.6
"Contributions, Indemnities",10.6,72.0,4.8,16.2,67.7,6.3,5.1,4.8,66.5,1.4,4.2,73.3,332.9,7.0,1.8,341.7
Debt Service-Short Term,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.4,5.6,,6.1
Debt Service-Long Term,106.6,10.4,0.0,0.0,0.8,6.8,34.0,0.3,0.0,0.2,0.0,0.0,159.0,22.4,,181.4
Interfund Charges,34.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,4.8,67.7,"40,5",,108.2
Advances & Misc. Pmts / Labor Obligations,0.0,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,0",0.0,18.4,,18.4
Current Year Appropriation,330.8,395.3,253.3,379.8,366.2,289.7,265.7,330.1,955.1,342.6,314.0,377.7,4600.2,292.4,194.6,5087.2
Prior Yr. Expenditures against Encumbrances,44.2,30.6,16.5,15.6,5.4,4.4,5.5,3.6,11.4,"0,9",1.2,6.7,145.9,,,
Prior Yr. Salaries & Vouchers Payable,43.2,(64.3),60.2,89.3,5.0,(26.8),6.3,(4.2),(57.5),73.8,(35.4),(1.0),88.7,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,418.2,361.6,329.9,484.7,376.6,267.4,277.5,329.5,909.0,417.3,279.8,383.3,4834.8,,,
Excess (Def) of Receipts over Disbursements,(76.6),(13.6),31.4,(97.5),(107.3),81.4,120.5,371.5,(480.4),(30.9),(9.3),3.2,,,,
Opening Balance,966.4,889.8,876.2,907.6,810.1,702.8,784.2,904.7,1276.2,795.8,764.9,755.6,,,,
TRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,889.8,876.2,907.6,810.1,702.8,784.2,904.7,1276.2,795.8,764.9,755.6,758.8,,,,
