0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued Not Accrued,Estimated Revenues,
REVENUES Real Estate Tax,7.8,9.5,6.1,7.0,7.3,14.4,48.9,281.2,160.9,23.4,14.9,10.0,591.3,(8.2),583.1,
"Total Wage, Earnings, Net Profits",109.9,131.7,110.1,125.7,114.5,96.7,157.2,107.9,133.1,142.2,129.3,113.2,1471.6,(21.6),1450.0,
Realty Transfer Tax,25.6,19.0,17.8,22.8,16.8,20.0,19.5,14.2,21.0,17.8,24.1,23.3,241.8,(8.9),232.9,
Sales Tax,25.1,27.3,11.7,11.8,13.8,11.9,11.3,15.2,11.4,11.1,13.6,19.2,183.3,3.3,186.6,
Business Income & Receipts Tax,1.9,5.9,11.6,16.2,4.0,14.5,12.7,0.2,55.8,281.6,45.4,8.2,458.0,(22.9),435.1,
Beverage Tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.2,7.0,6.5,6.9,32.5,7.2,39.7,
Other Taxes,9.9,12.7,9.2,10.2,9.7,9.5,9.8,8.9,9.7,12.0,8.8,9.1,119.4,1.8,121.2,
Locally Generated Non-tax,25.0,28.0,23.5,21.7,28.7,21.2,28.9,22.5,31.5,22.8,32.7,21.8,308.2,(3.1),305.1,
Total Other Governments,11.9,57.3,78.7,62.8,7.5,6.5,12.0,12.6,14.3,13.5,14.5,14.7,306.3,8.0,314.2,
Total PICA Other Governments,29.7,33.8,31.8,17.8,31.3,39.0,31.8,25.5,50.3,40.7,40.4,13.3,385.4,9.3,394.7,
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,28.1,47.3,75.4,
Total Current Revenue,246.7,325.1,300.5,296.0,233.6,233.8,332.1,494.0,494.0,572.1,330.3,267.8,4126.0,(35.1) 47.3,4138.2,
Collection of prior year(s) revenue Other fund balance adjustments,24.7,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,
TOTAL CASH RECEIPTS,271.4,325.1,300.5,301.3,233.7,233.8,332.1,494.0,494.0,572.1,330.3,267.8,4156.1,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS Payroll,72.3,178.4,118.0,122.1,127.0,120.8,120.8,103.8,160.1,119.3,132.1,115.9,1490.6,96.7,3.5,1590.8
Employee Benefits,57.1,43.5,53.1,47.0,43.3,42.4,46.1,48.8,50.5,50.3,49.1,57.0,588.2,18.9,"0,5",607.6
Pension,3.7,(7.8),4.5,60.4,(6.3),(2.5),(7.0),(3.1),475.6,113.1,(2.0),(2.5),626.0,25.0,,651.0
Purchase of Services,38.2,34.9,64.9,97.6,46.0,76.9,57.8,42.3,73.6,67.3,83.7,51.6,734.9,24.3,128.2,887.5
"Materials, Equipment",3.1,2.5,8.1,6.0,5.8,4.7,6.9,4.7,6.0,5.3,5.4,6.1,64.4,4.5,40.2,109.1
"Contributions, Indemnities",13.9,2.3,11.9,6.2,2.0,14.1,7.7,2.8,10.4,4.8,107.5,2.7,186.4,3.1,,189.4
Debt Service-Short Term,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0,2.8,1.7,,4.5
Debt Service-Long Term,92.3,0.5,0.0,0.0,13.2,8.5,22.9,"0,5",0.0,0.0,0.4,0.0,138.4,11.1,,149.5
Interfund Charges,"0,0",0.3,"0,0",0.0,0.0,0.0,"0,0",0.2,0.0,0.5,0.0,"0,0",1.0,31.3,,32.3
Advances & Misc. Pmts. / Labor Obligations,"0,0","0,0","0,0",0.0,0.0,"0,0","0,0",0.0,0.0,0.0,0.0,"0,0","0,0",0.0,,0.0
Current Year Appropriation,280.6,254.6,260.6,339.3,231.0,264.8,255.2,199.9,776.1,361.0,378.8,230.8,3832.7,216.5,172.4,4221.6
Prior Yr. Expenditures against Encumbrances,"32,6",22.7,10.8,5.0,2.9,2.9,2.8,10.6,1.4,4.5,1.7,1.0,98.8,,,
Prior Yr. Salaries & Vouchers Payable,63.3,(11.1),57.6,21.7,(1.8),10.4,(21.5),14.1,7.6,(15.9),(123.3),136.7,137.8,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,376.5,266.2,329.0,366.0,232.1,278.2,236.5,224.7,785.1,349.6,257.1,368.5,4069.3,,,
Excess (Def) of Receipts over Disbursements,(105.1),58.9,(28.5),(64.6),1.6,(44.4),95.6,269.3,(291.1),222.6,73.2,(100.7),,,,
Opening Balance,447.2,342.1,401.0,372.5,482.9,484.4,440.0,535.6,804.9,513.8,736.4,634.6,,,,
TRAN,0.0,0.0,0.0,175.0,"0,0",0.0,0.0,0.0,0.0,0.0,(175.0),0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,342.1,401.0,372.5,482.9,484.4,440.0,535.6,804.9,513.8,736.4,634.6,533.9,,,,
