0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES,,,,,,,,,,,,,,,,
Real Estate Tax,11.6,10.6,5.2,17.7,5.4,32.7,52.2,66.5,487.5,121.7,8.5,(5.7),814.0,,,814.0
"City, PICA Wage, Earnings, NP",170.5,218.0,148.4,254.2,"178,7",182.1,247.4,161.6,219.1,245.0,178.4,162.4,2366.0,,,2366.0
Tax to PICA,(45.0),(58.3),(40.5),(66.1),(46.8),(47.5),(62.5),(42.5),(58.9),(74.5),(41.9),(38.0),(622.6),,,(622.6)
"Total Wage, Earnings, Net Profits",125.5,"159,7",107.8,188.1,"131,9",134.7,"184,9",119.1,160.2,170.6,136.5,"124,4",1743.4,,,1743.4
Realty Transfer Tax,51.5,53.1,"48,7","39,0","31,6","22,3",22.8,19.3,21.2,"20,6","32,7","35,9",398.8,,,398.8
Sales Tax,35.9,35.0,14.9,16.4,17.5,16.4,16.1,19.7,16.1,31.5,31.1,29.6,280.1,"0,5",,280.6
Business Income & Receipts Tax,12.1,9.8,36.2,"31,8",11.8,46.6,13.8,15.6,49.6,"364,7","70,7",66.8,729.5,,,729.5
Beverage Tax,6.3,4.8,6.2,7.2,5.8,5.7,7.8,5.4,5.4,6.1,4.3,4.2,69.1,(1.0),,68.1
Other Taxes,12.0,14.7,11.1,10.3,11.7,8.2,12.8,11.8,12.2,15.0,9.6,9.2,138.6,,,138.6
Locally Generated Non-tax,33.8,38.4,34.9,22.5,39.1,28.2,26.9,29.7,51.8,24.3,23.2,23.3,376.2,,,376.2
Total Other Governments,11.6,61.7,6.0,100.5,8.7,11.6,22.9,6.0,71.8,15.7,28.4,2.8,347.6,1.4,,349.0
Total PICA Other Governments,83.1,8.5,35.3,60.8,66.0,50.0,49.4,34.6,54.5,57.4,57.6,42.5,599.6,,,599.6
Interfund Transfers,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,0.0,335.0,0.0,0.0,25.9,"360,9",,33.8,394.7
Total Current Revenue,383.3,396.4,306.4,494.4,329.4,356.3,409.5,327.8,1265.2,827.7,402.6,358.8,5857.8,0.9,33.8,5892.5
Collection of prior year(s) revenue,30.1,0.0,34.0,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.9,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,413.4,396.4,340.5,578.2,329.4,356.3,409.5,327.8,1265.2,827.7,402.6,358.8,6005.7,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Vouchers Payable,Encum- brances,Estimated Obligations
EXPENSES AND OBLIGATIONS,,,,,,,,,,,,,,,,
Payroll,115.0,145.7,169.2,144.5,156.3,209.6,144.4,161.6,163.0,145.7,230.3,214.6,1999.9,85.1,4.4,2089.5
Employee Benefits,53.9,62.5,44.1,65.1,58.1,59.5,61.8,46.8,55.2,62.7,63.8,60.1,693.6,69.0,"0,5",763.1
Pension,0.4,(4.4),11.4,79.9,(4.2),(2.5),(4.7),(4.3),663.5,(4.6),(0.5),(4.6),725.3,111.6,,837.0
Purchase of Services,40.0,51.2,97.1,71.7,128.1,76.7,85.8,79.5,100.5,80.8,107.2,80.1,998.8,33.6,236.3,1268.7
"Materials, Equipment",1.3,6.1,12.0,5.7,8.9,8.1,6.0,7.0,14.6,3.8,11.1,11.5,96.2,3.0,87.4,186.6
"Contributions, Indemnities",7.1,16.5,79.0,16.5,6.2,89.2,17.4,11.1,94.1,9.2,"24,7",99.8,470.7,,,470.7
Debt Service-Short Term,0.0,0.0,0.1,0.0,0.0,0.1,"0,0",0.0,"0,0","0,0","0,0",2.2,2.5,,,2.5
Debt Service-Long Term,123.7,1.0,0.0,6.5,"0,0",2.9,40.9,0.0,"0,0",15.2,0.2,1.0,191.2,,,191.2
Interfund Charges,0.4,29.1,40.1,0.2,"0,0",10.9,60.0,0.0,"0,0","0,0",96.0,1.1,237.7,32.8,,270.5
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,0.0,"0,0","0,0",0.0,0.0,"0,0","0,0","0,0",0.0,0.0,0.0,,,0.0
Current Year Appropriation,341.7,307.7,452.9,390.1,353.4,454.5,411.5,301.7,1090.9,312.8,532.8,465.9,5416.0,335.2,328.6,6079.8
Prior Yr. Expenditures against Encumbrances,56.1,47.2,22.7,21.4,10.5,288.9,9.5,8.5,10.3,2.6,4.3,4.8,486.9,,,
Prior Yr. Salaries & Vouchers Payable,108.3,(7.2),16.3,108.2,(15.3),17.5,(39.1),33.4,(8.9),36.2,0.0,0.0,249.4,,,
TOTAL DISBURSEMENTS,506.1,347.6,492.0,519.7,348.5,761.0,382.0,343.5,1092.4,351.7,537.1,470.6,6152.3,,,
Excess (Def) of Receipts over Disbursements,(92.7),48.8,(151.5),58.5,(19.1),(404.7),27.5,(15.8),172.8,476.0,(134.6),(111.8),,,,
Opening Balance,1628.5,1535.8,1584.6,1433.0,1491.5,1472.4,1067.6,1095.2,1079.4,1252.2,1728.2,1593.6,,,,
TRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,,,,
CLOSING BALANCE,1535.8,1584.6,1433.0,1491.5,1472.4,1067.6,1095.2,1079.4,1252.2,1728.2,1593.6,1481.8,,,,
