0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 29,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES Real Estate Tax,7.8,9.5,6.1,7.0,7.3,14.4,48.9,333.1,112.2,25.5,10.6,8.1,590.5,,,590.5
"Total Wage, Earnings, Net Profits",109.9,131.7,110.1,125.7,114.5,96.7,157.2,113.2,121.4,143.4,116.0,108.3,1448.3,,,1448.3
Realty Transfer Tax,25.6,19.0,17.8,22.8,16.8,20.0,19.5,13.6,18.7,19.3,18.9,21.0,"232,9",,,232.9
Sales Tax,25.1,27.3,11.7,11.8,13.8,11.9,11.3,15.2,10.7,11.9,13.8,18.4,182.7,"3,9",,186.6
Business Income & Receipts Tax,1.9,5.9,11.6,16.2,4.0,14.5,12.7,8.2,47.7,228.8,105.7,7.7,465.1,,,465.1
Beverage Tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.4,7.7,7.7,7.7,30.8,15.4,,46.2
Other Taxes,9.9,12.7,9.2,10.2,9.7,9.5,9.8,10.5,7.3,13.5,10.0,8.9,121.2,,,121.2
Locally Generated Non-tax,25.0,28.0,23.5,21.7,28.7,21.2,28.9,24.2,24.4,19.4,22.3,22.6,289.9,,,289.9
Total Other Governments,11.9,57.3,78.7,56.1,7.5,6.5,12.0,25.0,11.5,13.6,17.8,22.1,320.1,(7.2),,312.9
Total PICA Other Governments,29.7,33.8,31.8,17.8,31.3,39.0,31.8,38.4,32.8,29.5,37.9,39.3,393.1,0.0,,393.1
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,30.5,,44.9,75.4
Total Current Revenue,246.7,325.1,300.5,289.4,233.6,233.8,332.1,583.8,392.1,512.6,360.8,294.6,4105.1,12.1,44.9,4162.1
Collection of prior year(s) revenue,24.7,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,271.4,325.1,300.5,294.7,233.7,233.8,332.1,583.8,392.1,512.6,360.8,294.6,4135.1,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 29,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS Payroll,72.3,178.4,118.0,122.1,127.0,120.8,120.8,120.2,168.1,120.2,120.2,130.7,1518.8,67.9,3.5,1590.2
Employee Benefits,57.1,43.5,53.1,47.0,43.3,42.4,46.1,45.8,66.0,46.8,46.8,51.3,589.1,18.0,"0,5",607.6
Pension,3.7,(7.8),4.5,60.4,(6.3),(2.5),(7.0),(5.6),485.4,108.5,(3.1),(2.6),627.5,23.5,,651.0
Purchase of Services,38.2,34.9,64.9,97.6,46.0,76.9,57.8,63.9,79.8,85.9,60.5,82.3,788.8,24.3,82.1,895.2
"Materials, Equipment",3.1,2.5,8.1,6.0,5.8,4.7,6.9,7.7,9.8,9.9,9.2,11.1,84.7,4.5,19.1,108.3
"Contributions, Indemnities",13.9,2.3,11.9,6.2,2.0,14.1,7.7,5.3,11.5,5.5,104.4,4.5,189.4,,,189.4
Debt Service-Short Term,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5,,,4.5
Debt Service-Long Term,92.3,0.5,0.0,0.0,13.2,8.5,22.9,"0,5",0.1,0.0,0.0,11.4,149.5,,,149.5
Interfund Charges,"0,0",0.3,"0,0",0.0,0.0,0.0,"0,0",0.0,0.0,0.1,0.6,5.0,"5,9",26.4,,32.3
Advances & Misc. Pmts. / Labor Obligations,"0,0","0,0","0,0",0.0,0.0,"0,0","0,0",0.0,0.0,0.0,0.0,"0,0","0,0",,,0.0
Current Year Appropriation,280.6,254.6,260.6,339.3,231.0,264.8,255.2,237.8,820.8,376.8,343.1,293.8,3958.3,"164,4",105.3,4228.0
Prior Yr. Expenditures against Encumbrances,"32,6",22.7,10.8,5.0,2.9,2.9,2.8,5.8,5.4,2.5,0.9,1.8,96.1,,,
Prior Yr. Salaries & Vouchers Payable,63.3,(11.1),57.6,21.7,(1.8),10.4,(21.5),21.5,0.0,0.0,0.0,0.0,140.2,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,376.5,266.2,329.0,366.0,232.1,278.2,236.5,265.1,826.1,379.3,344.0,295.6,4194.6,,,
,,,,,,,,,,,,,,,,
Excess (Def) of Receipts over Disbursements,(105.1),58.9,(28.5),(71.3),1.6,(44.4),95.6,318.8,(434.1),133.3,16.8,(1.0),,,,
Opening Balance,447.2,342.1,401.0,372.5,476.2,477.8,433.4,528.9,847.7,413.7,546.9,388.7,,,,
TRAN,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,(175.0),0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,342.1,401.0,372.5,476.2,477.8,433.4,528.9,847.7,413.7,546.9,388.7,387.7,,,,
