0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES,,,,,,,,,,,,,,,,
Real Estate Tax,11.6,10.6,5.2,17.7,5.4,32.7,52.2,81.4,445.4,125.0,16.5,10.2,814.0,,,814.0
"City, PICA Wage, Earnings, NP",170.5,218.0,148.4,254.2,178.7,182.1,247.4,174.2,200.1,239.9,184.4,168.1,2366.0,,,2366.0
Tax to PICA,(45.0),(58.3),(40.5),(66.1),(46.8),(47.5),(62.5),(44.6),(51.5),(67.7),(48.0),(44.0),(622.6),,,(622.6)
"Total Wage, Earnings, Net Profits",125.5,"159,7",107.8,188.1,131.9,"134,7",184.9,129.6,148.6,172.2,"136,4",124.1,1743.4,,,1743.4
Realty Transfer Tax,51.5,53.1,"48,7","39,0",31.6,"22,3",22.8,25.4,33.4,31.8,"32,7",31.4,423.8,,,423.8
Sales Tax,35.9,"35,0",14.9,16.4,17.5,16.4,16.1,20.1,15.5,24.5,34.8,33.1,280.1,0.5,,280.6
Business Income & Receipts Tax,12.1,9.8,36.2,31.8,11.8,46.6,13.8,6.4,63.9,402.8,70.7,23.6,729.5,,,729.5
Beverage Tax,6.3,4.8,6.2,7.2,5.8,5.7,7.8,4.6,4.6,5.4,5.1,4.7,68.1,,,68.1
Other Taxes,12.0,14.7,11.1,10.3,11.7,8.2,12.8,12.7,12.8,14.1,11.6,10.6,142.6,,,142.6
Locally Generated Non-tax,33.8,38.4,34.9,22.5,39.1,28.2,26.9,22.0,26.7,"21,6","30,5",23.3,347.9,,,347.9
Total Other Governments,11.6,61.7,6.0,100.5,8.7,11.6,"22,9","54,7",25.0,"18,7",16.0,8.8,346.1,1.5,,347.7
Total PICA Other Governments,83.1,8.5,35.3,60.8,66.0,50.0,49.4,47.1,71.6,"41,7","47,6",38.7,599.6,,,599.6
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"335,0","0,0",0.0,25.9,360.9,,33.8,394.7
Total Current Revenue,383.3,396.4,306.4,494.4,"329,4",356.3,409.5,403.9,1182.5,857.8,401.8,334.2,5856.0,2.0,"33,8",5891.9
Collection of prior year(s) revenue,30.1,0.0,34.0,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.9,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,413.4,396.4,340.5,578.2,329.4,356.3,409.5,403.9,1182.5,857.8,401.8,334.2,6003.9,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Vouchers Payable,Encum- brances,Estimated Obligations
EXPENSES AND OBLIGATIONS,,,,,,,,,,,,,,,,
Payroll,115.0,145.7,169.2,144.5,156.3,209.6,"144,4",164.6,181.0,181.0,195.9,198.0,2005.3,81.2,4.5,2091.0
Employee Benefits,53.9,62.5,44.1,65.1,58.1,59.5,61.8,66.9,67.2,67.2,69.8,70.6,746.7,16.1,0.5,763.3
Pension,0.4,(4.4),11.4,79.9,(4.2),(2.5),(4.7),(0.3),675.6,(0.6),(0.5),(4.6),745.4,91.5,,837.0
Purchase of Services,40.0,51.2,97.1,71.7,128.1,76.7,85.8,76.5,114.0,107.4,113.2,86.1,1048.0,33.6,174.5,1256.1
"Materials, Equipment",1.3,6.1,12.0,5.7,8.9,8.1,6.0,15.9,18.0,18.9,18.1,18.5,137.6,3.0,46.3,187.0
"Contributions, Indemnities",7.1,16.5,79.0,16.5,6.2,89.2,17.4,31.4,77.8,13.0,9.7,88.8,452.6,,,452.6
Debt Service-Short Term,0.0,"0,0",0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,"0,0",2.2,2.5,,,2.5
Debt Service-Long Term,"123,7",1.0,0.0,6.5,0.0,2.9,"40,9",0.2,0.2,0.2,0.2,15.6,191.2,,,191.2
Interfund Charges,"0,4",29.1,40.1,0.2,0.0,10.9,60.0,0.0,0.0,"0,0",0.0,26.1,166.7,32.8,,199.5
Advances & Misc. Pmts. / Labor Obligations,0.0,"0,0","0,0",0.0,0.0,0.0,0.0,10.7,10.7,10.7,10.7,10.7,53.4,,,53.4
Current Year Appropriation,"341,7","307,7","452,9",390.1,353.4,"454,5",411.5,366.0,1144.6,397.8,417.1,512.0,5549.5,258.3,225.8,6033.6
Prior Yr. Expenditures against Encumbrances,56.1,47.2,22.7,21.4,10.5,288.9,9.5,14.5,11.7,6.3,4.3,4.8,497.9,,,
Prior Yr. Salaries & Vouchers Payable,108.3,(7.2),16.3,108.2,(15.3),17.5,(29.1),27.8,0.0,"0,0",0.0,0.0,"226,4",,,
TOTAL DISBURSEMENTS,506.1,347.6,492.0,519.7,348.5,761.0,392.0,408.2,1156.3,"404,0",421.4,516.8,6273.8,,,
Excess (Def) of Receipts over Disbursements,(92.7),48.8,(151.5),58.5,(19.1),(404.7),17.6,(4.3),26.1,453.8,(19.7),(182.6),,,,
Opening Balance,1628.5,1535.8,1584.6,1433.0,1491.5,1472.4,1067.6,1085.2,1080.9,1107.0,1560.8,1541.2,,,,
TRAN,0.0,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CLOSING BALANCE,1535.8,1584.6,1433.0,1491.5,1472.4,1067.6,1085.2,1080.9,1107.0,1560.8,1541.2,1358.6,,,,
