0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Estimated Revenues,
REVENUES,,,,,,,,,,,,,,,,
Real Estate Tax,7.5,7.2,6.1,5.5,6.1,14.1,51.8,272.8,115.9,22.1,8.1,9.2,526.3,,526.3,
"Total Wage, Earnings, Net Profits",103.5,94.8,92.5,95.9,106.2,101.6,127.9,101.2,103.7,116.1,105.4,95.5,1244.2,,1244.2,
Realty Transfer Tax,12.8,10.2,8.7,12.6,11.5,14.0,12.9,7.3,9.0,10.0,10.6,11.8,131.3,,131.3,
Sales Tax,21.0,23.7,20.6,19.8,20.8,21.9,20.0,24.7,20.0,21.0,23.7,22.2,259.3,,259.3,
Business Income & Receipts Tax,1.1,3.9,12.6,7.2,5.8,6.7,12.9,5.2,35.6,191.3,110.2,7.5,400.0,,400.0,
Other Taxes,7.3,9.6,7.5,7.4,7.1,7.1,7.3,7.2,6.5,13.9,8.6,8.2,97.6,,97.6,
Locally Generated Non-tax,22.5,24.1,19.4,21.4,21.2,16.3,23.7,20.4,21.9,20.5,21.3,21.8,254.4,,254.4,
Total Other Governments,3.1,54.0,70.2,66.4,7.8,19.6,8.1,35.9,7.5,8.9,24.7,6.8,312.8,26.4,339.3,
Total PICA Other Governments,23.6,26.3,22.0,22.5,28.6,21.6,25.8,22.8,33.9,29.6,27.2,27.7,311.6,,311.6,
Interfund Transfers,0.0,8.4,0.3,(0.3),0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,25.4,29.1,54.5,
Total Current Revenue,202.3,262.2,259.8,258.5,215.1,222.8,290.4,497.2,353.7,433.4,353.7,213.6,3562.9,55.5,3618.4,
Collection of prior year(s) revenue,26.2,12.2,0.0,13.3,0.0,"0,0",0.0,"0,0",0.0,0.0,0.0,0.0,51.7,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,228.5,274.5,259.8,271.8,215.1,222.8,290.4,497.2,353.7,433.4,353.7,213.6,3614.6,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Vouchers Payable,Encum- brances,Estimated Obligations
EXPENSES AND OBLIGATIONS Payroll,71.0,113.0,102.2,101.4,142.8,100.4,116.5,101.8,111.1,102.8,140.8,103.3,1306.9,54.3,,1361.2
Employee Benefits,34.8,42.7,36.1,37.7,45.9,43.5,48.1,38.6,38.7,39.0,42.0,38.9,485.8,19.4,,505.3
Pension,3.7,(4.2),6.4,59.4,(4.8),(8.2),(1.3),(1.5),466.8,106.1,(1.5),(1.5),619.3,,,619.3
Purchase of Services,46.8,46.3,61.4,66.9,61.9,47.4,65.2,60.2,71.5,60.0,54.3,52.6,694.3,23.1,76.9,794.3
"Materials, Equipment",3.9,4.7,7.9,5.8,5.5,5.3,7.0,4.4,6.0,7.0,7.2,5.7,"70,4",4.6,11.9,86.9
"Contributions, Indemnities",13.0,3.3,4.5,10.5,40.0,8.9,5.3,3.7,6.9,4.2,2.5,30.6,133.4,5.2,,138.5
Debt Service-Short Term,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0
Debt Service-Long Term,8.4,62.9,0.0,0.0,5.1,4.7,30.6,"0,5",0.5,0.9,5.8,0.0,119.4,,,119.4
Interfund Charges,0.0,0.5,0.0,0.0,0.0,0.5,0.0,"0,0",0.0,0.5,1.3,6.2,9.0,22.1,,31.1
"Advances, Subsidies",0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,11.6,,,11.6
Current Year Appropriation,181.6,269.2,218.5,281.7,296.2,202.5,271.2,207.6,701.4,332.0,252.4,236.8,3451.2,128.8,88.8,3668.7
Prior Yr. Expenditures against Encumbrances,28.0,11.0,6.6,2.8,2.9,1.9,1.6,5.8,3.0,2.5,2.0,1.5,"69,6",,,
Prior Yr. Salaries & Vouchers Payable,31.3,"49,6",(22.4),34.7,(36.5),42.5,(33.2),32.9,(19.6),29.1,(5.8),17.0,119.5,,,
TOTAL DISBURSEMENTS,240.8,329.8,202.7,319.2,262.7,"247,0",239.6,246.3,684.8,363.6,248.6,255.3,3640.4,,,
Excess (Def) of Receipts over Disbursements,(12.4),(55.3),57.2,(47.4),(47.6),(24.2),50.8,250.9,(331.1),69.8,105.2,(41.6),,,,
Opening Balance,"280,7",268.3,213.0,270.2,"222,7",175.1,278.0,328.7,579.7,248.6,318.4,296.5,,,,
TRAN,0.0,0.0,0.0,"0,0",0.0,127.0,"0,0",0.0,0.0,"0,0",(127.0),0.0,,,,
CLOSING BALANCE,268.3,213.0,270.2,"222,7",175.1,278.0,328.7,579.7,248.6,318.4,296.5,254.9,,,,
