0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES Real Estate Tax,8.7,9.5,6.5,6.7,5.4,22.3,52.2,390.9,145.1,31.8,6.9,3.4,689.3,(29.3),,660.0
"Total Wage, Earnings, Net Profits",142.8,119.6,122.3,145.1,113.4,119.1,170.3,118.3,140.5,177.8,132.5,123.5,1625.2,(16.9),,1608.2
Realty Transfer Tax,38.0,"30,7",20.0,29.2,22.6,26.3,25.3,"13,9",23.6,41.7,30.7,32.8,334.7,,,334.7
Sales Tax,25.9,27.8,14.7,13.3,14.4,13.3,12.9,15.5,12.3,12.3,24.2,28.4,215.2,,,215.2
Business Income & Receipts Tax,5.6,2.3,15.8,16.7,1.3,12.8,27.2,7.9,44.8,355.6,46.8,7.5,544.4,(41.1),,503.3
Beverage Tax,7.1,6.5,6.6,6.6,7.0,5.6,6.2,5.8,5.9,6.3,6.3,6.9,76.6,,,76.6
Other Taxes,10.9,14.6,9.4,10.3,11.4,9.2,11.3,9.5,9.5,14.1,10.3,9.6,130.2,,,130.2
Locally Generated Non-tax,27.0,28.3,27.5,22.7,30.8,22.2,32.2,19.4,37.0,30.5,25.2,20.0,322.8,,,322.8
Total Other Governments,3.3,63.5,80.2,53.9,23.8,7.2,7.7,8.2,5.3,13.1,12.4,23.0,301.5,14.4,,315.9
Total PICA Other Governments,34.1,41.6,25.4,36.8,49.8,38.6,39.4,37.2,46.3,45.6,43.2,38.7,476.7,,,476.7
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,28.1,,44.8,72.9
Total Current Revenue,303.4,344.3,328.3,341.2,279.9,276.8,384.8,626.7,470.2,728.8,338.6,321.8,4744.7,(73.0),44.8,4716.5
Collection of prior year(s) revenue Other fund balance adjustments,32.3,23.3,16.4,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7,,,
TOTAL CASH RECEIPTS,335.7,367.6,344.7,351.9,279.9,276.8,384.8,626.7,470.2,728.8,338.6,321.8,4827.4,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS Payroll,73.4,186.7,138.4,144.4,129.4,130.7,202.3,124.5,128.6,124.5,147.2,138.7,1668.6,98.7,4.2,1771.5
Employee Benefits,47.8,48.5,49.6,51.5,48.9,66.8,47.0,45.7,52.2,53.5,53.5,50.3,615.4,43.0,"0,5",658.9
Pension,3.7,(5.7),4.2,69.6,(5.5),(2.3),(5.3),(1.7),606.2,17.0,(2.0),(2.5),675.7,41.0,,716.7
Purchase of Services,38.0,55.6,55.4,63.1,84.9,62.9,55.7,56.2,96.8,52.4,67.3,87.2,775.6,24.8,156.1,956.5
"Materials, Equipment",3.6,3.8,8.0,7.1,4.2,5.6,5.6,6.2,7.0,7.6,7.2,9.8,75.7,7.1,40.3,123.1
"Contributions, Indemnities",16.7,5.5,56.3,5.6,15.8,48.2,4.7,3.6,55.5,5.7,4.1,65.3,287.0,,,287.0
Debt Service-Short Term,0.0,"0,0",0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,6.8,7.2,,,7.2
Debt Service-Long Term,111.0,0.5,0.0,0.0,10.1,7.2,29.2,"0,5",0.0,0.1,0.1,3.6,162.3,,,162.3
Interfund Charges,3.8,"0,0","0,0",0.0,2.6,0.0,19.1,0.0,0.0,0.0,0.5,25.7,51.7,35.5,,87.2
Advances & Misc. Pmts. / Labor Obligations,"0,0","0,0","0,0",0.0,0.0,"0,0","0,0",0.0,0.0,0.0,26.8,26.8,"53,6",,,53.6
Current Year Appropriation,298.0,294.8,312.0,341.4,290.4,319.0,358.5,235.1,946.4,260.7,304.7,411.8,4372.7,250.1,201.2,4824.0
Prior Yr. Expenditures against Encumbrances,39.1,25.7,17.8,11.6,5.4,5.6,8.0,2.0,6.1,2.3,1.6,1.8,126.9,,,
Prior Yr. Salaries & Vouchers Payable,90.5,27.8,(36.1),144.2,21.3,1.2,(9.5),11.0,(108.4),111.5,0.0,0.0,253.5,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,427.6,348.2,293.7,497.2,317.1,325.8,357.0,248.0,844.0,374.5,306.3,413.6,4753.1,,,
Excess (Def) of Receipts over Disbursements,(91.9),19.4,51.0,(145.4),(37.2),(49.0),27.7,378.7,(373.9),354.3,32.3,(91.8),,,,
Opening Balance,768.9,677.1,696.4,747.4,602.0,564.8,515.8,543.5,922.2,548.4,902.7,935.0,,,,
TRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,677.1,696.4,747.4,602.0,564.8,515.8,543.5,922.2,548.4,"902,7",935.0,843.2,,,,
