0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 29,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES Real Estate Tax,8.6,9.3,6.9,7.0,5.2,31.9,64.8,368.3,147.7,31.2,15.3,5.9,702.0,,,702.0
"Total Wage, Earnings, Net Profits",159.2,114.7,128.7,156.6,121.8,126.1,188.7,130.0,146.8,168.0,137.0,123.7,1701.2,,,1701.2
Realty Transfer Tax,31.2,30.0,21.2,38.7,27.6,30.1,22.1,18.3,24.5,31.3,30.7,32.5,338.3,,,338.3
Sales Tax,28.0,34.8,13.9,13.8,15.5,14.4,12.3,16.6,13.2,13.2,"28,5",30.0,234.3,1.9,,236.2
Business Income & Receipts Tax,10.3,8.7,19.7,19.6,6.1,30.5,17.7,6.4,42.8,325.6,44.2,9.4,540.9,,,540.9
Beverage Tax,6.8,6.7,6.8,7.7,5.1,7.0,6.4,5.5,5.6,6.1,6.3,6.2,76.1,,,76.1
Other Taxes,9.7,10.5,14.1,10.0,10.8,11.1,11.8,10.3,9.7,13.5,10.5,9.7,131.7,,,131.7
Locally Generated Non-tax,34.2,31.5,27.4,31.5,40.6,32.9,28.1,30.0,33.0,33.4,32.1,33.8,388.4,,,388.4
Total Other Governments,9.9,54.7,90.8,52.5,15.4,7.3,5.4,17.7,8.4,6.6,6.0,9.3,"283,9",16.0,,300.0
Total PICA Other Governments,33.0,44.7,32.7,45.8,21.1,57.5,40.9,51.3,54.3,44.7,44.4,47.0,517.3,,,517.3
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,25.5,,51.8,77.3
Total Current Revenue,330.7,345.6,362.1,383.3,269.3,348.8,398.0,654.4,486.0,673.6,355.0,332.9,4939.7,17.9,51.8,5009.4
Collection of prior year(s) revenue,10.9,2.5,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,341.6,348.1,362.1,387.2,269.3,348.8,398.0,654.4,486.0,673.6,355.0,333.0,4957.0,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 29,March 31,April 30,May 31,June 30,Total,Vouchers Payable,Encum- brances,Estimated Obligations
EXPENSES AND OBLIGATIONS Payroll,77.3,198.1,100.3,143.6,188.6,127.6,189.3,143.8,144.5,144.5,157.6,155.5,1770.7,69.8,4.2,1844.7
Employee Benefits,42.8,51.0,55.7,48.9,45.8,61.5,57.2,53.3,53.5,53.5,58.4,55.2,636.9,26.5,0.5,663.9
Pension,3.5,(0.6),10.7,81.5,(0.6),3.2,(0.5),(2.7),632.8,(3.0),(2.2),(1.8),720.4,28.7,,749.1
Purchase of Services,51.3,50.3,77.0,78.8,57.7,77.5,69.9,58.0,82.6,79.8,89.5,71.1,843.4,26.4,154.2,1024.0
"Materials, Equipment",4.3,4.1,4.7,10.8,6.0,6.7,6.7,8.6,10.8,9.7,9.1,12.0,93.5,3.0,30.0,126.5
"Contributions, Indemnities",10.6,72.0,4.8,16.2,67.7,6.3,5.1,56.6,11.6,5.0,64.1,11.7,331.7,,,331.7
Debt Service-Short Term,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5.8,6.1,,,6.1
Debt Service-Long Term,106.6,10.4,0.0,0.0,0.8,6.8,34.0,0.0,0.4,0.2,22.0,0.2,181.4,,,181.4
Interfund Charges,34.6,10.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,4.2,0.5,33.6,86.2,22.0,,108.2
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,"0,0",0.0,0.0,0.0,"0,0",0.0,20.0,20.0,20.0,20.1,80.1,,,80.1
Current Year Appropriation,330.8,395.3,"253,3",379.8,366.2,289.7,361.7,320.9,956.3,313.9,419.0,363.4,4750.3,176.4,188.9,5115.6
Prior Yr. Expenditures against Encumbrances,44.2,36.0,23.7,14.0,5.4,4.4,5.5,7.1,4.6,4.1,1.7,1.8,152.6,,,
Prior Yr. Salaries & Vouchers Payable,43.2,(64.3),60.2,89.3,5.0,(26.8),6.3,0.0,0.0,"0,0",0.0,0.0,112.9,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,418.2,367.0,337.2,483.1,376.6,267.4,373.5,327.9,960.9,318.0,420.8,365.2,5015.8,,,
Excess (Def) of Receipts over Disbursements,(76.6),(18.9),24.9,(95.9),(107.3),81.4,24.5,326.5,(474.9),355.6,(65.8),(32.3),,,,
Opening Balance,966.4,889.8,870.8,895.8,799.9,692.6,774.0,798.5,1124.9,650.0,1005.6,939.8,,,,
TRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,889.8,870.8,895.8,"799,9",692.6,774.0,798.5,1124.9,650.0,1005.6,939.8,907.6,,,,
