0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES Real Estate Tax,7.2,7.5,5.3,3.9,4.4,36.1,43.2,62.3,453.6,78.9,14.2,10.1,726.7,,,726.7
"Total Wage, Earnings, Net Profits",93.6,132.0,120.6,120.1,144.6,139.0,178.7,116.8,135.5,154.5,113.6,105.4,1554.5,,,1554.5
Realty Transfer Tax,14.2,25.2,23.2,17.2,25.7,67.4,58.3,12.7,16.2,17.0,18.3,17.8,313.0,,,313.0
Sales Tax,31.5,34.5,16.3,15.3,17.2,15.8,14.7,17.7,17.1,23.2,32.0,33.3,268.4,,,268.4
Business Income & Receipts Tax,9.7,7.9,32.0,21.1,17.3,66.5,27.0,6.3,40.6,268.0,45.6,13.3,555.2,(10.0),,545.2
Beverage Tax,7.1,6.8,6.6,8.2,4.8,7.1,6.3,5.9,5.9,6.1,6.1,6.2,76.9,,,76.9
Other Taxes,8.0,12.3,9.6,8.9,15.5,4.0,12.6,8.0,8.8,10.5,11.5,11.7,121.4,,,121.4
Locally Generated Non-tax,34.1,33.2,25.7,24.6,23.9,53.1,27.9,27.3,32.0,26.9,36.9,29.4,374.9,,,374.9
Total Other Governments,10.4,52.9,85.3,14.6,43.2,0.6,20.8,21.3,11.7,"24,9",21.3,16.2,323.4,3.9,,327.3
Total PICA Other Governments,19.5,43.7,54.7,21.9,0.0,33.9,111.1,33.6,57.3,41.7,47.6,38.7,503.6,,,503.6
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,25.5,275.5,,96.7,372.3
Total Current Revenue,235.1,356.0,379.3,255.6,296.5,423.5,500.6,562.0,778.6,651.7,346.9,307.5,5093.5,(6.1),96.7,5184.1
Collection of prior year(s) revenue Other fund balance adjustments,3.3,35.6,2.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,,,
TOTAL CASH RECEIPTS,238.4,391.6,381.3,266.9,296.5,"423,5",500.6,562.0,778.6,651.7,346.9,307.5,5145.7,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS Payroll,110.4,135.5,149.7,153.6,149.7,147.1,187.4,167.0,167.7,167.7,181.3,172.3,1889.3,66.4,4.4,1960.2
Employee Benefits,55.1,55.4,48.0,53.4,71.9,52.6,62.1,56.2,55.3,55.3,60.1,56.9,682.3,19.1,0.5,701.9
Pension,3.5,(0.3),10.9,76.5,2.2,3.3,(0.4),(0.3),644.2,(0.6),(0.5),(4.6),733.8,69.1,,802.8
Purchase of Services,34.5,28.5,111.4,51.2,99.1,59.5,59.6,78.1,89.8,102.5,111.6,80.4,906.2,28.1,169.0,1103.3
"Materials, Equipment",1.8,5.7,3.5,6.0,4.0,6.0,3.7,9.3,10.2,11.1,10.7,11.5,83.5,3.0,36.4,122.8
"Contributions, Indemnities",6.7,15.6,65.9,12.2,73.1,13.0,5.1,12.6,72.4,5.5,17.9,91.3,391.3,,,391.3
Debt Service-Short Term,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.0,2.3,,,2.3
Debt Service-Long Term,110.5,10.3,0.0,3.0,0.0,3.7,41.8,0.0,0.2,0.2,0.2,20.5,190.4,,,190.4
Interfund Charges,0.4,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,"0,0",0.0,3.3,10.6,37.2,,47.8
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,"0,0",0.0,0.0,0.0,"0,0",0.0,1.7,1.7,1.7,1.7,6.8,,"42,5",49.3
Current Year Appropriation,322.8,250.6,"389,5",355.9,406.9,285.3,359.3,322.9,1041.4,"343,3","383,0",435.4,4896.3,223.0,252.8,5372.0
Prior Yr. Expenditures against Encumbrances,44.0,"37,9",15.8,14.4,11.7,5.6,6.8,9.9,9.9,4.7,2.9,3.6,167.3,,,
Prior Yr. Salaries & Vouchers Payable,145.5,(22.8),16.4,60.2,(16.4),(8.7),"0,9",0.0,0.0,"0,0",0.0,0.0,175.1,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,512.3,265.7,421.7,430.5,402.3,282.2,366.9,332.8,1051.4,348.1,385.9,439.0,5238.6,,,
Excess (Def) of Receipts over Disbursements,(273.9),125.9,(40.4),(163.6),(105.8),141.3,133.7,229.2,(272.7),303.7,(39.0),(131.5),,,,
Opening Balance,981.3,707.4,833.3,792.9,629.4,523.6,664.9,798.6,1027.9,755.1,1058.8,1019.8,,,,
TRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,707.4,833.3,"792,9",629.4,523.6,"664,9",798.6,1027.9,755.1,1058.8,1019.8,888.3,,,,
