0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES,,,,,,,,,,,,,,,,
Real Estate Tax,11.6,10.6,5.2,17.7,5.4,32.7,52.2,66.5,487.5,121.7,5.0,10.9,827.1,(3.9),,823.2
"Total Wage, Earnings, Net Profits",125.5,159.7,107.8,188.1,131.9,134.7,184.9,119.1,160.2,170.6,161.6,144.5,1788.6,(23.2),,1765.4
Realty Transfer Tax,51.5,53.1,48.7,39.0,31.6,22.3,22.8,19.3,21.2,"20,6","24,5",30.5,385.2,(3.9),,381.3
Sales Tax,35.9,35.0,14.9,16.4,17.5,16.4,16.1,19.7,16.1,31.5,37.2,45.1,301.6,(10.8),,290.9
Business Income & Receipts Tax,12.1,9.8,36.2,31.8,11.8,46.6,13.8,15.6,"49,6","364,7","84,7",30.1,"706,7",(16.0),,690.8
Beverage Tax,6.3,4.8,6.2,7.2,5.8,5.7,7.8,5.4,5.4,6.1,5.9,6.0,72.5,0.1,,72.6
Other Taxes,12.0,14.7,11.1,10.3,11.7,8.2,12.8,11.8,12.2,15.0,11.9,14.0,145.9,(3.6),,142.2
Locally Generated Non-tax,33.8,38.4,34.9,22.5,39.1,28.2,26.9,29.7,51.8,24.3,37.5,15.1,382.4,(2.5),,379.8
Total Other Governments,11.6,61.7,6.0,100.5,8.7,11.6,22.9,6.0,71.8,15.7,3.5,"35,5","355,4",(6.1),,349.3
Total PICA Other Governments,83.1,8.5,35.3,60.8,66.0,50.0,49.4,34.6,54.5,57.4,97.7,67.5,664.7,(27.1),,637.6
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,17.9,353.0,,41.6,394.6
Total Current Revenue,383.3,396.4,306.4,494.4,329.4,356.3,409.5,327.8,1265.2,827.7,469.5,417.1,5983.0,(97.1),41.6,5927.6
Collection of prior year(s) revenue,30.1,0.0,34.0,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.9,,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,413.4,396.4,340.5,578.2,329.4,356.3,409.5,327.8,1265.2,827.7,469.5,417.1,6130.9,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Vouchers Payable,Encum- brances,Estimated Obligations
EXPENSES AND OBLIGATIONS,,,,,,,,,,,,,,,,
Payroll,115.0,145.7,169.2,144.5,156.3,209.6,144.4,161.6,163.0,145.7,151.9,188.8,1895.8,186.6,6.4,2088.7
Employee Benefits,53.9,62.5,44.1,65.1,58.1,59.5,61.8,46.8,55.2,"62,7",55.2,46.6,671.5,90.0,2.3,763.8
Pension,0.4,(4.4),11.4,79.9,(4.2),(2.5),(4.7),(4.3),663.5,(4.6),(4.4),(13.6),712.4,129.7,,842.1
Purchase of Services,40.0,51.2,97.1,71.7,128.1,76.7,85.8,79.5,100.5,80.8,79.5,73.1,964.0,71.9,209.8,1245.7
"Materials, Equipment",1.3,6.1,12.0,5.7,8.9,8.1,6.0,7.0,14.6,3.8,7.6,8.9,90.1,20.1,76.4,186.5
"Contributions, Indemnities",7.1,16.5,79.0,16.5,6.2,89.2,17.4,11.1,94.1,9.2,36.2,79.0,461.4,,4.8,466.2
Debt Service-Short Term,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.5,2.0,,2.5
Debt Service-Long Term,123.7,1.0,0.0,6.5,0.0,2.9,40.9,0.0,0.0,15.2,0.0,0.0,190.0,1.2,,191.2
Interfund Charges,0.4,29.1,40.1,0.2,0.0,10.9,60.0,0.0,0.0,0.0,25.0,71.0,236.6,33.9,,270.5
Advances & Misc. Pmts. / Labor Obligations,"0,0",0.0,0.0,"0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
Current Year Appropriation,"341,7","307,7",452.9,390.1,353.4,454.5,411.5,301.7,1090.9,312.8,351.1,453.7,5222.2,535.4,299.7,6057.3
Prior Yr. Expenditures against Encumbrances,56.1,47.2,22.7,21.4,10.5,288.9,9.5,8.5,10.3,2.6,4.7,1.5,484.0,,,
Prior Yr. Salaries & Vouchers Payable,108.3,(7.2),16.3,108.2,(15.3),17.5,(39.1),33.4,(8.9),36.2,(43.9),45.4,250.9,,,
TOTAL DISBURSEMENTS,506.1,347.6,492.0,519.7,348.5,761.0,382.0,343.5,1092.4,"351,7",311.9,500.6,5957.1,,,
Excess (Def) of Receipts over Disbursements,(92.7),48.8,(151.5),58.5,(19.1),(404.7),27.5,(15.8),172.8,476.0,157.6,(83.5),,,,
Opening Balance,1628.5,1535.8,1584.6,1433.0,1491.5,1472.4,1067.6,1095.2,1079.4,1252.2,1728.2,1885.8,,,,
TRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CLOSING BALANCE,1535.8,1584.6,1433.0,1491.5,1472.4,1067.6,1095.2,1079.4,1252.2,1728.2,1885.8,1802.2,,,,
