0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued,Not Accrued,Estimated Revenues
REVENUES Real Estate Tax,7.2,7.5,5.3,7.6,6.7,24.0,34.6,62.3,453.6,92.2,14.2,10.1,725.3,,,725.3
"Total Wage, Earnings, Net Profits",93.6,132.0,120.6,132.0,117.1,108.4,160.8,116.8,135.5,160.6,123.0,139.7,1540.3,,,1540.3
Realty Transfer Tax,14.2,25.2,23.2,28.0,"23,5",22.7,24.7,18.8,27.2,27.9,"30,3",33.8,299.5,,,299.5
Sales Tax,31.5,34.5,16.3,13.8,15.6,13.0,14.7,15.7,14.1,13.2,27.0,28.2,237.5,,,237.5
Business Income & Receipts Tax,9.7,7.9,32.0,21.8,4.7,19.9,22.2,6.3,58.3,273.7,70.3,18.3,545.2,,,545.2
Beverage Tax,7.1,6.8,6.6,7.0,5.8,5.9,6.1,5.4,5.4,6.1,6.1,6.2,74.4,,,74.4
Other Taxes,8.0,12.3,9.6,6.0,6.3,6.0,6.3,6.0,5.8,6.5,6.5,6.6,86.1,,,86.1
Locally Generated Non-tax,34.1,33.2,25.7,28.5,"32,7",28.7,32.6,27.3,32.0,29.9,36.9,32.8,374.3,,,374.3
Total Other Governments,10.4,52.9,85.3,16.3,18.5,16.0,51.6,14.9,7.0,20.8,19.9,63.3,376.9,3.9,,380.8
Total PICA Other Governments,19.5,43.7,54.7,23.2,62.1,30.5,28.3,33.6,57.3,48.7,48.4,45.6,495.5,,,495.5
Interfund Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,25.5,275.5,,45.4,320.9
Total Current Revenue,235.1,356.0,379.3,284.2,292.9,275.1,382.1,557.2,796.1,679.8,382.5,410.2,5030.5,3.9,45.4,5079.8
Collection of prior year(s) revenue,3.3,35.6,2.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,,,
Other fund balance adjustments TOTAL CASH RECEIPTS,238.4,391.6,381.3,295.5,292.9,275.1,382.1,557.2,796.1,679.8,382.5,410.2,5082.7,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS Payroll,110.4,135.5,149.7,147.7,159.3,147.7,203.9,147.0,147.7,147.7,161.3,152.3,1810.3,65.1,4.4,1879.8
Employee Benefits,55.1,55.4,48.0,50.3,55.1,50.3,72.4,50.1,50.3,50.3,55.1,51.9,644.4,19.1,0.5,664.0
Pension,3.5,(0.3),10.9,81.0,(0.3),3.2,(0.3),(0.3),644.2,(0.6),(0.5),(4.6),735.8,51.6,,787.4
Purchase of Services,34.5,28.5,111.4,106.0,66.1,83.2,62.0,58.1,89.8,82.5,91.6,60.4,874.0,28.1,200.8,1102.9
"Materials, Equipment",1.8,5.7,3.5,10.0,11.5,9.3,8.8,8.3,9.2,10.1,9.7,10.5,98.3,3.0,21.8,123.1
"Contributions, Indemnities",6.7,15.6,65.9,10.4,14.7,74.9,6.5,12.6,72.4,5.5,17.9,85.8,389.0,,,389.0
Debt Service-Short Term,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.3,,,2.3
Debt Service-Long Term,110.5,10.3,0.0,0.2,0.2,0.2,5.1,42.7,0.2,0.2,0.2,20.7,190.4,,,190.4
Interfund Charges,0.4,0.0,0.0,"0,0",0.0,"0,0",0.0,0.0,0.0,"0,0","0,0",13.3,13.7,34.1,,47.8
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,0.0,"0,0","49,5",9.9,9.9,9.9,9.9,"9,9",9.9,9.9,118.8,,42.5,161.3
Current Year Appropriation,322.8,250.6,389.5,405.6,356.2,378.7,368.2,328.3,1023.7,305.5,345.2,402.5,4876.8,201.1,270.1,5348.0
Prior Yr. Expenditures against Encumbrances,44.0,37.9,15.8,19.5,11.8,7.7,14.8,9.9,9.9,4.7,2.9,3.6,182.6,,,
Prior Yr. Salaries & Vouchers Payable,145.5,(22.8),16.4,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.8,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,512.3,265.7,421.7,491.8,368.0,386.4,383.0,338.2,1033.6,310.3,348.1,406.1,5265.2,,,
,,,,,,,,,,,,,,,,
Excess (Def) of Receipts over Disbursements,(273.9),125.9,(40.4),(196.3),(75.1),(111.3),(0.9),218.9,(237.5),369.5,34.4,4.1,,,,
Opening Balance,981.3,707.4,833.3,792.9,596.7,521.6,410.3,409.4,628.3,390.7,760.3,794.7,,,,
TRAN,0.0,0.0,0.0,0.0,"0,0",0.0,0.0,"0,0",0.0,0.0,"0,0",0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,707.4,833.3,792.9,596.7,521.6,410.3,409.4,628.3,390.7,760.3,"794,7",798.8,,,,
