0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Accrued Not Accrued,Estimated Revenues,
REVENUES Real Estate Tax,9.1,11.0,8.5,7.9,5.3,25.1,41.8,61.9,424.5,117.1,5.1,3.9,721.1,(8.8),712.3,
"Total Wage, Earnings, Net Profits",134.1,135.4,120.8,110.6,134.8,112.7,138.1,132.6,127.3,140.7,66.1,67.9,1421.3,(15.4),1405.8,
Realty Transfer Tax,36.4,22.8,24.6,28.8,26.2,32.4,27.2,18.2,20.9,25.1,22.2,22.0,306.8,(7.5),299.3,
Sales Tax,24.4,29.7,12.5,13.4,15.2,12.5,14.2,15.2,13.2,12.7,25.2,26.8,214.9,(5.2),209.7,
Business Income & Receipts Tax,266.4,26.8,19.6,34.6,2.8,21.8,15.7,14.2,44.9,199.4,133.3,6.5,786.0,(269.2),516.7,
Beverage Tax,5.7,6.2,5.6,6.9,5.3,4.9,5.1,5.0,5.0,5.8,4.8,4.8,65.1,(2.1),63.0,
Other Taxes,2.7,2.6,4.2,4.3,4.9,4.1,3.9,4.5,4.3,6.6,4.5,5.0,51.6,5.5,57.1,
Locally Generated Non-tax,22.8,20.8,28.5,23.5,34.7,29.0,23.2,31.3,35.2,27.0,35.8,35.2,347.0,,347.0,
Total Other Governments,14.4,45.2,82.7,13.2,19.0,12.6,49.4,15.9,9.8,12.1,11.4,4.9,290.6,84.4,375.0,
Total PICA Other Governments,53.0,37.8,32.6,23.2,62.1,30.5,28.3,33.6,57.3,52.2,28.4,23.9,462.7,,462.7,
Interfund Transfers,0.0,0.0,0.0,0.0,34.3,0.0,0.0,0.0,0.0,0.0,25.9,25.5,85.6,64.1,149.7,
Total Current Revenue,568.9,338.2,339.4,266.4,344.4,285.4,347.1,332.4,742.4,598.8,362.8,226.4,4752.6,(218.2) 64.1,4598.5,
Collection of prior year(s) revenue,(71.3),17.7,11.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(39.9),,,
Other fund balance adjustments,,,,,,,,,,,,,,,,
TOTAL CASH RECEIPTS,497.6,356.0,351.3,268.2,344.5,285.4,347.1,332.4,742.4,598.8,362.8,226.4,4712.7,,,
,July 31,Aug 31,Sept 30,Oct 31,Nov 30,Dec 31,Jan 31,Feb 28,March 31,April 30,May 31,June 30,Total,Payable,brances,Obligations
EXPENSES AND OBLIGATIONS Payroll,50.4,202.6,136.7,150.8,158.5,183.1,134.6,146.1,145.0,129.4,165.4,157.2,1759.6,65.1,4.1,1828.8
Employee Benefits,45.9,41.5,46.3,48.8,60.9,45.9,45.2,55.5,52.7,47.9,56.6,53.5,600.6,35.9,0.5,637.0
Pension,3.6,(0.5),16.8,81.0,(0.3),3.2,(0.3),(0.3),531.2,(0.3),(0.3),(0.3),633.3,31.8,,665.2
Purchase of Services,33.3,49.4,68.6,77.6,63.1,74.7,48.7,62.8,100.3,78.7,85.3,71.1,813.5,25.5,184.4,1023.3
"Materials, Equipment",5.1,2.1,3.6,6.1,5.7,2.7,6.0,2.9,6.7,3.5,7.8,10.0,62.3,3.0,74.9,140.2
"Contributions, Indemnities",19.4,1.6,11.9,65.4,13.9,66.0,7.8,20.0,65.7,18.9,7.6,84.1,382.3,,,382.3
Debt Service-Short Term,0.2,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,3.8,5.2,,,5.2
Debt Service-Long Term,118.6,0.3,0.0,0.0,0.0,5.2,43.0,0.3,0.0,0.0,0.2,13.0,180.5,,,180.5
Interfund Charges,0.0,0.4,0.0,"0,0",20.2,4.4,0.0,0.0,0.0,"0,0","0,0",11.7,36.7,30.5,,67.2
Advances & Misc. Pmts. / Labor Obligations,0.0,0.0,0.0,"0,0","0,0",0.0,0.0,0.0,0.0,"0,0","0,0",0.0,0.0,,,0.0
Current Year Appropriation,276.3,297.2,283.9,429.7,322.0,385.2,286.0,287.1,901.7,278.1,322.7,404.2,4474.0,191.8,263.8,4929.7
Prior Yr. Expenditures against Encumbrances,41.0,25.1,24.5,24.3,8.0,7.3,5.1,7.4,10.1,1.5,3.0,3.5,161.0,,,
Prior Yr. Salaries & Vouchers Payable,173.8,8.8,(22.3),59.2,(8.5),(35.8),43.8,(21.3),(25.0),(281.1),281.1,0.0,172.7,,,
,,,,,,,,,,,,,,,,
TOTAL DISBURSEMENTS,491.1,331.1,286.1,513.2,"321,5",356.7,334.9,273.3,886.9,(1.5),606.8,407.6,4807.7,,,
,,,,,,,,,,,,,,,,
Excess (Def) of Receipts over Disbursements,6.5,24.9,65.2,(245.1),23.0,(71.3),12.1,59.1,(144.5),600.3,(244.0),(181.2),,,,
Opening Balance,758.8,765.3,790.1,1155.4,910.3,933.3,862.0,874.1,933.2,788.6,1089.0,844.9,,,,
TRAN,0.0,0.0,300.0,0.0,"0,0",0.0,0.0,"0,0",0.0,(300.0),"0,0",0.0,,,,
,,,,,,,,,,,,,,,,
CLOSING BALANCE,765.3,790.1,1155.4,910.3,"933,3",862.0,874.1,933.2,788.6,1089.0,"844,9",663.8,,,,
