dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,dept_name,dept_code,abbreviation,dept_major_code
Art Museum,0.0,0.0,0.0,2250000.0,0.0,0.0,0.0,2007,2250000.0,Art Museum,34,,34
Atwater Kent Museum,250997.0,5436.0,0.0,0.0,0.0,0.0,0.0,2007,256433.0,Atwater Kent Museum,18,Atwater Kent,18
Auditing,7039481.0,653800.0,92266.0,0.0,0.0,0.0,0.0,2007,7785547.0,City Controller's Office,61,,61
Board of Building Standards,91419.0,0.0,59.0,0.0,0.0,0.0,0.0,2007,91478.0,L&I: Board of Building and Standards,29,,29
Board of Ethics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,0.0,Board of Ethics,45,,45
Board of L.&I. Review,179400.0,4203.0,627.0,0.0,0.0,0.0,0.0,2007,184230.0,L&I: Board of Review,27,,27
Board of Revision of Taxes,7772791.0,337597.0,123151.0,0.0,0.0,1325499.0,0.0,2007,9559038.0,Board of Revision of Taxes,63,BRT,63
Camp William Penn,164382.0,96087.0,48483.0,0.0,0.0,0.0,0.0,2007,308952.0,Camp William Penn,19,,19
Capital Program Office,753799.0,347935.0,88373.0,0.0,0.0,572000.0,0.0,2007,1762107.0,Capital Program Office,07,,07
City Commissioners,4858835.0,3103810.0,477970.0,0.0,0.0,0.0,0.0,2007,8440615.0,City Commissioner's Office,73,City Commissioners,73
City Council,10591117.0,2234453.0,799118.0,0.0,0.0,0.0,0.0,2007,13624688.0,City Council,01,,01
City Planning,3042704.0,113234.0,58397.0,0.0,0.0,0.0,0.0,2007,3214335.0,City Planning Commission,51,,51
City Representative/Commerce,1165372.0,6298086.0,93773.0,2200000.0,0.0,0.0,0.0,2007,9757231.0,Office of the City Representative,41,City Rep,41
City Treasurer,555419.0,63525.0,22639.0,0.0,0.0,0.0,0.0,2007,641583.0,Office of the City Treasurer,40,City Treasurer,40
Civil Service,119559.0,24500.0,1872.0,0.0,0.0,0.0,0.0,2007,145931.0,Civil Service Commission,55,,55
Clerk of Quarter Sessions,4642061.0,21765.0,128600.0,0.0,0.0,0.0,0.0,2007,4792426.0,Clerk of Quarter Sessions,64,,64
Commerce-Economic Stimulus,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,2007,6000000.0,Commerce: Economic Stimulus,42-ES,,42
Community College Subsidy,0.0,0.0,0.0,23467924.0,0.0,0.0,0.0,2007,23467924.0,Finance: Community College Subsidy,35-CC,,35
Convention Center Subsidy,0.0,0.0,0.0,0.0,0.0,0.0,31199538.0,2007,31199538.0,Commerce: Convention Center Subsidy,42-CC,,42
Debt Service (Sinking Fund),0.0,84265593.0,0.0,0.0,89153916.0,0.0,0.0,2007,173419509.0,Sinking Fund Commission,37,Sinking Fund,37
Director of Finance,9455980.0,8913902.0,494518.0,6113708.0,0.0,0.0,0.0,2007,24978108.0,Office of the Director of Finance,35,Finance,35
District Attorney,27643334.0,1682509.0,770696.0,0.0,0.0,222029.0,0.0,2007,30318568.0,District Attorney's Office,69,DAO,69
Fairmount Park Commission,8641840.0,2637832.0,665973.0,1850000.0,0.0,0.0,0.0,2007,13795645.0,Fairmount Park Commission,17,,17
Finance-Contribution to School District,0.0,0.0,0.0,35000000.0,0.0,0.0,0.0,2007,35000000.0,Finance: School District Contribution,35-SD,,35
Finance-Employee Benefits,890330539.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,890330539.0,Finance: Employee Benefits,35-EB,Employee Benefits,35
Finance-PGW  Reimbursement,0.0,0.0,0.0,18000000.0,0.0,0.0,0.0,2007,18000000.0,Finance: PGW Reimbursement,35-PGW,,35
Fire,175768344.0,6218164.0,6561359.0,0.0,0.0,7006640.0,0.0,2007,195554507.0,Fire Department,13,Fire,13
First Judicial District,88826470.0,24783624.0,2723814.0,0.0,0.0,0.0,0.0,2007,116333908.0,First Judicial District,84,FJD,84
Fleet Management,17158282.0,4266650.0,25663070.0,0.0,0.0,0.0,0.0,2007,47088002.0,Office of Fleet Management,25,Fleet,25
Fleet Management -Vehicle Purch.,0.0,0.0,12598757.0,0.0,0.0,0.0,0.0,2007,12598757.0,Fleet: Vehicle Lease/Purchases,25-V,,25
