dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,dept_name,dept_code,abbreviation,dept_major_code
Art Museum,0.0,0.0,0.0,2350000.0,0.0,0.0,0.0,2011,2350000.0,Art Museum,34,,34
Atwater Kent Museum,182101.0,0.0,0.0,85000.0,0.0,0.0,0.0,2011,267101.0,Atwater Kent Museum,18,Atwater Kent,18
Auditing,6725248.0,1114450.0,0.0,0.0,0.0,0.0,0.0,2011,7839698.0,City Controller's Office,61,,61
Board of Building Standards,61104.0,0.0,59.0,0.0,0.0,0.0,0.0,2011,61163.0,L&I: Board of Building and Standards,29,,29
Board of Ethics,642747.0,27026.0,11010.0,0.0,0.0,0.0,0.0,2011,680783.0,Board of Ethics,45,,45
Board of L.&I. Review,126917.0,8823.0,0.0,0.0,0.0,0.0,0.0,2011,135740.0,L&I: Board of Review,27,,27
Board of Revision of Taxes,1848725.0,21287.0,9854.0,0.0,0.0,0.0,0.0,2011,1879866.0,Board of Revision of Taxes,63,BRT,63
City Commissioners,5320735.0,3032994.0,450782.0,0.0,0.0,0.0,0.0,2011,8804511.0,City Commissioner's Office,73,City Commissioners,73
City Counci,11603703.0,1905415.0,263108.0,0.0,0.0,0.0,0.0,2011,13772226.0,City Council,01,,01
City Planning,2129152.0,84436.0,34650.0,0.0,0.0,0.0,0.0,2011,2248238.0,City Planning Commission,51,,51
City Representative,327235.0,527127.0,49543.0,0.0,0.0,0.0,0.0,2011,903905.0,Office of the City Representative,41,City Rep,41
City Treasurer,666050.0,89085.0,5577.0,0.0,0.0,0.0,0.0,2011,760712.0,Office of the City Treasurer,40,City Treasurer,40
Civil Service,137932.0,29500.0,477.0,0.0,0.0,0.0,0.0,2011,167909.0,Civil Service Commission,55,,55
Commerce,1595054.0,340757.0,14847.0,0.0,0.0,0.0,0.0,2011,1950658.0,Office of the Director of Commerce,42,Commerce,42
Commerce-Economic Stimulus,0.0,1372143.0,0.0,0.0,0.0,0.0,0.0,2011,1372143.0,Commerce: Economic Stimulus,42-ES,,42
Community College Subsidy,0.0,0.0,0.0,25409207.0,0.0,0.0,0.0,2011,25409207.0,Finance: Community College Subsidy,35-CC,,35
Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,2011,15000000.0,Commerce: Convention Center Subsidy,42-CC,,42
Director of Finance,8827172.0,3943353.0,97369.0,3492249.0,0.0,0.0,0.0,2011,16360143.0,Office of the Director of Finance,35,Finance,35
District Attorney,28386002.0,1616706.0,500412.0,0.0,0.0,0.0,0.0,2011,30503120.0,District Attorney's Office,69,DAO,69
Finance-Contribution  to School District,0.0,0.0,0.0,38600000.0,0.0,0.0,0.0,2011,38600000.0,Finance: School District Contribution,35-SD,,35
Finance-Employee Benefits,967058680.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,967058680.0,Finance: Employee Benefits,35-EB,Employee Benefits,35
Finance-PGW Reimbursement,0.0,0.0,0.0,1700000.0,0.0,0.0,0.0,2011,1700000.0,Finance: PGW Reimbursement,35-PGW,,35
Fire,174356738.0,6418370.0,6429204.0,0.0,0.0,6562000.0,0.0,2011,193766312.0,Fire Department,13,Fire,13
First Judicial District,84989346.0,27944548.0,2305307.0,0.0,0.0,0.0,0.0,2011,115239201.0,First Judicial District,84,FJD,84
Fleet Management,15732183.0,6099633.0,25763157.0,0.0,0.0,0.0,0.0,2011,47594973.0,Office of Fleet Management,25,Fleet,25
Free Library,29004685.0,1573460.0,1927139.0,0.0,0.0,0.0,0.0,2011,32505284.0,The Free Library of Philadelphia,52,Free Library,52
Hero Scholarship Awards,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,2011,35000.0,Finance: Hero Scholarship Awards,35-HA,,35
Historical Commission,375835.0,693.0,808.0,0.0,0.0,0.0,0.0,2011,377336.0,Historical Commission,32,,32
Human Relations,1908658.0,22756.0,10310.0,0.0,0.0,0.0,0.0,2011,1941724.0,Commission on Human Relations,54,Human Relations,54
Human Services (1),92981141.0,448243376.0,1652804.0,0.0,0.0,0.0,0.0,2011,542877321.0,Department of Human Services,22,DHS,22
Indemnities,0.0,0.0,0.0,33617728.0,0.0,0.0,0.0,2011,33617728.0,Finance: Indemnities,35-IN,,35
Law,9232600.0,7480216.0,249500.0,0.0,0.0,0.0,0.0,2011,16962316.0,Law Department,44,Law,44
Legal Services,0.0,36616187.0,0.0,0.0,0.0,0.0,0.0,2011,36616187.0,MDO: Legal Services,10-LS,,10
Licenses & Inspection,13663965.0,4131295.0,303015.0,0.0,0.0,0.0,0.0,2011,18098275.0,Department of Licenses and Inspections,26,L&I,26
Management-Vehicle Lease/Purch.,0.0,0.0,4499955.0,0.0,0.0,0.0,0.0,2011,4499955.0,Fleet: Vehicle Lease/Purchases,25-V,,25
Managing Director,12027922.0,3392595.0,484083.0,0.0,0.0,0.0,0.0,2011,15904600.0,Managing Director's Office,10,MDO,10
