dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,dept_code,abbreviation
Art Museum Subsidy,2040000,2022,Actual,Full Year,2022-06-30,Art Museum,34,
Auditing (City Controller's Office),10005178,2022,Actual,Full Year,2022-06-30,City Controller's Office,61,
Board of Ethics,858769,2022,Actual,Full Year,2022-06-30,Board of Ethics,45,
Board of Revision of Taxes,1040881,2022,Actual,Full Year,2022-06-30,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),20505148,2022,Actual,Full Year,2022-06-30,City Commissioner's Office,73,City Commissioners
City Council,17069960,2022,Actual,Full Year,2022-06-30,City Council,01,
City Treasurer,2617401,2022,Actual,Full Year,2022-06-30,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,170974,2022,Actual,Full Year,2022-06-30,Civil Service Commission,55,
Commerce,13160081,2022,Actual,Full Year,2022-06-30,Office of the Director of Commerce,42,Commerce
Commerce-Convention Center Subsidy,15000000,2022,Actual,Full Year,2022-06-30,Commerce: Convention Center Subsidy,42-CC,
Commerce-Economic Stimulus,5834550,2022,Actual,Full Year,2022-06-30,Commerce: Economic Stimulus,42-ES,
District Attorney,43732338,2022,Actual,Full Year,2022-06-30,District Attorney's Office,69,DAO
Finance,39946257,2022,Actual,Full Year,2022-06-30,Office of the Director of Finance,35,Finance
Finance-Budget Stabilization Reserve,0,2022,Actual,Full Year,2022-06-30,Finance: Budget Stabilization Reserve,35-BSR,
Finance-Disability-Reg #32 Payroll,2497028,2022,Actual,Full Year,2022-06-30,Finance: Reg #32,35-R32,
Finance-Recession and Inflation Reserve and Reopening,0,2022,Actual,Full Year,2022-06-30,Finance: Recession Reserve,35-RR,
Finance-Community College Subsidy,48128075,2022,Actual,Full Year,2022-06-30,Finance: Community College Subsidy,35-CC,
Finance Employee Benefits,1690045986,2022,Actual,Full Year,2022-06-30,Finance: Employee Benefits,35-EB,Employee Benefits
Employee Benefits: Unemployment Compensation,2335123,2022,Actual,Full Year,2022-06-30,Employee Benefits: Unemployment Compensation,35-EB-UC,
Employee Benefits: COVID-19 Funeral Expense,15227,2022,Actual,Full Year,2022-06-30,Employee Benefits: COVID-19 Funeral Costs,35-COVID,
Employee Benefits: Employee Disability,77977657,2022,Actual,Full Year,2022-06-30,Employee Benefits: Employee Disability,35-EB-DIS,
Employee Benefits: Pension Obligation Bonds,91675287,2022,Actual,Full Year,2022-06-30,Employee Benefits: Pension Obligation Bonds,35-EB-POB,
Employee Benefits: Pension,939727333,2022,Actual,Full Year,2022-06-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: FICA,81850154,2022,Actual,Full Year,2022-06-30,Employee Benefits: FICA,35-EB-FICA,
Employee Benefits: Flex Cash Payments,835132,2022,Actual,Full Year,2022-06-30,Employee Benefits: Flex Cash Payments,35-EB-FLEX,
Employee Benefits: Health / Medical,484339297,2022,Actual,Full Year,2022-06-30,Employee Benefits: Health/Medical,35-EB-HM,
Employee Benefits: Group Life Insurance,4540274,2022,Actual,Full Year,2022-06-30,Employee Benefits: Group Life Insurance,35-EB-GLI,
Employee Benefits: Group Legal,6581577,2022,Actual,Full Year,2022-06-30,Employee Benefits: Group Legal,35-EB-GL,
Employee Benefits: Tool Allowance,168925,2022,Actual,Full Year,2022-06-30,Employee Benefits: Tool Allowance,35-EB-TA,
Finance-Hero Scholarship Awards,54000,2022,Actual,Full Year,2022-06-30,Finance: Hero Scholarship Awards,35-HA,
Finance-Payment to Housing Trust Fund,0,2022,Actual,Full Year,2022-06-30,Finance: Housing Trust Fund,35-HTF,
Finance-Indemnities,2603995,2022,Actual,Full Year,2022-06-30,Finance: Indemnities,35-IN,
Finance-Refunds,51581,2022,Actual,Full Year,2022-06-30,Finance: Refunds,35-R,
Finance-School District Contribution,255953201,2022,Actual,Full Year,2022-06-30,Finance: School District Contribution,35-SD,
Finance-Witness Fees,132374,2022,Actual,Full Year,2022-06-30,Finance: Witness Fees,35-WF,
Fire,370064246,2022,Actual,Full Year,2022-06-30,Fire Department,13,Fire
First Judicial District,117602127,2022,Actual,Full Year,2022-06-30,First Judicial District,84,FJD
Fleet Services,47976369,2022,Actual,Full Year,2022-06-30,Office of Fleet Management,25,Fleet
Fleet Services Vehicle Purchases,9745852,2022,Actual,Full Year,2022-06-30,Fleet: Vehicle Lease/Purchases,25-V,
Free Library,41821730,2022,Actual,Full Year,2022-06-30,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,2312602,2022,Actual,Full Year,2022-06-30,Commission on Human Relations,54,Human Relations
Human Services,172561709,2022,Actual,Full Year,2022-06-30,Department of Human Services,22,DHS
Labor,2700038,2022,Actual,Full Year,2022-06-30,Labor,03,
Law,21424000,2022,Actual,Full Year,2022-06-30,Law Department,44,Law
Licenses & Inspections,38135396,2022,Actual,Full Year,2022-06-30,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,76786,2022,Actual,Full Year,2022-06-30,L&I: Board of Building and Standards,29,
L&I-Board of L & | Review,144949,2022,Actual,Full Year,2022-06-30,L&I: Board of Review,27,
Managing Director-Base,79237468,2022,Actual,Full Year,2022-06-30,Managing Director's Office,10,MDO
Managing Director-Citizens Police Oversight Commission,825616,2022,Actual,Full Year,2022-06-30,MDO: Citizens Police Oversight Commission,10-CP,
Managing Director-Legal Services,52404449,2022,Actual,Full Year,2022-06-30,MDO: Legal Services,10-LS,
Mayor's Office,6333266,2022,Actual,Full Year,2022-06-30,Mayor's Office,05,Mayor
Mayor's Office-Scholarships,200000,2022,Actual,Full Year,2022-06-30,Mayor's Office: Scholarships,05-S,
Mayor's Office-Comm. Empowerment & Opp.,1509378,2022,Actual,Full Year,2022-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,2469930,2022,Actual,Full Year,2022-06-30,Mural Arts Program,50,Mural Arts
Office of Behavioral HIth & Intellectual disAbility,22325035,2022,Actual,Full Year,2022-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,7162451,2022,Actual,Full Year,2022-06-30,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,377938,2022,Actual,Full Year,2022-06-30,Office of Children and Families,66,OCF
Office of Homeless Services,55280961,2022,Actual,Full Year,2022-06-30,Office of Homeless Services,24,OHS
Office of Human Resources,6131614,2022,Actual,Full Year,2022-06-30,Office of Human Resources,56,OHR
Office of Innovation and Technology-Base,82566426,2022,Actual,Full Year,2022-06-30,Office of Innovation and Technology,04,OIT
Office of Innovation and Technology-911,16992063,2022,Actual,Full Year,2022-06-30,OIT: 911,04-911,
Office of the Inspector General,1515056,2022,Actual,Full Year,2022-06-30,Office of the Inspector General,48,OIG
Office of Property Assessment,14953046,2022,Actual,Full Year,2022-06-30,Office of Property Assessment,59,OPA
Office of Sustainability,1549062,2022,Actual,Full Year,2022-06-30,Office of Sustainability,49,Sustainability
Parks and Recreation,66049429,2022,Actual,Full Year,2022-06-30,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,13401720,2022,Actual,Full Year,2022-06-30,Department of Planning and Development,72,Planning & Development
Police,774947990,2022,Actual,Full Year,2022-06-30,Police Department,11,Police
