dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,dept_code,abbreviation
Art Museum Subsidy,3000000.0,2009,Actual,Full Year,2009-06-30,Art Museum,34,
Atwater Kent Museum,275971.0,2009,Actual,Full Year,2009-06-30,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),7882426.0,2009,Actual,Full Year,2009-06-30,City Controller's Office,61,
Board of Building Standards,91372.0,2009,Actual,Full Year,2009-06-30,L&I: Board of Building and Standards,29,
Board of Ethics,763116.0,2009,Actual,Full Year,2009-06-30,Board of Ethics,45,
Board of L & Review,206741.0,2009,Actual,Full Year,2009-06-30,L&I: Board of Review,27,
Board of Revision of Taxes,8788727.0,2009,Actual,Full Year,2009-06-30,Board of Revision of Taxes,63,BRT
Camp William Penn,98219.0,2009,Actual,Full Year,2009-06-30,Camp William Penn,19,
Capital Program Office,2931111.0,2009,Actual,Full Year,2009-06-30,Capital Program Office,07,
City Commissioners (Election Board),9717011.0,2009,Actual,Full Year,2009-06-30,City Commissioner's Office,73,City Commissioners
City Council,14546172.0,2009,Actual,Full Year,2009-06-30,City Council,01,
City Planning Commission,3053618.0,2009,Actual,Full Year,2009-06-30,City Planning Commission,51,
City Representative,4647852.0,2009,Actual,Full Year,2009-06-30,Office of the City Representative,41,City Rep
City Treasurer,631930.0,2009,Actual,Full Year,2009-06-30,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,164946.0,2009,Actual,Full Year,2009-06-30,Civil Service Commission,55,
Clerk of Quarter Sessions,4960211.0,2009,Actual,Full Year,2009-06-30,Clerk of Quarter Sessions,64,
Commerce,1634157.0,2009,Actual,Full Year,2009-06-30,Office of the Director of Commerce,42,Commerce
Commerce-Economic Stimulus,1777500.0,2009,Actual,Full Year,2009-06-30,Commerce: Economic Stimulus,42-ES,
Community College Subsidy,26467924.0,2009,Actual,Full Year,2009-06-30,Finance: Community College Subsidy,35-CC,
Convention Center Subsidy,22652522.0,2009,Actual,Full Year,2009-06-30,Commerce: Convention Center Subsidy,42-CC,
District Attorney,30744093.0,2009,Actual,Full Year,2009-06-30,District Attorney's Office,69,DAO
Division of Technology,36396968.0,2009,Actual,Full Year,2009-06-30,Office of Innovation and Technology,04,OIT
Fairmount Park,13502792.0,2009,Actual,Full Year,2009-06-30,Fairmount Park Commission,17,
Finance,19828197.0,2009,Actual,Full Year,2009-06-30,Office of the Director of Finance,35,Finance
Finance Contribution to the School District,38490000.0,2009,Actual,Full Year,2009-06-30,Finance: School District Contribution,35-SD,
Finance Employee Benefits,973222933.0,2009,Actual,Full Year,2009-06-30,Finance: Employee Benefits,35-EB,Employee Benefits
Employee Benefits: Employee Disability,49013731.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: Employee Disability,35-EB-DIS,
Employee Benefits: FICA,68768267.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: FICA,35-EB-FICA,
Employee Benefits: Flex Cash Payments,742381.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: Flex Cash Payments,35-EB-FLEX,
Employee Benefits: Group Legal,6817785.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: Group Legal,35-EB-GL,
Employee Benefits: Group Life Insurance,8071600.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: Group Life Insurance,35-EB-GLI,
Employee Benefits: Health/Medical,376995055.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: Health/Medical,35-EB-HM,
Employee Benefits: Pension,374586425.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: Pension Obligation Bonds,84402109.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: Pension Obligation Bonds,35-EB-POB,
Employee Benefits: Tool Allowance,104900.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: Tool Allowance,35-EB-TA,
Employee Benefits: Unemployment Compensation,3720680.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: Unemployment Compensation,35-EB-UC,
Employee Benefits: Anticipated Workforce Savings,0.0,2009,Actual,Full Year,2009-06-30,Employee Benefits: Anticipated Workforce Savings,35-EB-AWS,
Finance - PGW Rental Reimbursement,18000000.0,2009,Actual,Full Year,2009-06-30,Finance: PGW Reimbursement,35-PGW,
Fire,189064395.0,2009,Actual,Full Year,2009-06-30,Fire Department,13,Fire
First Judicial District,116308873.0,2009,Actual,Full Year,2009-06-30,First Judicial District,84,FJD
Fleet Management,48140057.0,2009,Actual,Full Year,2009-06-30,Office of Fleet Management,25,Fleet
Fleet Management Vehicle Purchases,6395095.0,2009,Actual,Full Year,2009-06-30,Fleet: Vehicle Lease/Purchases,25-V,
Free Library,37370480.0,2009,Actual,Full Year,2009-06-30,The Free Library of Philadelphia,52,Free Library
Historical Commission,376759.0,2009,Actual,Full Year,2009-06-30,Historical Commission,32,
Hero Award,35000.0,2009,Actual,Full Year,2009-06-30,Finance: Hero Scholarship Awards,35-HA,
Human Relations Commission,2075802.0,2009,Actual,Full Year,2009-06-30,Commission on Human Relations,54,Human Relations
Human Services,599818672.0,2009,Actual,Full Year,2009-06-30,Department of Human Services,22,DHS
Indemnities,34536970.0,2009,Actual,Full Year,2009-06-30,Finance: Indemnities,35-IN,
Law,19256401.0,2009,Actual,Full Year,2009-06-30,Law Department,44,Law
Legal Services icl. Defender Association,37338541.0,2009,Actual,Full Year,2009-06-30,MDO: Legal Services,10-LS,
Licenses & Inspections,26667003.0,2009,Actual,Full Year,2009-06-30,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),20129699.0,2009,Actual,Full Year,2009-06-30,Managing Director's Office,10,MDO
Mayor,5948974.0,2009,Actual,Full Year,2009-06-30,Mayor's Office,05,Mayor
Mayor Office of Arts and Culture,0.0,2009,Actual,Full Year,2009-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor Office of the Inspector General,0.0,2009,Actual,Full Year,2009-06-30,Office of the Inspector General,48,OIG
Mayor Office of Labor Relations,534790.0,2009,Actual,Full Year,2009-06-30,Labor,03,
Mayor Scholarships,199982.0,2009,Actual,Full Year,2009-06-30,Mayor's Office: Scholarships,05-S,
Mayor's Office of Community Services,0.0,2009,Actual,Full Year,2009-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,410517.0,2009,Actual,Full Year,2009-06-30,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,763065.0,2009,Actual,Full Year,2009-06-30,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith./Mental Retard. Svcs.,14260395.0,2009,Actual,Full Year,2009-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing and Comm. Developmt.,4000000.0,2009,Actual,Full Year,2009-06-30,Office of Housing and Community Development,06,
Office of Human Resources,4197540.0,2009,Actual,Full Year,2009-06-30,Office of Human Resources,56,OHR
Office of Supportive Housing,39436609.0,2009,Actual,Full Year,2009-06-30,Office of Homeless Services,24,OHS
Police,534322120.0,2009,Actual,Full Year,2009-06-30,Police Department,11,Police
Prisons,241304325.0,2009,Actual,Full Year,2009-06-30,Philadelphia Prison System,23,Prisons
Procurement,4865550.0,2009,Actual,Full Year,2009-06-30,Procurement Department,38,Procurement
Public Health,116239900.0,2009,Actual,Full Year,2009-06-30,Department of Public Health,14,Public Health
Public Property,52640536.0,2009,Actual,Full Year,2009-06-30,Department of Public Property,20,Public Property
Public Property SEPTA Subsidy,62937000.0,2009,Actual,Full Year,2009-06-30,Public Property: SEPTA Subsidy,20-SS,
Public Property Space Rentals,15058094.0,2009,Actual,Full Year,2009-06-30,Public Property: Space Rentals,20-SR,
Public Property Telecommunications,4303017.0,2009,Actual,Full Year,2009-06-30,Public Property: Telecommunications,20-T,
Public Property Utilities,33134587.0,2009,Actual,Full Year,2009-06-30,Public Property: Utilities,20-U,
Records,6872795.0,2009,Actual,Full Year,2009-06-30,Department of Records,31,Records
Recreation,36462424.0,2009,Actual,Full Year,2009-06-30,Department of Parks and Recreation,16,Parks & Recreation
Refunds,895.0,2009,Actual,Full Year,2009-06-30,Finance: Refunds,35-R,
Register of Wills,3598404.0,2009,Actual,Full Year,2009-06-30,Register of Wills,68,
Revenue,16996753.0,2009,Actual,Full Year,2009-06-30,Department of Revenue,36,Revenue
Sheriff,15581140.0,2009,Actual,Full Year,2009-06-30,Office of the Sheriff,70,Sheriff
Sinking Fund (Debt Service),186962665.0,2009,Actual,Full Year,2009-06-30,Sinking Fund Commission,37,Sinking Fund
Streets,31671296.0,2009,Actual,Full Year,2009-06-30,Streets Department,12,Streets
Streets Sanitation,99685521.0,2009,Actual,Full Year,2009-06-30,Streets: Sanitation,12-S,
Witness Fees,116574.0,2009,Actual,Full Year,2009-06-30,Finance: Witness Fees,35-WF,
Youth Commission,51114.0,2009,Actual,Full Year,2009-06-30,Youth Commission,47,
Zoning Board of Adjustment,358714.0,2009,Actual,Full Year,2009-06-30,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,382022.0,2009,Actual,Full Year,2009-06-30,Zoning Code Commission,57,
Art Museum Subsidy,2300000.0,2010,Target Budget,YTD,2010-03-31,Art Museum,34,
Atwater Kent Museum,198973.0,2010,Target Budget,YTD,2010-03-31,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),5188388.0,2010,Target Budget,YTD,2010-03-31,City Controller's Office,61,
Board of Building Standards,50706.0,2010,Target Budget,YTD,2010-03-31,L&I: Board of Building and Standards,29,
Board of Ethics,576694.0,2010,Target Budget,YTD,2010-03-31,Board of Ethics,45,
Board of L & Review,111442.0,2010,Target Budget,YTD,2010-03-31,L&I: Board of Review,27,
Board of Revision of Taxes,5497188.0,2010,Target Budget,YTD,2010-03-31,Board of Revision of Taxes,63,BRT
Camp William Penn,100000.0,2010,Target Budget,YTD,2010-03-31,Camp William Penn,19,
Capital Program Office,0.0,2010,Target Budget,YTD,2010-03-31,Capital Program Office,07,
City Commissioners (Election Board),6605558.0,2010,Target Budget,YTD,2010-03-31,City Commissioner's Office,73,City Commissioners
City Council,12036730.0,2010,Target Budget,YTD,2010-03-31,City Council,01,
City Planning Commission,1910536.0,2010,Target Budget,YTD,2010-03-31,City Planning Commission,51,
City Representative,618348.0,2010,Target Budget,YTD,2010-03-31,Office of the City Representative,41,City Rep
City Treasurer,538024.0,2010,Target Budget,YTD,2010-03-31,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,127721.0,2010,Target Budget,YTD,2010-03-31,Civil Service Commission,55,
Clerk of Quarter Sessions,3412751.0,2010,Target Budget,YTD,2010-03-31,Clerk of Quarter Sessions,64,
Commerce,1319804.0,2010,Target Budget,YTD,2010-03-31,Office of the Director of Commerce,42,Commerce
Commerce-Economic Stimulus,0.0,2010,Target Budget,YTD,2010-03-31,Commerce: Economic Stimulus,42-ES,
Community College Subsidy,26467924.0,2010,Target Budget,YTD,2010-03-31,Finance: Community College Subsidy,35-CC,
Convention Center Subsidy,24171817.0,2010,Target Budget,YTD,2010-03-31,Commerce: Convention Center Subsidy,42-CC,
District Attorney,22749740.0,2010,Target Budget,YTD,2010-03-31,District Attorney's Office,69,DAO
Division of Technology,27256956.0,2010,Target Budget,YTD,2010-03-31,Office of Innovation and Technology,04,OIT
Fairmount Park,9354976.0,2010,Target Budget,YTD,2010-03-31,Fairmount Park Commission,17,
Finance,9935139.0,2010,Target Budget,YTD,2010-03-31,Office of the Director of Finance,35,Finance
Finance Contribution to the School District,0.0,2010,Target Budget,YTD,2010-03-31,Finance: School District Contribution,35-SD,
Finance Employee Benefits,720164329.0,2010,Target Budget,YTD,2010-03-31,Finance: Employee Benefits,35-EB,Employee Benefits
Employee Benefits: Employee Disability,38156789.0,2010,Target Budget,YTD,2010-03-31,Employee Benefits: Employee Disability,35-EB-DIS,
Employee Benefits: FICA,48721659.0,2010,Target Budget,YTD,2010-03-31,Employee Benefits: FICA,35-EB-FICA,
Employee Benefits: Flex Cash Payments,778134.0,2010,Target Budget,YTD,2010-03-31,Employee Benefits: Flex Cash Payments,35-EB-FLEX,
Employee Benefits: Group Legal,3022436.0,2010,Target Budget,YTD,2010-03-31,Employee Benefits: Group Legal,35-EB-GL,
Employee Benefits: Group Life Insurance,6132049.0,2010,Target Budget,YTD,2010-03-31,Employee Benefits: Group Life Insurance,35-EB-GLI,
Employee Benefits: Health/Medical,264038286.0,2010,Target Budget,YTD,2010-03-31,Employee Benefits: Health/Medical,35-EB-HM,
Employee Benefits: Pension,253559713.0,2010,Target Budget,YTD,2010-03-31,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: Pension Obligation Bonds,100673062.0,2010,Target Budget,YTD,2010-03-31,Employee Benefits: Pension Obligation Bonds,35-EB-POB,
Employee Benefits: Tool Allowance,94600.0,2010,Target Budget,YTD,2010-03-31,Employee Benefits: Tool Allowance,35-EB-TA,
Employee Benefits: Unemployment Compensation,4987601.0,2010,Target Budget,YTD,2010-03-31,Employee Benefits: Unemployment Compensation,35-EB-UC,
