dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,dept_code,abbreviation
Art Museum Subsidy,2550000,2017,Actual,Full Year,2017-06-30,Art Museum,34,
Atwater Kent Museum,298440,2017,Actual,Full Year,2017-06-30,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),8477318,2017,Actual,Full Year,2017-06-30,City Controller's Office,61,
Board of Ethics,950743,2017,Actual,Full Year,2017-06-30,Board of Ethics,45,
Board of Revision of Taxes,1024765,2017,Actual,Full Year,2017-06-30,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),10983892,2017,Actual,Full Year,2017-06-30,City Commissioner's Office,73,City Commissioners
City Council,15604515,2017,Actual,Full Year,2017-06-30,City Council,01,
City Planning Commission,2514423,2017,Actual,Full Year,2017-06-30,City Planning Commission,51,
City Representative,858744,2017,Actual,Full Year,2017-06-30,Office of the City Representative,41,City Rep
City Treasurer,1092563,2017,Actual,Full Year,2017-06-30,Office of the City Treasurer,40,City Treasurer
Civil Service Commission (1),190912,2017,Actual,Full Year,2017-06-30,Civil Service Commission,55,
Commerce,5658560,2017,Actual,Full Year,2017-06-30,Office of the Director of Commerce,42,Commerce
Commerce-Convention Center Subsidy,15000000,2017,Actual,Full Year,2017-06-30,Commerce: Convention Center Subsidy,42-CC,
Commerce-Economic Stimulus,2794448,2017,Actual,Full Year,2017-06-30,Commerce: Economic Stimulus,42-ES,
District Attorney,36257653,2017,Actual,Full Year,2017-06-30,District Attorney's Office,69,DAO
Finance,12482995,2017,Actual,Full Year,2017-06-30,Office of the Director of Finance,35,Finance
Finance-Disability-Reg #32 Payroll,1987825,2017,Actual,Full Year,2017-06-30,Finance: Reg #32,35-R32,
Finance-Federal Grant Reserve,0,2017,Actual,Full Year,2017-06-30,Finance: Federal Grant Reserve,35-FGR,
Finance-Community College Subsidy,29909207,2017,Actual,Full Year,2017-06-30,Finance: Community College Subsidy,35-CC,
Finance - Employee Benefits,1240988145,2017,Actual,Full Year,2017-06-30,Finance: Employee Benefits,35-EB,Employee Benefits
Employee Benefits: Unemployment Compensation,1970599,2017,Actual,Full Year,2017-06-30,Employee Benefits: Unemployment Compensation,35-EB-UC,
Employee Benefits: Employee Disability,56192257,2017,Actual,Full Year,2017-06-30,Employee Benefits: Employee Disability,35-EB-DIS,
Employee Benefits: Pension Obligation Bonds,109480673,2017,Actual,Full Year,2017-06-30,Employee Benefits: Pension Obligation Bonds,35-EB-POB,
Employee Benefits: Pension,555829391,2017,Actual,Full Year,2017-06-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: FICA,75096960,2017,Actual,Full Year,2017-06-30,Employee Benefits: FICA,35-EB-FICA,
Employee Benefits: Flex Cash Payments,599546,2017,Actual,Full Year,2017-06-30,Employee Benefits: Flex Cash Payments,35-EB-FLEX,
Employee Benefits: Health/Medical,429069103,2017,Actual,Full Year,2017-06-30,Employee Benefits: Health/Medical,35-EB-HM,
Employee Benefits: Group Life Insurance,7986237,2017,Actual,Full Year,2017-06-30,Employee Benefits: Group Life Insurance,35-EB-GLI,
Employee Benefits: Group Legal,4639379,2017,Actual,Full Year,2017-06-30,Employee Benefits: Group Legal,35-EB-GL,
Employee Benefits: Tool Allowance,124000,2017,Actual,Full Year,2017-06-30,Employee Benefits: Tool Allowance,35-EB-TA,
